gene_id,description_gff,source_sheet,umbrella,subcategory,seqid,homology_evidence,evidence_tier,nucleotide_groups,nucleotide_taxa,nucleotide_max_identity,nucleotide_max_query_coverage,protein_support,contrast_label,oriented_log2FC,padj,status,higher_expression_condition
LOC126316823,dedicator of cytokinesis protein 9-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-0.1903633964278486,0.985550326158639,N.S.,Not significant
LOC126316823,dedicator of cytokinesis protein 9-like,Immune,Cellular Immunity,Actin Dynamics & Hemocyte Migration (DOCK GEFs),NW_026061988.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.35945045405778225,0.9962174645400436,N.S.,Not significant
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Infected: diet 50 vs 33,3.317697225749233,0.28740183934734503,N.S.,Not significant
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Infected: diet 83 vs 33,8.009223705645631,0.00705506640948692,Upregulated,Infected diet 83
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Infected: diet 83 vs 50,4.691526479896398,0.7406342947560963,N.S.,Not significant
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Diet 33: infected vs control,-3.0310153092253747,0.5086454646132298,N.S.,Not significant
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Diet 50: infected vs control,-2.22859018332402,0.940458865496828,N.S.,Not significant
LOC126318362,vegetative catalase-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062048.1,Concordant non-metazoan nucleotide and protein hits,Concordant nucleotide and protein flag,Other Eukaryota,Naegleria gruberi,66.422,25,Non-metazoan candidate,Diet 83: infected vs control,6.37213890307189,0.04751162561179194,Upregulated,Infected diet 83
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,3.526066020397258,0.28740183934734503,N.S.,Not significant
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,8.300753015773445,0.0084241103507091,Upregulated,Infected diet 83
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,4.774686995376188,0.7406342947560963,N.S.,Not significant
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-3.040112073428024,0.5318006874354562,N.S.,Not significant
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-1.5253059887128857,0.940458865496828,N.S.,Not significant
LOC126322593,glutathione S-transferase D4-like,Immune,Detoxification,Oxidative Stress & ROS Detoxification,NW_026062185.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,6.53453962789146,0.04767357147545215,Upregulated,Infected diet 83
LOC126317104,type-3 glutamine synthetase-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062009.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,2.7324767872439035,0.3542679569865537,N.S.,Not significant
LOC126317104,type-3 glutamine synthetase-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062009.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,5.980592857435654,0.04957683771334446,Upregulated,Infected diet 83
LOC126317104,type-3 glutamine synthetase-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062009.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,3.2481160701917493,0.7406342947560963,N.S.,Not significant
LOC126317104,type-3 glutamine synthetase-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062009.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-1.498942249607101,0.7499526418644148,N.S.,Not significant
LOC126317104,type-3 glutamine synthetase-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062009.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-1.4451244360671156,0.940458865496828,N.S.,Not significant
LOC126317104,type-3 glutamine synthetase-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062009.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,5.718058164573332,,N.S.,Not significant
LOC126319940,"aspartate aminotransferase, mitochondrial-like",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062071.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Dictyostelium purpureum,66.607,33,Mixed/ambiguous,Infected: diet 50 vs 33,2.219286565210825,0.459033667510663,N.S.,Not significant
LOC126319940,"aspartate aminotransferase, mitochondrial-like",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062071.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Dictyostelium purpureum,66.607,33,Mixed/ambiguous,Infected: diet 83 vs 33,0.884824179206334,0.9263953393034768,N.S.,Not significant
LOC126319940,"aspartate aminotransferase, mitochondrial-like",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062071.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Dictyostelium purpureum,66.607,33,Mixed/ambiguous,Infected: diet 83 vs 50,-1.3344623860044909,0.7964412714801573,N.S.,Not significant
LOC126319940,"aspartate aminotransferase, mitochondrial-like",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062071.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Dictyostelium purpureum,66.607,33,Mixed/ambiguous,Diet 33: infected vs control,-0.6807086620253372,0.911795386591016,N.S.,Not significant
LOC126319940,"aspartate aminotransferase, mitochondrial-like",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062071.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Dictyostelium purpureum,66.607,33,Mixed/ambiguous,Diet 50: infected vs control,-0.7191703904114595,0.9537540193347814,N.S.,Not significant
LOC126319940,"aspartate aminotransferase, mitochondrial-like",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062071.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Dictyostelium purpureum,66.607,33,Mixed/ambiguous,Diet 83: infected vs control,1.5896931797308929,,N.S.,Not significant
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,2.428783679249543,0.4010123567544607,N.S.,Not significant
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,-0.8127422371606376,0.9237011594759338,N.S.,Not significant
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-3.241525916410181,0.7406342947560963,N.S.,Not significant
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-0.9496328675394063,0.8591211960048841,N.S.,Not significant
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-0.7706029967878566,0.9435333061333744,N.S.,Not significant
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,-1.1499137716114856,,N.S.,Not significant
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,1.951980599436256,0.451739431615324,N.S.,Not significant
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,-0.5555309192741726,0.9490418088911688,N.S.,Not significant
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-2.507511518710429,0.7406342947560963,N.S.,Not significant
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,0.1366963156489681,0.9805515986742132,N.S.,Not significant
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-0.37508565479478384,0.9694386471587682,N.S.,Not significant
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,-0.8461386306694942,,N.S.,Not significant
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,3.057849342848957,0.3012055306629071,N.S.,Not significant
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,1.5089827550737556,0.7982519608540397,N.S.,Not significant
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.5488665877752017,0.7531943776522871,N.S.,Not significant
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-2.127532519230593,0.6088075389018084,N.S.,Not significant
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-1.2723897890117672,0.940458865496828,N.S.,Not significant
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.5516304569181332,,N.S.,Not significant
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,5.582202214116493,0.255284126213889,N.S.,Not significant
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,8.972520865218993,0.00274655315198879,Upregulated,Infected diet 83
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,3.3903186511024987,0.7406342947560963,N.S.,Not significant
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-5.486665681988081,0.5086454646132298,N.S.,Not significant
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-1.900951290695138,0.940458865496828,N.S.,Not significant
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,5.298911862843495,0.05167301287385152,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Infected: diet 50 vs 33,4.536768647002889,0.255284126213889,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Infected: diet 83 vs 33,2.8764476713705984,0.45720695683890616,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Infected: diet 83 vs 50,-1.6603209756322903,0.7481467385143218,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Diet 33: infected vs control,-4.60460379965773,0.5086454646132298,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Diet 50: infected vs control,-2.23548312610401,0.940458865496828,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Diet 83: infected vs control,-0.45552754161166625,,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Infected: diet 50 vs 33,3.434704871897172,0.2628861857467619,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Infected: diet 83 vs 33,0.8790132399628022,0.911230501463537,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Infected: diet 83 vs 50,-2.55569163193437,0.7406342947560963,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Diet 33: infected vs control,-3.693762077805993,0.5086454646132298,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Diet 50: infected vs control,-2.4843564409444507,0.940458865496828,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Diet 83: infected vs control,-1.2564561967098873,,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,3.351876500217721,0.26634678400770334,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,1.652506754005845,0.7439475696374058,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.6993697462118762,0.7417249761042443,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-1.832791256773025,0.6416941292750751,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-0.6819462524989638,0.9422869678224708,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.12043621336128808,,N.S.,Not significant
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Infected: diet 50 vs 33,3.052088667878858,0.315848516324691,N.S.,Not significant
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Infected: diet 83 vs 33,1.1959803568822864,0.8799116715343238,N.S.,Not significant
