"gene_id","candidate_theme","Preferred_name","Description","PFAMs","DEG_sets","log2FC_by_diet","min_padj","max_abs_log2FC","KEGG_Pathway"
"LOC126272899","Detoxification / oxidative stress","-","heme binding. It is involved in the biological process described with oxidation-reduction process","p450","Diet 50","Diet 50=-1.48",0.00566,1.48,"-"
"LOC126354485","Detoxification / oxidative stress","-","Cytochrome P-450","p450","Diet 50; Diet 33","Diet 50=5.84; Diet 33=5.16",0.00575,5.84,"-"
"LOC126272296","Detoxification / oxidative stress","-","heme binding. It is involved in the biological process described with oxidation-reduction process","p450","Diet 50","Diet 50=3.06",0.00744,3.06,"-"
"LOC126320178","Detoxification / oxidative stress","CYP315A1","heme binding. It is involved in the biological process described with oxidation-reduction process","60KD_IMP,p450","Diet 50","Diet 50=-1.99",0.0128,1.99,"ko00981,map00981"
"LOC126271907","Detoxification / oxidative stress","-","Cytochrome P450","p450","Diet 33","Diet 33=2.61",0.0142,2.61,"-"
"LOC126336724","Detoxification / oxidative stress","-","Glutathione S-transferase, C-terminal domain","GST_C,GST_C_2,GST_C_3,GST_N,GST_N_3","Diet 50","Diet 50=-2.46",0.0142,2.46,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418"
"LOC126305900","Detoxification / oxidative stress","CYP306A1","heme binding. It is involved in the biological process described with oxidation-reduction process","p450","Diet 33","Diet 33=-1.87",0.0162,1.87,"ko00981,map00981"
"LOC126336692","Detoxification / oxidative stress","-","Glutathione S-transferase, C-terminal domain","GST_C_3,GST_N","Diet 33; Diet 50","Diet 33=-1.29; Diet 50=-1.22",0.0227,1.29,"ko00480,ko00590,ko00980,ko00982,ko01100,ko05204,map00480,map00590,map00980,map00982,map01100,map05204"
"LOC126336730","Detoxification / oxidative stress","-","Glutathione S-transferase, C-terminal domain","GST_C_3,GST_N","Diet 50","Diet 50=1.64",0.0282,1.64,"ko00480,ko00590,ko00980,ko00982,ko01100,ko05204,map00480,map00590,map00980,map00982,map01100,map05204"
"LOC126266822","Detoxification / oxidative stress","-","heme binding. It is involved in the biological process described with oxidation-reduction process","p450","Diet 33","Diet 33=-1.47",0.0317,1.47,"-"
"LOC126293386","Detoxification / oxidative stress","-","Animal haem peroxidase","An_peroxidase","Diet 83","Diet 83=1.11",0.0365,1.11,"-"
"LOC126281935","Detoxification / oxidative stress","-","heme binding. It is involved in the biological process described with oxidation-reduction process","p450","Diet 83","Diet 83=-1.48",0.0378,1.48,"-"
"LOC126281928","Detoxification / oxidative stress","-","It is involved in the biological process described with","An_peroxidase,EF-hand_1,FAD_binding_8,Ferric_reduct,NAD_binding_6","Diet 50","Diet 50=1.41",0.0403,1.41,"ko04013,ko04624,map04013,map04624"
"LOC126281357","Detoxification / oxidative stress","-","cytochrome p450","-","Diet 50","Diet 50=-2.78",0.0488,2.78,"-"
"LOC126354206","Detoxification / oxidative stress","-","Cytochrome P450","p450","Diet 50","Diet 50=2.13",0.0497,2.13,"-"
"LOC126267114","Endocrine / nutrient metabolism","-","juvenile hormone acid methyltransferase activity","-","Diet 50; Diet 83; Diet 33","Diet 50=26.29; Diet 83=9.89; Diet 33=6.71",5.13e-21,26.29,"-"
"LOC126355939","Endocrine / nutrient metabolism","-","amino acid transporter","Aa_trans","Diet 50; Diet 33; Diet 83","Diet 50=6.54; Diet 33=5.71; Diet 83=4.45",7.91e-13,6.54,"ko04138,map04138"
"LOC126337056","Endocrine / nutrient metabolism","-","Juvenile hormone binding protein domains in insects.","JHBP","Diet 50; Diet 33; Diet 83","Diet 50=-3.12; Diet 33=-2.24; Diet 83=-2.34",2.93e-09,3.12,"-"
"LOC126355940","Endocrine / nutrient metabolism","-","amino acid transporter","Aa_trans","Diet 83; Diet 50; Diet 33","Diet 83=4.24; Diet 50=3.54; Diet 33=2.4",5.27e-06,4.24,"ko04138,map04138"
"LOC126365745","Endocrine / nutrient metabolism","Th","Biopterin-dependent aromatic amino acid hydroxylase","Biopterin_H,Ras","Diet 50","Diet 50=4.89",9.9e-06,4.89,"ko00350,ko00790,ko00950,ko01100,ko04728,ko04917,ko05012,ko05030,ko05031,ko05034,map00350,map00790,map00950,map01100,map04728,map04917,map05012,map05030,map05031,map05034"
"LOC126356065","Endocrine / nutrient metabolism","-","cationic amino acid transporter","AA_permease_2","Diet 50","Diet 50=1.69",2.35e-05,1.69,"-"
"LOC126297535","Endocrine / nutrient metabolism","-","amino acid transporter","SDF","Diet 50; Diet 33; Diet 83","Diet 50=1.6; Diet 33=1.24; Diet 83=1.13",3.71e-05,1.6,"-"
"LOC126353933","Endocrine / nutrient metabolism","Tdc1","carboxy-lyase activity. It is involved in the biological process described with cellular amino acid metabolic process","Pyridoxal_deC","Diet 50; Diet 83; Diet 33","Diet 50=2.53; Diet 83=2.65; Diet 33=1.44",4.86e-05,2.65,"ko00350,map00350"
"LOC126266748","Endocrine / nutrient metabolism","-","It is involved in the biological process described with cellular amino acid metabolic process","Ank_2,Ank_3,Asparaginase","Diet 33; Diet 50","Diet 33=1.79; Diet 50=1.75",0.000489,1.79,"-"
"LOC126268194","Endocrine / nutrient metabolism","-","amino acid transporter","Aa_trans","Diet 50; Diet 33","Diet 50=2.04; Diet 33=1.31",0.000664,2.04,"ko04138,map04138"
"LOC126271955","Endocrine / nutrient metabolism","Ddc","carboxy-lyase activity. It is involved in the biological process described with cellular amino acid metabolic process","Pyridoxal_deC","Diet 50; Diet 83","Diet 50=1.9; Diet 83=1.51",0.000738,1.9,"ko00350,ko00360,ko00380,ko00901,ko00950,ko00965,ko01100,ko01110,ko04726,ko04728,ko05030,ko05031,ko05034,map00350,map00360,map00380,map00901,map00950,map00965,map01100,map01110,map04726,map04728,map05030,map05031,map05034"
"LOC126299466","Endocrine / nutrient metabolism","-","Transmembrane amino acid transporter protein","Aa_trans","Diet 83; Diet 33; Diet 50","Diet 83=2.18; Diet 33=1.65; Diet 50=1.56",0.000842,2.18,"ko04150,map04150"
"LOC126354788","Endocrine / nutrient metabolism","-","amino acid transporter","Aa_trans","Diet 50","Diet 50=4.94",0.000874,4.94,"ko04138,map04138"
"LOC126337058","Endocrine / nutrient metabolism","-","Juvenile hormone binding protein domains in insects.","JHBP","Diet 33","Diet 33=-2.45",0.000957,2.45,"-"
"LOC126343748","Endocrine / nutrient metabolism","-","Catalyzes juvenile hormone hydrolysis","EHN","Diet 83","Diet 83=-1.62",0.001,1.62,"ko00980,ko00981,ko04976,ko05204,map00980,map00981,map04976,map05204"
"LOC126353931","Endocrine / nutrient metabolism","-","amino acid transmembrane transporter activity. It is involved in the biological process described with amino acid transmembrane transport","AA_permease_2,AA_permease_C","Diet 33; Diet 50","Diet 33=4.59; Diet 50=3.19",0.00199,4.59,"-"
"LOC126334930","Endocrine / nutrient metabolism","-","May mediate the control of various cellular processes by insulin-like peptides. When phosphorylated by the insulin receptor binds specifically to various cellular proteins containing SH2 domains. Involved in control of cell proliferation, cell size, and body and organ growth throughout development. Also has a role in a signaling pathway controlling the physiological response required to endure periods of low nutrient conditions. Insulin insulin-like growth factor (IGF) signaling pathway has a role in regulating aging and is necessary in the ovary for vitellogenic maturation","IRS,PH","Diet 50","Diet 50=1.06",0.00243,1.06,"ko04022,ko04068,ko04140,ko04150,ko04151,ko04152,ko04211,ko04212,ko04213,ko04722,ko04910,ko04920,ko04923,ko04930,ko04931,ko04932,ko04960,ko05206,map04022,map04068,map04140,map04150,map04151,map04152,map04211,map04212,map04213,map04722,map04910,map04920,map04923,map04930,map04931,map04932,map04960,map05206"
"LOC126363354","Endocrine / nutrient metabolism","path","Transmembrane amino acid transporter protein","Aa_trans","Diet 33; Diet 83","Diet 33=-1.15; Diet 83=-1.14",0.00356,1.15,"ko04138,map04138"
"LOC126293679","Endocrine / nutrient metabolism","-","Catalyzes juvenile hormone hydrolysis","EHN","Diet 50; Diet 33","Diet 50=-2.73; Diet 33=-2.75",0.00542,2.75,"ko00980,ko00981,ko04976,ko05204,map00980,map00981,map04976,map05204"
"LOC126334613","Endocrine / nutrient metabolism","-","It is involved in the biological process described with cellular amino acid metabolic process","Beta_elim_lyase","Diet 33","Diet 33=1.13",0.00544,1.13,"ko00260,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map01100,map01110,map01120,map01130,map01230"
"LOC126278890","Endocrine / nutrient metabolism","-","Vesicular inhibitory amino acid","Aa_trans","Diet 50","Diet 50=3.91",0.0122,3.91,"ko04721,ko04723,ko04727,ko05032,ko05033,map04721,map04723,map04727,map05032,map05033"
"LOC126298221","Endocrine / nutrient metabolism","-","Amino acid binding. It is involved in the biological process described with metabolic process","ACT,PALP","Diet 50","Diet 50=-1.41",0.0281,1.41,"ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230"
"LOC126298679","Endocrine / nutrient metabolism","-","amino acid transmembrane transporter activity. It is involved in the biological process described with amino acid transmembrane transport","AA_permease_2","Diet 50","Diet 50=1.41",0.0348,1.41,"ko04974,map04974"
"LOC126343702","Endocrine / nutrient metabolism","-","Catalyzes juvenile hormone hydrolysis","EHN","Diet 33","Diet 33=-1.73",0.0481,1.73,"ko00980,ko00981,ko04976,ko05204,map00980,map00981,map04976,map05204"
"LOC126323151","Immune / defense","-","Attacin, C-terminal region","Attacin_C","Diet 83","Diet 83=23.91",1.84e-27,23.91,"-"
"LOC126335463","Immune / defense","-","Belongs to the serpin family","-","Diet 50; Diet 33; Diet 83","Diet 50=6.99; Diet 33=5.37; Diet 83=5.32",6.19e-17,6.99,"-"
"LOC126285462","Immune / defense","-","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=3.8; Diet 33=2.35; Diet 83=2.64",5.14e-13,3.8,"-"
"LOC126271975","Immune / defense","-","Alpha-lactalbumin / lysozyme C","Lys","Diet 50; Diet 33; Diet 83","Diet 50=7.5; Diet 33=5.59; Diet 83=5.63",5.09e-12,7.5,"ko04970,map04970"
"LOC126267215","Immune / defense","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 50; Diet 83; Diet 33","Diet 50=5.53; Diet 83=5.23; Diet 33=4.16",1.42e-10,5.53,"-"
"LOC126266760","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=2.81; Diet 33=1.94; Diet 83=1.96",7.46e-10,2.81,"-"
"LOC126267163","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=4.42; Diet 33=3.22; Diet 83=3.03",1.08e-09,4.42,"-"
"LOC126267162","Immune / defense","PGRPLC","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 50; Diet 83; Diet 33","Diet 50=2.15; Diet 83=2.11; Diet 33=1.8",1.47e-09,2.15,"-"
"LOC126335468","Immune / defense","-","Belongs to the serpin family","-","Diet 50; Diet 33; Diet 83","Diet 50=5.02; Diet 33=4.35; Diet 83=3.02",7.59e-08,5.02,"-"
"LOC126336325","Immune / defense","-","Knottins","Defensin_2","Diet 33; Diet 83; Diet 50","Diet 33=6.68; Diet 83=6.48; Diet 50=3.81",8.45e-08,6.68,"ko04624,map04624"
"LOC126343175","Immune / defense","Tsf1","Transferrins are iron binding transport proteins which bind Fe(3 ) ion in association with the binding of an anion, usually bicarbonate","Transferrin","Diet 50; Diet 33; Diet 83","Diet 50=3.4; Diet 33=2.4; Diet 83=2.05",1.04e-07,3.4,"-"
"LOC126284463","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","-","Diet 50; Diet 83","Diet 50=4.52; Diet 83=3.2",1.24e-07,4.52,"-"
"LOC126268068","Immune / defense","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=2.34; Diet 33=1.3; Diet 83=1.14",1.39e-07,2.34,"-"
"LOC126267343","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","Amidase_2","Diet 50; Diet 83; Diet 33","Diet 50=2.34; Diet 83=1.85; Diet 33=1.45",1.89e-07,2.34,"-"
"LOC126267216","Immune / defense","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 50; Diet 83; Diet 33","Diet 50=4.86; Diet 83=3.67; Diet 33=3.11",2.17e-07,4.86,"-"
"LOC126266759","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=3.18; Diet 33=2.44; Diet 83=2.6",2.86e-07,3.18,"-"
"LOC126335547","Immune / defense","-","Belongs to the serpin family","Serpin","Diet 50; Diet 83; Diet 33","Diet 50=2.67; Diet 83=2.96; Diet 33=2.52",1.1e-06,2.96,"ko05146,map05146"
"LOC126335467","Immune / defense","-","Belongs to the serpin family","-","Diet 50","Diet 50=2.47",2.25e-06,2.47,"-"
"LOC126341434","Immune / defense","-","Transferase activity, transferring phosphorus-containing groups","-","Diet 33; Diet 50; Diet 83","Diet 33=2.12; Diet 50=1.99; Diet 83=1.66",3.72e-06,2.12,"-"
"LOC126266596","Immune / defense","-","Transferase activity, transferring hexosyl groups. It is involved in the biological process described with carbohydrate metabolic process","Glyco_transf_54","Diet 33; Diet 83; Diet 50","Diet 33=-2.34; Diet 83=-2.35; Diet 50=-1.97",4.49e-06,2.35,"ko00510,ko00513,ko01100,map00510,map00513,map01100"
"LOC126365918","Immune / defense","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 50","Diet 50=1.7",8e-06,1.7,"-"
"LOC126272961","Immune / defense","-","Tumour necrosis factor family.","TNF","Diet 33; Diet 83","Diet 33=2.38; Diet 83=1.76",9.21e-06,2.38,"ko04013,ko04214,ko04391,map04013,map04214,map04391"
"LOC126335470","Immune / defense","-","Belongs to the serpin family","-","Diet 50; Diet 33; Diet 83","Diet 50=1.75; Diet 33=1.06; Diet 83=1.05",3.73e-05,1.75,"-"
"LOC126335545","Immune / defense","-","Belongs to the serpin family","Serpin","Diet 83; Diet 50; Diet 33","Diet 83=3.77; Diet 50=3; Diet 33=2.38",5.09e-05,3.77,"ko05146,map05146"
"LOC126323134","Immune / defense","-","Attacin, C-terminal region","Attacin_C","Diet 83; Diet 33","Diet 83=7.99; Diet 33=4.39",0.000125,7.99,"-"
"LOC126336738","Immune / defense","-","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","-","Diet 50; Diet 83; Diet 33","Diet 50=5.26; Diet 83=4.15; Diet 33=3.19",0.000281,5.26,"-"
"LOC126271991","Immune / defense","-","It is involved in the biological process described with","IMD","Diet 83","Diet 83=1.12",0.000624,1.12,"-"
"LOC126335288","Immune / defense","-","polypeptide N-acetylgalactosaminyltransferase","Glyco_transf_7C,Glycos_transf_2,Ricin_B_lectin","Diet 33; Diet 83; Diet 50","Diet 33=1.75; Diet 83=1.91; Diet 50=1.64",0.000757,1.91,"ko00512,ko01100,map00512,map01100"
"LOC126291639","Immune / defense","-","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","-","Diet 50; Diet 83","Diet 50=2.81; Diet 83=2.48",0.000939,2.81,"-"
"LOC126267652","Immune / defense","PGRPLA","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","Amidase_2","Diet 50","Diet 50=2.93",0.00113,2.93,"-"
"LOC126336076","Immune / defense","-","Belongs to the serpin family","-","Diet 50","Diet 50=3.86",0.00188,3.86,"-"
"LOC126298069","Immune / defense","-","carbohydrate binding","Gal_Lectin","Diet 33; Diet 50","Diet 33=-1.3; Diet 50=-1.32",0.00194,1.32,"-"
"LOC126335291","Immune / defense","-","Ricin-type beta-trefoil","Glycos_transf_2,Ricin_B_lectin","Diet 33","Diet 33=1.07",0.00221,1.07,"ko00512,ko01100,map00512,map01100"
"LOC126335472","Immune / defense","-","Belongs to the serpin family","-","Diet 33; Diet 50; Diet 83","Diet 33=2.29; Diet 50=2.23; Diet 83=2.35",0.00294,2.35,"-"
"LOC126267876","Immune / defense","LYSC6","C-Type Lysozyme (multi-lysozyme domain protein)","Lys","Diet 50; Diet 83","Diet 50=2.13; Diet 83=2.11",0.00296,2.13,"ko04970,map04970"
"LOC126272362","Immune / defense","-","C-Type Lysozyme","Lys","Diet 50","Diet 50=1.61",0.00364,1.61,"-"
"LOC126284452","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 50; Diet 33","Diet 50=-1.58; Diet 33=-1.56",0.00546,1.58,"-"
"LOC126285309","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 50","Diet 50=-2.23",0.00705,2.23,"-"
"LOC126324086","Immune / defense","-","Transferase activity, transferring phosphorus-containing groups","-","Diet 33; Diet 50; Diet 83","Diet 33=-2.48; Diet 50=-2.07; Diet 83=-2.19",0.0084,2.48,"-"
"LOC126335544","Immune / defense","-","Belongs to the serpin family","Serpin","Diet 50","Diet 50=1.83",0.0087,1.83,"ko05146,map05146"
"LOC126322960","Immune / defense","-","Lysozyme activity","Destabilase","Diet 50; Diet 33","Diet 50=-1.68; Diet 33=-1.32",0.00942,1.68,"-"
"LOC126284862","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 50","Diet 50=-1.8",0.012,1.8,"-"
"LOC126285310","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 33","Diet 33=-6.01",0.0127,6.01,"-"
"LOC126284858","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 50","Diet 50=-2.89",0.0135,2.89,"-"
"LOC126354265","Immune / defense","-","Transferase activity, transferring glycosyl groups","Fringe","Diet 83; Diet 50; Diet 33","Diet 83=1.19; Diet 50=1.06; Diet 33=1.03",0.0154,1.19,"ko00512,ko01100,map00512,map01100"
"LOC126284462","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","-","Diet 50; Diet 33","Diet 50=1.77; Diet 33=1.73",0.0178,1.77,"-"
"LOC126323183","Immune / defense","-","Attacin, C-terminal region","Attacin_C","Diet 83","Diet 83=4.09",0.0188,4.09,"-"
"LOC126329244","Immune / defense","-","Calcium ion binding","CUB,EGF,EGF_CA,Ephrin_rec_like,F5_F8_type_C,HYR,Laminin_G_3,Ldl_recept_a,Lectin_C,Sushi,hEGF","Diet 50","Diet 50=-1.05",0.0219,1.05,"-"
"LOC126336149","Immune / defense","-","Transferase activity, transferring phosphorus-containing groups","-","Diet 33","Diet 33=-5.31",0.0228,5.31,"-"
"LOC126272566","Immune / defense","-","Di-glucose binding within endoplasmic reticulum","Malectin","Diet 50","Diet 50=-1.07",0.0266,1.07,"-"
"LOC126324213","Immune / defense","-","Transferase activity, transferring phosphorus-containing groups","-","Diet 33","Diet 33=-5.74",0.0275,5.74,"-"
"LOC126284941","Immune / defense","-","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","Lectin_C","Diet 50; Diet 33; Diet 83","Diet 50=1.21; Diet 33=1.14; Diet 83=1.23",0.0301,1.23,"-"
"LOC126284872","Immune / defense","-","Enoylreductase","ADH_zinc_N,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,Thioesterase,ketoacyl-synt","Diet 50","Diet 50=3.58",0.0329,3.58,"ko00061,ko01100,ko01212,ko04152,ko04910,map00061,map01100,map01212,map04152,map04910"
"LOC126298901","Immune / defense","SRPN12","Belongs to the serpin family","Serpin","Diet 83","Diet 83=5.02",0.0338,5.02,"-"
"LOC126273193","Immune / defense","-","carbohydrate binding","Lectin_C","Diet 50","Diet 50=4.15",0.036,4.15,"-"
"LOC126284857","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 33; Diet 83","Diet 33=1.61; Diet 83=1.8",0.0366,1.8,"-"
"LOC126295101","Immune / defense","-","Transferase activity, transferring acyl groups","Carn_acyltransf","Diet 50","Diet 50=1.05",0.0383,1.05,"ko04146,map04146"
"LOC126334779","Immune / defense","-","Defensin anti-microbial peptide","Defensin_2","Diet 50","Diet 50=-2.45",0.0414,2.45,"ko04624,map04624"
"LOC126334780","Immune / defense","-","Knottins","Defensin_2","Diet 50","Diet 50=-2.55",0.0438,2.55,"ko04624,map04624"
"LOC126299332","Storage / lipid transport","-","Lipid transporter activity. It is involved in the biological process described with lipid transport","DUF1081,DUF1943,VWD,Vitellogenin_N","Diet 50; Diet 83; Diet 33","Diet 50=2.11; Diet 83=2.02; Diet 33=1.74",4.41e-08,2.11,"-"
"LOC126336416","Storage / lipid transport","-","Hemocyanin, all-alpha domain","-","Diet 50; Diet 33; Diet 83","Diet 50=2.1; Diet 33=1.76; Diet 83=1.35",3.9e-07,2.1,"-"
"LOC126336415","Storage / lipid transport","-","Hemocyanin, all-alpha domain","-","Diet 83; Diet 50","Diet 83=2.29; Diet 50=2.02",0.000451,2.29,"-"
"LOC126336409","Storage / lipid transport","-","Hemocyanin, all-alpha domain","-","Diet 33","Diet 33=-2.24",0.0181,2.24,"-"
"LOC126299533","Storage / lipid transport","-","nutrient reservoir activity","DUF1943,VWD,Vitellogenin_N","Diet 50","Diet 50=-2.79",0.02,2.79,"-"
