"gene_id","Description","gene_biotype","comparison_type","comparison","numerator_condition","denominator_condition","higher_in","lower_in","signed_direction","log2FoldChange","lfcSE","baseMean","stat","pvalue","padj","GOs","KEGG_ko","KEGG_Pathway","PFAMs"
"LOC126335259","sialin-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 83","Infection response diet 50","Upregulated",22.8245861643278,4.65951529073268,14.5741030451483,4.89848937929738,9.6576257863855e-07,0.00537929756301672,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944","ko:K12301","ko04142,map04142","MFS_1"
"LOC126267114","juvenile hormone acid O-methyltransferase-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 50","Infection response diet 83","Downregulated",-16.3955027401862,3.67272151017706,81.3626307276745,-4.46412903748745,8.03951050433817e-06,0.0298533823394424,"","","",""
"LOC126335006","carboxypeptidase B-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 83","Infection response diet 50","Upregulated",9.59724867701762,2.25453169541548,107.174600770314,4.25687015025486,2.0730867851627e-05,0.0495927895732587,"","","","Peptidase_M14,Propep_M14"
"LOC126337066","MFS-type transporter SLC18B1-like","protein_coding","Diet by infection interaction","Infection response: 83 vs 50","Infection response diet 83","Infection response diet 50","Infection response diet 83","Infection response diet 50","Upregulated",3.98708069130658,0.940141504126159,127.825035188416,4.24093678856619,2.22588822142095e-05,0.0495927895732587,"","","","MFS_1"
"LOC126267114","juvenile hormone acid O-methyltransferase-like","protein_coding","Diet contrasts among control","Control 33 vs 50","Control diet 33","Control diet 50","Control diet 33","Control diet 50","Upregulated",14.6432361627496,2.77775895177515,81.3626307276745,5.27160074613088,1.35239018480836e-07,0.00150656266587651,"","","",""
"LOC126272465","vesicular glutamate transporter 1-like","protein_coding","Diet contrasts among control","Control 33 vs 50","Control diet 33","Control diet 50","Control diet 33","Control diet 50","Upregulated",4.03150465340964,0.856130109591494,50.1835643024968,4.70898594529433,2.48952234759508e-06,0.0138666394761046,"GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0055085","ko:K08193","","MFS_1"
"LOC126278052","phosphoenolpyruvate carboxykinase [GTP]-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",6.90573030420674,0.672687071794998,481.630000029656,10.265888246937,1.0039277510204e-24,1.11837551463672e-20,"","ko:K01596","ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko03320,ko04068,ko04151,ko04152,ko04910,ko04920,ko04922,ko04931,ko04964,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map03320,map04068,map04151,map04152,map04910,map04920,map04922,map04931,map04964","PEPCK_C,PEPCK_N"
"LOC126323151","uncharacterized LOC126323151","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-19.8267086214962,1.99566610414506,20.8400638164115,-9.93488268419023,2.9352125529083e-23,1.63491339196992e-19,"","","","Attacin_C"
"LOC126335259","sialin-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-22.3034164686162,3.2542665858764,14.5741030451483,-6.85359231644192,7.20181388312402e-12,2.67427355526672e-08,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944","ko:K12301","ko04142,map04142","MFS_1"
"LOC126354907","fumarylacetoacetate hydrolase domain-containing protein 2","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.09522824907963,0.322743593119547,69.7120123135158,6.49192824814199,8.47446206726959e-11,2.36013768573458e-07,"","","","FAA_hydrolase"
"LOC126356047","allantoicase-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-7.51573861868973,1.20773500840718,88.2867929868832,-6.22300303160197,4.87727952356915e-10,1.08665787785121e-06,NA,NA,NA,NA
"LOC126272465","vesicular glutamate transporter 1-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-5.88440893964521,0.955877290748633,50.1835643024968,-6.15602964585193,7.45912664939857e-10,1.38491118123833e-06,"GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0051179,GO:0051234,GO:0055085","ko:K08193","","MFS_1"
"LOC126352958","ornithine aminotransferase%2C mitochondrial","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",3.3031178516406,0.541440690529122,40.8447895601406,6.10060881906131,1.0566521630548e-09,1.68158644234721e-06,"GO:0003674,GO:0003824,GO:0004587,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006520,GO:0006591,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0009987,GO:0016740,GO:0016769,GO:0019752,GO:0019842,GO:0030170,GO:0031974,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0048037,GO:0050662,GO:0070013,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901605","ko:K00819","ko00330,ko01100,ko01110,ko01130,map00330,map01100,map01110,map01130","Aminotran_3"
"LOC126272511","uricase","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",3.52520128258112,0.591020134771796,238.63101464787,5.96460437670583,2.45227471971122e-09,3.41479254719787e-06,"GO:0000255,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009636,GO:0009987,GO:0010033,GO:0017144,GO:0018130,GO:0019428,GO:0034641,GO:0042221,GO:0042493,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045471,GO:0046483,GO:0046677,GO:0050896,GO:0071704,GO:0097305,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901700","ko:K00365","ko00230,ko00232,ko01100,ko01120,map00230,map00232,map01100,map01120","Uricase"
"LOC126284988","uncharacterized LOC126284988","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-1.26221018388141,0.221884730478316,808.415740929872,-5.6885851548255,1.28096231610694e-08,1.58554668904792e-05,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006541,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0015930,GO:0016053,GO:0016491,GO:0016638,GO:0019676,GO:0019740,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","ko:K00264","ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230","Fer4_20,GATase_2,GXGXG,Glu_syn_central,Glu_synthase,Pyr_redox_2"
"LOC126295405","D-3-phosphoglycerate dehydrogenase","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.56258218101752,0.460537724021333,2465.24599343939,5.56432632410981,2.63167077597265e-08,2.93168124443354e-05,"","ko:K00058","ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230","2-Hacid_dh,2-Hacid_dh_C"
"LOC126268018","uncharacterized transporter slc-17.2-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.66285621157655,0.508810205944381,37.4977392815836,5.2334960668372,1.66333547633224e-07,0.000168450520057646,"","ko:K12301","ko04142,map04142","MFS_1"
"LOC126337066","MFS-type transporter SLC18B1-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-3.37547977602364,0.659491498667393,127.825035188416,-5.11830673002507,3.08290934148705e-07,0.000286196750534715,"","","","MFS_1"
"LOC126354610","trifunctional purine biosynthetic protein adenosine-3","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.19304695204927,0.443054816673657,458.075672471345,4.9498320964302,7.42775332256229e-07,0.000603365613007829,"","ko:K11787","ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523","AIRS,AIRS_C,Formyl_trans_N,GARS_A,GARS_C,GARS_N"
"LOC126278953","xanthine dehydrogenase","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.63143391109172,0.330553551176351,676.801856976825,4.93546024626234,7.99619674461421e-07,0.000603365613007829,"GO:0000166,GO:0003674,GO:0003824,GO:0004854,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006144,GO:0006145,GO:0006206,GO:0006520,GO:0006525,GO:0006568,GO:0006576,GO:0006586,GO:0006629,GO:0006644,GO:0006650,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0009056,GO:0009064,GO:0009072,GO:0009112,GO:0009115,GO:0009308,GO:0009636,GO:0009987,GO:0010033,GO:0010259,GO:0016491,GO:0016725,GO:0016726,GO:0016903,GO:0019439,GO:0019637,GO:0019752,GO:0032501,GO:0032502,GO:0034641,GO:0036094,GO:0042221,GO:0042430,GO:0042493,GO:0043167,GO:0043168,GO:0043436,GO:0043473,GO:0043546,GO:0044106,GO:0044237,GO:0044238,GO:0044248,GO:0044255,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045471,GO:0046110,GO:0046113,GO:0046483,GO:0046486,GO:0046677,GO:0046700,GO:0048037,GO:0048066,GO:0048069,GO:0048072,GO:0048856,GO:0050660,GO:0050662,GO:0050896,GO:0051536,GO:0051537,GO:0051540,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072523,GO:0072527,GO:0097159,GO:0097305,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901700","ko:K00106","ko00230,ko00232,ko00983,ko01100,ko01110,ko01120,ko04146,map00230,map00232,map00983,map01100,map01110,map01120,map04146","Ald_Xan_dh_C,Ald_Xan_dh_C2,CO_deh_flav_C,FAD_binding_5,Fer2,Fer2_2"
"LOC126349907","phosphoserine phosphatase","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.51131151160765,0.306407548502528,81.9315162808634,4.93235730971288,8.12431256294204e-07,0.000603365613007829,"GO:0000003,GO:0000287,GO:0000902,GO:0000904,GO:0003674,GO:0003824,GO:0004647,GO:0005488,GO:0005509,GO:0006082,GO:0006520,GO:0006563,GO:0006564,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0006935,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007422,GO:0007610,GO:0007617,GO:0007618,GO:0007619,GO:0008049,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009605,GO:0009636,GO:0009653,GO:0009987,GO:0010033,GO:0016043,GO:0016053,GO:0016311,GO:0016545,GO:0016787,GO:0016788,GO:0016791,GO:0019098,GO:0019752,GO:0019953,GO:0022008,GO:0022414,GO:0030030,GO:0030154,GO:0030182,GO:0030534,GO:0031175,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0040011,GO:0042221,GO:0042330,GO:0042493,GO:0042578,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044703,GO:0045433,GO:0045471,GO:0046394,GO:0046677,GO:0046872,GO:0048065,GO:0048149,GO:0048468,GO:0048609,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050896,GO:0051704,GO:0060179,GO:0061564,GO:0071704,GO:0071840,GO:0097305,GO:0097485,GO:0120036,GO:0120039,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901700","ko:K01079","ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230","HAD,Hydrolase"
"LOC126354813","purine nucleoside phosphorylase-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.48113208314274,0.514025943937438,1529.10934818468,4.82686158627962,1.38701448836392e-06,0.00096570883752338,"","ko:K03783","ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110","PNP_UDP_1"
"LOC126281265","phosphoribosylformylglycinamidine synthase","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.54479630154197,0.326329294297938,857.618394663011,4.73385726790307,2.20292669317583e-06,0.00144356490364581,"GO:0003674,GO:0003824,GO:0004642,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009987,GO:0016874,GO:0016879,GO:0016884,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","ko:K01952","ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130","AIRS,AIRS_C,GATase_5"
"LOC126336534","proline-rich protein HaeIII subfamily 1-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-4.49178638315619,0.951597253434244,321.352352720761,-4.7202599281846,2.35543457875847e-06,0.0014577522892983,NA,NA,NA,NA
"LOC126269845","protein henna","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.88138289016857,0.403655709154551,184.055813618635,4.66086035079025,3.14890329594632e-06,0.0017539391358421,"GO:0003008,GO:0003674,GO:0003824,GO:0004497,GO:0004505,GO:0006082,GO:0006520,GO:0006558,GO:0006559,GO:0006725,GO:0006726,GO:0006807,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009987,GO:0016054,GO:0016491,GO:0016705,GO:0016714,GO:0017144,GO:0019439,GO:0019752,GO:0032501,GO:0042440,GO:0042441,GO:0042737,GO:0043324,GO:0043436,GO:0043473,GO:0043474,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046148,GO:0046395,GO:0048066,GO:0048069,GO:0050877,GO:0050890,GO:0055114,GO:0071704,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902221,GO:1902222","ko:K00500","ko00360,ko00400,ko00790,ko01100,ko01230,map00360,map00400,map00790,map01100,map01230","ACT,Biopterin_H"
"LOC126282167","patatin-like phospholipase domain-containing protein 2","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.40187488896491,0.52380516685747,278.626077421492,4.58543565611385,4.53040782426925e-06,0.00240327348392188,"","ko:K16765,ko:K16816","ko00561,ko01100,ko04714,ko04923,map00561,map01100,map04714,map04923","Patatin"
"LOC126351672","lipoyltransferase 1%2C mitochondrial-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-1.85024243370798,0.408073140746255,2665.84426749028,-4.53409511423465,5.78509574690849e-06,0.00292936211911639,"GO:0003674,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009249,GO:0009987,GO:0010467,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016779,GO:0016874,GO:0016879,GO:0016979,GO:0017118,GO:0018065,GO:0018193,GO:0018205,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0051604,GO:0071704,GO:0140096,GO:1901564","ko:K10105","ko00785,ko01100,map00785,map01100","BPL_LplA_LipB"
"LOC126272354","uncharacterized LOC126272354","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-1.8876953208561,0.426157108086916,60.5951225471823,-4.42957605313743,9.4418512461806e-06,0.00457314012532399,"","","","Phosphonate-bd"
"LOC126336866","NADP-dependent malic enzyme-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-1.94711090710218,0.445706674398581,617.174805214941,-4.36859266182078,1.25049758170689e-05,0.00557221722408589,"GO:0003674,GO:0003824,GO:0004470,GO:0004473,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005829,GO:0006082,GO:0006090,GO:0006108,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0009987,GO:0010259,GO:0010941,GO:0016491,GO:0016614,GO:0016615,GO:0016616,GO:0019752,GO:0030431,GO:0032501,GO:0032502,GO:0032787,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043648,GO:0044237,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0048856,GO:0050789,GO:0050794,GO:0055114,GO:0065007,GO:0071704","ko:K00029","ko00620,ko00710,ko01100,ko01120,ko01200,map00620,map00710,map01100,map01120,map01200","Malic_M,malic"
"LOC126267355","neuroparsin-A","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-2.29006870031541,0.53615823264473,633.352400370232,-4.2712553139753,1.94375719071205e-05,0.00832825196328164,"","","","Neuroparsin"
"LOC126336538","proline-rich protein 2-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-3.64186888612639,0.856304828337405,6834.57239070472,-4.25300519815755,2.10920678559869e-05,0.00854627393200963,NA,NA,NA,NA
"LOC126336533","proline-rich protein 2-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-3.35678254179881,0.790032722386884,5590.99144196799,-4.24891583181155,2.14807603318016e-05,0.00854627393200963,NA,NA,NA,NA
"LOC126365810","alpha-tocopherol transfer protein-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.3203775654495,0.548591455461967,19.3208252361546,4.22970052184921,2.34002617140436e-05,0.00898892812049811,"","","",""
"LOC126298067","chloride channel protein 2","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.20196346724159,0.291293536508381,65.7253411123739,4.12629638696775,3.68652099319597e-05,0.0136892812880677,"GO:0003008,GO:0003014,GO:0003091,GO:0003097,GO:0003674,GO:0005215,GO:0005216,GO:0005244,GO:0005247,GO:0005253,GO:0005254,GO:0005575,GO:0005622,GO:0005623,GO:0005856,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0006833,GO:0008150,GO:0008308,GO:0008509,GO:0009925,GO:0015075,GO:0015103,GO:0015108,GO:0015267,GO:0015318,GO:0015629,GO:0015698,GO:0016020,GO:0016021,GO:0016323,GO:0016324,GO:0022803,GO:0022832,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0030104,GO:0030321,GO:0031224,GO:0031226,GO:0032501,GO:0034220,GO:0035377,GO:0042044,GO:0042045,GO:0042592,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045177,GO:0045178,GO:0048871,GO:0048878,GO:0050878,GO:0050891,GO:0051179,GO:0051234,GO:0055085,GO:0065007,GO:0065008,GO:0070633,GO:0071944,GO:0098590,GO:0098656,GO:0098660,GO:0098661,GO:1902476","ko:K05011","ko04978,map04978","Voltage_CLC"
"LOC126298156","histone-lysine N-methyltransferase 2D-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",4.2390725528017,1.0409018939114,5.99853186940569,4.07249960596431,4.65112788966141e-05,0.0161917389658838,"","ko:K14972,ko:K16882","ko04911,map04911","PDZ"
"LOC126334600","mitochondrial glycine transporter-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.08094748553282,0.510304243082984,85.1433982364688,4.07785652135842,4.54528000940906e-05,0.0161917389658838,"","ko:K15118","","Mito_carr"
"LOC126336910","protein charybde-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.85261883671153,0.703150821002115,15.3723483144437,4.05690891841104,4.97264627352932e-05,0.0167864483294293,"","","","RTP801_C"
