"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","foreground_set","ontology"
"GO:0098656","monoatomic anion transmembrane transport","37/633","117/5278",0.316239316239316,2.63682639985958,6.60893020284363,1.05634803565924e-08,2.8110594948932e-06,2.8110594948932e-06,"LOC126356065/LOC126354478/LOC126354582/LOC126284897/LOC126298679/LOC126298067/LOC126336688/LOC126355940/LOC126269368/LOC126336682/LOC126299447/LOC126324835/LOC126267409/LOC126354753/LOC126272718/LOC126282005/LOC126278232/LOC126336638/LOC126272884/LOC126353927/LOC126299195/LOC126354562/LOC126355684/LOC126356631/LOC126279835/LOC126337983/LOC126366011/LOC126281351/LOC126278890/LOC126285413/LOC126354788/LOC126269352/LOC126355939/LOC126353931/LOC126268194/LOC126356039/LOC126363354",37,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0005886","plasma membrane","118/633","614/5278",0.192182410423453,1.60243090397312,5.86158004685222,2.31160741641932e-08,5.82768396034135e-06,5.82768396034135e-06,"LOC126335605/LOC126267215/LOC126356065/LOC126278393/LOC126354186/LOC126354017/LOC126279309/LOC126267869/LOC126284182/LOC126284897/LOC126267315/LOC126298679/LOC126298067/LOC126336931/LOC126336688/LOC126325327/LOC126267061/LOC126299506/LOC126334930/LOC126355933/LOC126299155/LOC126299332/LOC126272263/LOC126354018/LOC126282270/LOC126344570/LOC126299447/LOC126334955/LOC126324336/LOC126278032/LOC126336648/LOC126281330/LOC126266832/LOC126282035/LOC126271496/LOC126293557/LOC126267652/LOC126298824/LOC126281662/LOC126362173/LOC126282005/LOC126336300/LOC126298058/LOC126336375/LOC126336638/LOC126268164/LOC126335259/LOC126267216/LOC126272253/LOC126353927/LOC126334511/LOC126278382/LOC126278199/LOC126282259/LOC126278467/LOC126336454/LOC126335539/LOC126355684/LOC126267217/LOC126285391/LOC126334835/LOC126273193/LOC126266590/LOC126356631/LOC126279835/LOC126354870/LOC126272458/LOC126366011/LOC126281483/LOC126329244/LOC126278946/LOC126297555/LOC126281351/LOC126345497/LOC126267038/LOC126354218/LOC126279052/LOC126278061/LOC126267806/LOC126266672/LOC126271434/LOC126293695/LOC126357744/LOC126272310/LOC126285413/LOC126299550/LOC126354602/LOC126361237/LOC126354260/LOC126353931/LOC126357156/LOC126354818/LOC126267163/LOC126356039/LOC126268068/LOC126281204/LOC126365980/LOC126277871/LOC126354780/LOC126336038/LOC126356271/LOC126354146/LOC126278191/LOC126336041/LOC126355051/LOC126292020/LOC126266677/LOC126363354/LOC126356304/LOC126267060/LOC126356154/LOC126334943/LOC126267343/LOC126355391/LOC126322591/LOC126365918/LOC126337022/LOC126365747",118,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Cellular component"
"GO:0015711","organic anion transport","34/633","106/5278",0.320754716981132,2.67447613937822,6.4284338733734,2.84383639540763e-08,6.81098816700128e-06,6.81098816700128e-06,"LOC126356065/LOC126354478/LOC126354582/LOC126284897/LOC126273067/LOC126298679/LOC126336688/LOC126355940/LOC126336682/LOC126299447/LOC126324835/LOC126267409/LOC126354753/LOC126272718/LOC126282005/LOC126278232/LOC126336638/LOC126272884/LOC126353927/LOC126299195/LOC126354562/LOC126355684/LOC126356631/LOC126279835/LOC126337983/LOC126281351/LOC126278890/LOC126285413/LOC126354788/LOC126355939/LOC126353931/LOC126268194/LOC126356039/LOC126363354",34,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0006811","monoatomic ion transport","69/633","303/5278",0.227722772277228,1.89876902382181,5.94806095731292,4.10250124662561e-08,9.35760998635079e-06,9.35760998635079e-06,"LOC126356065/LOC126354186/LOC126279309/LOC126354478/LOC126354582/LOC126284897/LOC126273067/LOC126355846/LOC126298679/LOC126298067/LOC126336931/LOC126336688/LOC126325327/LOC126355940/LOC126355303/LOC126269368/LOC126336682/LOC126299447/LOC126334955/LOC126324835/LOC126324336/LOC126267409/LOC126272139/LOC126354753/LOC126272718/LOC126282005/LOC126298058/LOC126336375/LOC126278232/LOC126336638/LOC126272884/LOC126335259/LOC126279690/LOC126353927/LOC126299195/LOC126282259/LOC126278467/LOC126354562/LOC126335539/LOC126355684/LOC126272767/LOC126334835/LOC126266590/LOC126356631/LOC126279835/LOC126337983/LOC126366011/LOC126356316/LOC126297555/LOC126358740/LOC126281351/LOC126278890/LOC126267806/LOC126285413/LOC126272465/LOC126354788/LOC126269352/LOC126355939/LOC126353931/LOC126268194/LOC126356039/LOC126354780/LOC126365875/LOC126336038/LOC126292020/LOC126363354/LOC126334943/LOC126355391/LOC126322591",69,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0006027","glycosaminoglycan catabolic process","9/633","10/5278",0.9,7.5042654028436,7.59937566613139,4.36129156297574e-08,9.49572117575173e-06,9.49572117575173e-06,"LOC126267215/LOC126267061/LOC126267652/LOC126285462/LOC126267216/LOC126267217/LOC126268068/LOC126267343/LOC126365918",9,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0055085","transmembrane transport","76/633","347/5278",0.219020172910663,1.82620611788701,5.87743974643153,4.6982078126258e-08,9.78452844455548e-06,9.78452844455548e-06,"LOC126356065/LOC126354186/LOC126354017/LOC126279309/LOC126354478/LOC126354582/LOC126284897/LOC126355846/LOC126298679/LOC126298067/LOC126336688/LOC126325327/LOC126355940/LOC126336928/LOC126355303/LOC126269368/LOC126336682/LOC126354018/LOC126299447/LOC126334955/LOC126324835/LOC126324336/LOC126267409/LOC126272139/LOC126354753/LOC126298824/LOC126272718/LOC126282005/LOC126298058/LOC126336375/LOC126278232/LOC126336638/LOC126272884/LOC126335259/LOC126353927/LOC126354570/LOC126299195/LOC126282259/LOC126278467/LOC126354562/LOC126335539/LOC126355684/LOC126272767/LOC126334835/LOC126266590/LOC126356631/LOC126279835/LOC126337983/LOC126366011/LOC126278946/LOC126356316/LOC126297555/LOC126358740/LOC126281351/LOC126278890/LOC126267806/LOC126357744/LOC126285413/LOC126272465/LOC126354788/LOC126299550/LOC126269352/LOC126355939/LOC126353931/LOC126268194/LOC126356039/LOC126277871/LOC126354780/LOC126365875/LOC126336038/LOC126278191/LOC126292020/LOC126363354/LOC126356304/LOC126334943/LOC126355391",76,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0005539","glycosaminoglycan binding","13/633","21/5278",0.619047619047619,5.16166403370195,7.05359011230536,7.68448568682453e-08,1.47234745759558e-05,1.47234745759558e-05,"LOC126267215/LOC126267061/LOC126267652/LOC126285462/LOC126267216/LOC126267217/LOC126272081/LOC126281165/LOC126267163/LOC126268068/LOC126278442/LOC126267343/LOC126365918",13,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Molecular function"
"GO:0009617","response to bacterium","28/633","81/5278",0.345679012345679,2.88229672537203,6.30168630873774,8.13857356786315e-08,1.49937566884863e-05,1.49937566884863e-05,"LOC126267215/LOC126297857/LOC126271975/LOC126267061/LOC126335036/LOC126267876/LOC126282030/LOC126273010/LOC126334779/LOC126293181/LOC126336373/LOC126267652/LOC126285462/LOC126267216/LOC126267217/LOC126352738/LOC126272361/LOC126293178/LOC126272362/LOC126267038/LOC126298648/LOC126278673/LOC126267163/LOC126268068/LOC126322960/LOC126334929/LOC126267343/LOC126365918",28,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0008509","monoatomic anion transmembrane transporter activity","34/633","111/5278",0.306306306306306,2.55400424120803,6.10797149078701,1.0222864496718e-07,1.81361188663997e-05,1.81361188663997e-05,"LOC126356065/LOC126354582/LOC126284897/LOC126298679/LOC126298067/LOC126336688/LOC126355940/LOC126269368/LOC126336682/LOC126299447/LOC126324835/LOC126267409/LOC126354753/LOC126272718/LOC126282005/LOC126336638/LOC126272884/LOC126353927/LOC126299195/LOC126354562/LOC126355684/LOC126356631/LOC126279835/LOC126366011/LOC126281351/LOC126278890/LOC126285413/LOC126354788/LOC126269352/LOC126355939/LOC126353931/LOC126268194/LOC126356039/LOC126363354",34,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Molecular function"
"GO:0006026","aminoglycan catabolic process","13/633","22/5278",0.590909090909091,4.92704294126095,6.81321125648147,1.67383061906106e-07,2.86344595189375e-05,2.86344595189375e-05,"LOC126346606/LOC126267215/LOC126267061/LOC126346622/LOC126267652/LOC126285462/LOC126267216/LOC126267217/LOC126346580/LOC126278279/LOC126268068/LOC126267343/LOC126365918",13,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0044281","small molecule metabolic process","91/633","457/5278",0.199124726477024,1.6603164397247,5.45185362572147,2.40155758785887e-07,3.9285613388717e-05,3.9285613388717e-05,"LOC126349195/LOC126335001/LOC126278180/LOC126277907/LOC126298530/LOC126323251/LOC126267222/LOC126281672/LOC126281954/LOC126335966/LOC126285283/LOC126281265/LOC126347864/LOC126365911/LOC126291591/LOC126297871/LOC126349907/LOC126295101/LOC126297821/LOC126336122/LOC126267953/LOC126335256/LOC126336714/LOC126293404/LOC126299078/LOC126325353/LOC126278953/LOC126347783/LOC126266959/LOC126267350/LOC126336866/LOC126336656/LOC126295146/LOC126277880/LOC126278002/LOC126297494/LOC126298220/LOC126268164/LOC126299253/LOC126270657/LOC126356204/LOC126281994/LOC126299150/LOC126355885/LOC126299185/LOC126324953/LOC126334613/LOC126284662/LOC126334596/LOC126335505/LOC126354225/LOC126352958/LOC126276148/LOC126333165/LOC126269845/LOC126365957/LOC126281861/LOC126339036/LOC126272037/LOC126282517/LOC126271955/LOC126281958/LOC126279122/LOC126353854/LOC126353887/LOC126336251/LOC126299043/LOC126292317/LOC126284988/LOC126357156/LOC126299549/LOC126267535/LOC126298865/LOC126335154/LOC126292259/LOC126355485/LOC126336244/LOC126293368/LOC126335352/LOC126354995/LOC126298001/LOC126305900/LOC126284002/LOC126365930/LOC126281245/LOC126320178/LOC126284573/LOC126266657/LOC126266748/LOC126281446/LOC126354620",91,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0005215","transporter activity","78/633","373/5278",0.20911528150134,1.74361841352934,5.49904898358722,2.46047683019104e-07,3.9285613388717e-05,3.9285613388717e-05,"LOC126356065/LOC126354186/LOC126354017/LOC126279309/LOC126354478/LOC126354582/LOC126284897/LOC126273067/LOC126355846/LOC126298679/LOC126298067/LOC126336688/LOC126325327/LOC126355940/LOC126336928/LOC126355303/LOC126269368/LOC126336682/LOC126299332/LOC126354018/LOC126299447/LOC126334955/LOC126324835/LOC126324336/LOC126267409/LOC126272139/LOC126354753/LOC126272718/LOC126282005/LOC126298058/LOC126336375/LOC126278232/LOC126336638/LOC126272884/LOC126335259/LOC126353927/LOC126354570/LOC126299195/LOC126282259/LOC126278467/LOC126354562/LOC126335539/LOC126355684/LOC126272767/LOC126334835/LOC126266590/LOC126356631/LOC126279835/LOC126366011/LOC126278946/LOC126356316/LOC126297555/LOC126358740/LOC126281351/LOC126278890/LOC126267806/LOC126356321/LOC126357744/LOC126320757/LOC126285413/LOC126272465/LOC126354788/LOC126299550/LOC126269352/LOC126355939/LOC126353931/LOC126268194/LOC126356039/LOC126277871/LOC126354780/LOC126365875/LOC126336038/LOC126278191/LOC126292020/LOC126363354/LOC126356304/LOC126334943/LOC126355391",78,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Molecular function"
"GO:0071944","cell periphery","127/633","705/5278",0.180141843971631,1.50203578591196,5.28604889779821,3.23883430592905e-07,4.4094888008621e-05,4.40948880086211e-05,"LOC126335605/LOC126267215/LOC126356065/LOC126278393/LOC126354186/LOC126354017/LOC126279309/LOC126267869/LOC126284182/LOC126284897/LOC126267315/LOC126298679/LOC126298067/LOC126336931/LOC126336688/LOC126325327/LOC126267061/LOC126293326/LOC126299506/LOC126334930/LOC126355933/LOC126299155/LOC126299332/LOC126272263/LOC126354018/LOC126278176/LOC126282270/LOC126344570/LOC126299447/LOC126334955/LOC126324336/LOC126278032/LOC126336648/LOC126281330/LOC126266832/LOC126282035/LOC126271496/LOC126293557/LOC126355430/LOC126267652/LOC126298824/LOC126281662/LOC126362173/LOC126282005/LOC126336300/LOC126298058/LOC126336375/LOC126336638/LOC126268164/LOC126335259/LOC126267216/LOC126272253/LOC126353927/LOC126334511/LOC126278382/LOC126278199/LOC126282259/LOC126278467/LOC126336454/LOC126335539/LOC126355684/LOC126298649/LOC126320451/LOC126267217/LOC126285391/LOC126334835/LOC126273193/LOC126266590/LOC126356631/LOC126279835/LOC126354870/LOC126272458/LOC126366011/LOC126281483/LOC126329244/LOC126278946/LOC126297555/LOC126281351/LOC126345497/LOC126334907/LOC126267038/LOC126354218/LOC126279052/LOC126278061/LOC126267806/LOC126271949/LOC126266672/LOC126271434/LOC126293695/LOC126357744/LOC126272310/LOC126285413/LOC126267997/LOC126299550/LOC126354602/LOC126361237/LOC126354260/LOC126353931/LOC126357156/LOC126354818/LOC126267163/LOC126356039/LOC126268068/LOC126281204/LOC126365980/LOC126277871/LOC126354780/LOC126336038/LOC126356271/LOC126354146/LOC126278191/LOC126336041/LOC126355051/LOC126292020/LOC126266677/LOC126363354/LOC126356304/LOC126267060/LOC126336809/LOC126356154/LOC126334943/LOC126267343/LOC126355391/LOC126322591/LOC126365918/LOC126337022/LOC126365747",127,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Cellular component"
"GO:0004866","endopeptidase inhibitor activity","8/633","9/5278",0.888888888888889,7.41162015095664,7.1060373120747,3.31402081066881e-07,4.4094888008621e-05,4.40948880086211e-05,"LOC126335547/LOC126335546/LOC126278346/LOC126335545/LOC126281178/LOC126354914/LOC126282193/LOC126335544",8,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Molecular function"
"GO:0010466","negative regulation of peptidase activity","8/633","9/5278",0.888888888888889,7.41162015095664,7.1060373120747,3.31402081066881e-07,4.4094888008621e-05,4.40948880086211e-05,"LOC126335547/LOC126335546/LOC126278346/LOC126335545/LOC126281178/LOC126354914/LOC126282193/LOC126335544",8,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0010951","negative regulation of endopeptidase activity","8/633","9/5278",0.888888888888889,7.41162015095664,7.1060373120747,3.31402081066881e-07,4.4094888008621e-05,4.40948880086211e-05,"LOC126335547/LOC126335546/LOC126278346/LOC126335545/LOC126281178/LOC126354914/LOC126282193/LOC126335544",8,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0030414","peptidase inhibitor activity","8/633","9/5278",0.888888888888889,7.41162015095664,7.1060373120747,3.31402081066881e-07,4.4094888008621e-05,4.40948880086211e-05,"LOC126335547/LOC126335546/LOC126278346/LOC126335545/LOC126281178/LOC126354914/LOC126282193/LOC126335544",8,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Molecular function"
"GO:0004497","monooxygenase activity","11/633","17/5278",0.647058823529412,5.3952234922405,6.69998477921039,4.26031141754041e-07,5.51537613243745e-05,5.51537613243745e-05,"LOC126266828/LOC126270657/LOC126299150/LOC126339265/LOC126266827/LOC126333165/LOC126269845/LOC126305900/LOC126272888/LOC126320178/LOC126365745",11,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Molecular function"
"GO:0030203","glycosaminoglycan metabolic process","14/633","27/5278",0.518518518518518,4.32344508805804,6.390751393054,4.98101066921115e-07,6.2786950277688e-05,6.2786950277688e-05,"LOC126267215/LOC126335001/LOC126335966/LOC126267061/LOC126284041/LOC126267652/LOC126285462/LOC126267216/LOC126281994/LOC126267217/LOC126268068/LOC126266657/LOC126267343/LOC126365918",14,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:1901605","alpha-amino acid metabolic process","21/633","57/5278",0.368421052631579,3.07192150993598,5.80545714194106,1.04781471607038e-06,0.000122415426584808,0.000122415426584808,"LOC126281672/LOC126349907/LOC126335256/LOC126336714/LOC126293404/LOC126325353/LOC126278953/LOC126267350/LOC126356204/LOC126334613/LOC126352958/LOC126276148/LOC126269845/LOC126272037/LOC126282517/LOC126271955/LOC126299043/LOC126284988/LOC126267535/LOC126293368/LOC126266748",21,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0006082","organic acid metabolic process","53/633","233/5278",0.227467811158798,1.89664313948837,5.16736986372565,1.76960373456947e-06,0.000197125625315994,0.000197125625315994,"LOC126349195/LOC126335001/LOC126298530/LOC126323251/LOC126267222/LOC126281672/LOC126335966/LOC126347864/LOC126297871/LOC126349907/LOC126295101/LOC126336122/LOC126267953/LOC126335256/LOC126336714/LOC126293404/LOC126325353/LOC126278953/LOC126347783/LOC126267350/LOC126336866/LOC126278002/LOC126298220/LOC126356204/LOC126281994/LOC126334613/LOC126334596/LOC126335505/LOC126352958/LOC126276148/LOC126269845/LOC126365957/LOC126281861/LOC126339036/LOC126272037/LOC126282517/LOC126271955/LOC126336251/LOC126299043/LOC126284988/LOC126267535/LOC126355485/LOC126336244/LOC126293368/LOC126335352/LOC126354995/LOC126298001/LOC126284002/LOC126365930/LOC126281245/LOC126266657/LOC126266748/LOC126281446",53,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0043436","oxoacid metabolic process","53/633","233/5278",0.227467811158798,1.89664313948837,5.16736986372565,1.76960373456947e-06,0.000197125625315994,0.000197125625315994,"LOC126349195/LOC126335001/LOC126298530/LOC126323251/LOC126267222/LOC126281672/LOC126335966/LOC126347864/LOC126297871/LOC126349907/LOC126295101/LOC126336122/LOC126267953/LOC126335256/LOC126336714/LOC126293404/LOC126325353/LOC126278953/LOC126347783/LOC126267350/LOC126336866/LOC126278002/LOC126298220/LOC126356204/LOC126281994/LOC126334613/LOC126334596/LOC126335505/LOC126352958/LOC126276148/LOC126269845/LOC126365957/LOC126281861/LOC126339036/LOC126272037/LOC126282517/LOC126271955/LOC126336251/LOC126299043/LOC126284988/LOC126267535/LOC126355485/LOC126336244/LOC126293368/LOC126335352/LOC126354995/LOC126298001/LOC126284002/LOC126365930/LOC126281245/LOC126266657/LOC126266748/LOC126281446",53,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Biological process"
"GO:0015075","monoatomic ion transmembrane transporter activity","53/633","234/5278",0.226495726495726,1.88853782692645,5.1321442428334,2.03322986609894e-06,0.00022134479678668,0.00022134479678668,"LOC126356065/LOC126354186/LOC126279309/LOC126354582/LOC126284897/LOC126355846/LOC126298679/LOC126298067/LOC126336688/LOC126355940/LOC126355303/LOC126269368/LOC126336682/LOC126299447/LOC126324835/LOC126324336/LOC126267409/LOC126272139/LOC126354753/LOC126272718/LOC126282005/LOC126298058/LOC126336638/LOC126272884/LOC126353927/LOC126299195/LOC126282259/LOC126354562/LOC126335539/LOC126355684/LOC126272767/LOC126266590/LOC126356631/LOC126279835/LOC126366011/LOC126356316/LOC126297555/LOC126358740/LOC126281351/LOC126278890/LOC126267806/LOC126285413/LOC126354788/LOC126269352/LOC126355939/LOC126353931/LOC126268194/LOC126356039/LOC126365875/LOC126336038/LOC126292020/LOC126363354/LOC126334943",53,"GO","Expressed rRNA-filtered main-chromosome genes",633,5278,"All main-chromosome DEGs","Molecular function"
