"gene_id","Diet 33","Diet 50","Diet 83","intersection"
"LOC126267214",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267215",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267216",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267217",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267222",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267226",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267234",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267237",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267242",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267247",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267253",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267259",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267263",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267265",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267280",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267290",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267295",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267313",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267315",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267322",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267327",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267332",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267333",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267343",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267350",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267351",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267391",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267393",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267400",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267422",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267423",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267432",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267438",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267439",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267442",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267449",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267452",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267456",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267460",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267462",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267464",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267471",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267473",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267477",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267485",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267487",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267503",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267514",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267526",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267535",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267545",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267557",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267568",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267571",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267575",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267581",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267583",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267614",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267627",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267629",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267652",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267676",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267677",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267685",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267711",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267743",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267755",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267772",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267773",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267788",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267806",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267829",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267844",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267861",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267870",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267876",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267884",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267894",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267912",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267916",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267932",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267934",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267939",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267953",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126267970",TRUE,FALSE,FALSE,"Diet 33"
"LOC126267971",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267973",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267978",FALSE,TRUE,FALSE,"Diet 50"
"LOC126267980",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126267981",FALSE,FALSE,TRUE,"Diet 83"
"LOC126267982",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267984",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126267997",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268011",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268014",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268015",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268019",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268023",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268028",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268038",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126268068",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268069",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268085",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268088",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268091",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268093",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268096",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268099",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268114",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268125",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268126",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268128",TRUE,FALSE,FALSE,"Diet 33"
"LOC126268131",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268132",TRUE,FALSE,FALSE,"Diet 33"
"LOC126268133",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268138",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268148",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268155",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268164",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268174",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268175",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268182",TRUE,FALSE,FALSE,"Diet 33"
"LOC126268198",TRUE,FALSE,FALSE,"Diet 33"
"LOC126268199",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268200",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126268205",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268218",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126268219",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268236",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268239",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268318",FALSE,TRUE,FALSE,"Diet 50"
"LOC126268397",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126268518",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126268660",FALSE,FALSE,TRUE,"Diet 83"
"LOC126268712",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126268728",FALSE,FALSE,TRUE,"Diet 83"
"LOC126269255",FALSE,FALSE,TRUE,"Diet 83"
"LOC126269352",FALSE,TRUE,FALSE,"Diet 50"
"LOC126269384",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126269400",FALSE,FALSE,TRUE,"Diet 83"
"LOC126269416",FALSE,TRUE,FALSE,"Diet 50"
"LOC126269432",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126269609",FALSE,TRUE,FALSE,"Diet 50"
"LOC126269996",FALSE,TRUE,FALSE,"Diet 50"
"LOC126270012",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126270294",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126270553",FALSE,TRUE,FALSE,"Diet 50"
"LOC126270657",FALSE,TRUE,FALSE,"Diet 50"
"LOC126270956",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271206",TRUE,FALSE,FALSE,"Diet 33"
"LOC126271270",FALSE,FALSE,TRUE,"Diet 83"
"LOC126271434",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271480",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271496",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271532",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271618",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271634",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271650",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271709",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126271849",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126271850",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126271869",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271871",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271872",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271883",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271895",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126271905",TRUE,FALSE,FALSE,"Diet 33"
"LOC126271907",TRUE,FALSE,FALSE,"Diet 33"
"LOC126271913",FALSE,FALSE,TRUE,"Diet 83"
"LOC126271919",TRUE,FALSE,FALSE,"Diet 33"
"LOC126271923",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271928",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271934",FALSE,FALSE,TRUE,"Diet 83"
"LOC126271944",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271945",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271949",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126271954",FALSE,TRUE,FALSE,"Diet 50"
"LOC126271955",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126271968",FALSE,FALSE,TRUE,"Diet 83"
"LOC126271975",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126271991",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272024",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272038",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272041",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272046",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272078",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272080",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272082",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272088",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272094",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272096",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272107",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272116",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272122",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272123",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272126",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272129",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272130",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272139",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272144",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272149",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272156",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272192",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272203",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272232",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272251",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272256",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272263",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272273",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272274",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272275",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272283",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272290",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272291",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272293",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272296",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272312",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272318",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272319",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272321",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272322",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272336",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272352",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272353",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272360",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272361",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272362",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272363",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126272370",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272377",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272382",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272386",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272393",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272397",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272399",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126272414",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272415",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272419",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272438",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272450",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272462",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272470",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272477",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272507",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272509",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272510",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272511",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272513",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272550",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272555",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272558",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272560",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272561",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272566",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272567",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272583",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272584",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272587",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272588",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272589",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272594",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272599",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272600",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272608",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272609",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272612",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272629",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272633",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272639",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272678",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272683",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272687",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272690",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272691",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272700",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272703",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272706",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272715",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272716",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272718",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272722",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272723",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272724",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272733",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272738",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272742",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272743",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272745",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272746",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272748",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272750",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272753",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272758",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126272767",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272787",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272801",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272828",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126272831",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272836",FALSE,TRUE,FALSE,"Diet 50"
"LOC126272837",TRUE,FALSE,FALSE,"Diet 33"
"LOC126272841",FALSE,FALSE,TRUE,"Diet 83"
"LOC126272850",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272858",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126272860",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
