gene_id,description_gff,source_sheet,umbrella,subcategory,seqid,homology_evidence,evidence_tier,nucleotide_groups,nucleotide_taxa,nucleotide_max_identity,nucleotide_max_query_coverage,protein_support,contrast_label,oriented_log2FC,padj,status,higher_expression_condition
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,-0.9233297992723872,1,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Infected: diet 50 vs 33,18.948151695276124,8.90071904333498e-20,Upregulated,Infected diet 50
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Infected: diet 83 vs 33,17.44868655020725,1.3669849054929808e-13,Upregulated,Infected diet 83
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Infected: diet 83 vs 50,-1.499465145068874,0.8410735678958844,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Diet 33: infected vs control,-19.100815191046415,6.301670847453846e-18,Downregulated,Control diet 33
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Diet 50: infected vs control,-2.6097082757249264,0.8147311843699152,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Diet 83: infected vs control,-0.5600664228445907,1,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Infected: diet 50 vs 33,5.578901991672126,0.01065124817689136,Upregulated,Infected diet 50
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Infected: diet 83 vs 33,3.547395797636065,0.15074853833992047,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Infected: diet 83 vs 50,-2.0315061940360613,0.8410735678958844,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Diet 33: infected vs control,-5.8975897025793556,0.02821202262541737,Downregulated,Control diet 33
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Diet 50: infected vs control,-2.836170569506,0.8147311843699152,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Diet 83: infected vs control,-0.9859253676593496,1,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,5.884192092250226,0.00876046884269957,Upregulated,Infected diet 50
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,3.7745236934236375,0.13426122866100926,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-2.1096683988265883,0.8410735678958844,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-4.27118261238125,0.06808386293277402,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-0.8688264617313909,0.851489488750136,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,-0.3764755208332331,1,N.S.,Not significant
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Infected: diet 50 vs 33,6.661701531804028,0.00698399868496465,Upregulated,Infected diet 50
