"gene_id","Description","gene_biotype","comparison_type","comparison","numerator_condition","denominator_condition","higher_in","lower_in","signed_direction","log2FoldChange","lfcSE","baseMean","stat","pvalue","padj","GOs","KEGG_ko","KEGG_Pathway","PFAMs"
"LOC126284988","uncharacterized LOC126284988","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-1.26499982468852,0.185605750384854,799.388808445786,-6.81552065097949,9.39229801410136e-12,1.62979851289694e-08,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006536,GO:0006537,GO:0006541,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0015930,GO:0016053,GO:0016491,GO:0016638,GO:0019676,GO:0019740,GO:0019752,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","ko:K00264","ko00250,ko00910,ko01100,ko01110,ko01120,ko01130,ko01230,map00250,map00910,map01100,map01110,map01120,map01130,map01230","Fer4_20,GATase_2,GXGXG,Glu_syn_central,Glu_synthase,Pyr_redox_2"
"LOC126354610","trifunctional purine biosynthetic protein adenosine-3","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.19042235098171,0.328485593340616,724.410759155306,6.66824480399783,2.58880713449489e-11,3.99309118233978e-08,"","ko:K11787","ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523","AIRS,AIRS_C,Formyl_trans_N,GARS_A,GARS_C,GARS_N"
"LOC126293737","bifunctional purine biosynthesis protein ATIC","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.84501425028209,0.278525598971346,4247.3243891688,6.62421787116198,3.49091563227579e-11,4.84608908072525e-08,"GO:0006950,GO:0008150,GO:0009611,GO:0042060,GO:0050896","ko:K00602","ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523","AICARFT_IMPCHas,MGS"
"LOC126335259","sialin-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-21.6562056935472,3.2766122991896,34.7267297279628,-6.60932808526153,3.8606825983845e-11,4.87218143916123e-08,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944","ko:K12301","ko04142,map04142","MFS_1"
"LOC126295405","D-3-phosphoglycerate dehydrogenase","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.55963638356242,0.395304599277471,4420.57209165403,6.47509891926599,9.47498474619164e-11,1.09609781872194e-07,"","ko:K00058","ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230","2-Hacid_dh,2-Hacid_dh_C"
"LOC126273306","uncharacterized LOC126273306","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.26516448111038,0.206234733744485,296.884555754428,6.13458488848855,8.5381843420353e-10,9.11746731047185e-07,"","","",""
"LOC126267355","neuroparsin-A","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-2.29525925896232,0.395798845836631,515.464090650256,-5.79905495709735,6.66896760177596e-09,6.58073836006923e-06,"","","","Neuroparsin"
"LOC126351672","lipoyltransferase 1%2C mitochondrial-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-1.84919837002264,0.319633123256192,3912.141887537,-5.78537778307937,7.23495468032282e-09,6.58073836006923e-06,"GO:0003674,GO:0003824,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009249,GO:0009987,GO:0010467,GO:0016740,GO:0016746,GO:0016747,GO:0016772,GO:0016779,GO:0016874,GO:0016879,GO:0016979,GO:0017118,GO:0018065,GO:0018193,GO:0018205,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0051604,GO:0071704,GO:0140096,GO:1901564","ko:K10105","ko00785,ko01100,map00785,map01100","BPL_LplA_LipB"
"LOC126278953","xanthine dehydrogenase","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.62584503955651,0.281412921729146,796.092975458312,5.77743562579317,7.58477263802822e-09,6.58073836006923e-06,"GO:0000166,GO:0003674,GO:0003824,GO:0004854,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006144,GO:0006145,GO:0006206,GO:0006520,GO:0006525,GO:0006568,GO:0006576,GO:0006586,GO:0006629,GO:0006644,GO:0006650,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0009056,GO:0009064,GO:0009072,GO:0009112,GO:0009115,GO:0009308,GO:0009636,GO:0009987,GO:0010033,GO:0010259,GO:0016491,GO:0016725,GO:0016726,GO:0016903,GO:0019439,GO:0019637,GO:0019752,GO:0032501,GO:0032502,GO:0034641,GO:0036094,GO:0042221,GO:0042430,GO:0042493,GO:0043167,GO:0043168,GO:0043436,GO:0043473,GO:0043546,GO:0044106,GO:0044237,GO:0044238,GO:0044248,GO:0044255,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045471,GO:0046110,GO:0046113,GO:0046483,GO:0046486,GO:0046677,GO:0046700,GO:0048037,GO:0048066,GO:0048069,GO:0048072,GO:0048856,GO:0050660,GO:0050662,GO:0050896,GO:0051536,GO:0051537,GO:0051540,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072523,GO:0072527,GO:0097159,GO:0097305,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901700","ko:K00106","ko00230,ko00232,ko00983,ko01100,ko01110,ko01120,ko04146,map00230,map00232,map00983,map01100,map01110,map01120,map04146","Ald_Xan_dh_C,Ald_Xan_dh_C2,CO_deh_flav_C,FAD_binding_5,Fer2,Fer2_2"
"LOC126337066","MFS-type transporter SLC18B1-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-3.36505612431798,0.591526096020389,125.450451827023,-5.68877036356819,1.27957400169085e-08,1.04488507596896e-05,"","","","MFS_1"
"LOC126293368","phosphoserine aminotransferase","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.62749197446602,0.291424360547691,643.399777737491,5.58461197755528,2.34222564592627e-08,1.80637646759714e-05,"GO:0003674,GO:0003824,GO:0004648,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006563,GO:0006564,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016740,GO:0016769,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607","ko:K00831","ko00260,ko00680,ko00750,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map00750,map01100,map01120,map01130,map01200,map01230","Aminotran_5"
"LOC126282167","patatin-like phospholipase domain-containing protein 2","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.41303252259634,0.437845215738573,204.502750294986,5.51115425236737,3.56488128277402e-08,2.60461484039311e-05,"","ko:K16765,ko:K16816","ko00561,ko01100,ko04714,ko04923,map00561,map01100,map04714,map04923","Patatin"
"LOC126281265","phosphoribosylformylglycinamidine synthase","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.543410739755,0.282310579824189,1255.71665185417,5.46706659281478,4.5754419423612e-08,3.17581425219291e-05,"GO:0003674,GO:0003824,GO:0004642,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009987,GO:0016874,GO:0016879,GO:0016884,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","ko:K01952","ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130","AIRS,AIRS_C,GATase_5"
"LOC126336534","proline-rich protein HaeIII subfamily 1-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-4.58313106951477,0.849036343023256,744.86635703287,-5.39803873788856,6.7373322832636e-08,4.45369746458406e-05,NA,NA,NA,NA
"LOC126268018","uncharacterized transporter slc-17.2-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.63284699004881,0.489065397921148,53.83070306425,5.38342520497291,7.30816230228869e-08,4.61145041274416e-05,"","ko:K12301","ko04142,map04142","MFS_1"
"LOC126349907","phosphoserine phosphatase","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.50658994605773,0.282139879438714,87.9245792868911,5.3398688234181,9.3013858197976e-08,5.61399295436654e-05,"GO:0000003,GO:0000287,GO:0000902,GO:0000904,GO:0003674,GO:0003824,GO:0004647,GO:0005488,GO:0005509,GO:0006082,GO:0006520,GO:0006563,GO:0006564,GO:0006793,GO:0006796,GO:0006807,GO:0006928,GO:0006935,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007422,GO:0007610,GO:0007617,GO:0007618,GO:0007619,GO:0008049,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009069,GO:0009070,GO:0009605,GO:0009636,GO:0009653,GO:0009987,GO:0010033,GO:0016043,GO:0016053,GO:0016311,GO:0016545,GO:0016787,GO:0016788,GO:0016791,GO:0019098,GO:0019752,GO:0019953,GO:0022008,GO:0022414,GO:0030030,GO:0030154,GO:0030182,GO:0030534,GO:0031175,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0040011,GO:0042221,GO:0042330,GO:0042493,GO:0042578,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044703,GO:0045433,GO:0045471,GO:0046394,GO:0046677,GO:0046872,GO:0048065,GO:0048149,GO:0048468,GO:0048609,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050896,GO:0051704,GO:0060179,GO:0061564,GO:0071704,GO:0071840,GO:0097305,GO:0097485,GO:0120036,GO:0120039,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1901700","ko:K01079","ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230","HAD,Hydrolase"
"LOC126299365","bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.42551548502183,0.269203944290849,796.483522409957,5.29529940126619,1.18821566645265e-07,6.87283745070652e-05,"","ko:K01587","ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130","AIRC,SAICAR_synt"
"LOC126269845","protein henna","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.87862455086402,0.358442481527299,252.728593192133,5.24107673526677,1.59642306061496e-07,8.86461797098276e-05,"GO:0003008,GO:0003674,GO:0003824,GO:0004497,GO:0004505,GO:0006082,GO:0006520,GO:0006558,GO:0006559,GO:0006725,GO:0006726,GO:0006807,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009987,GO:0016054,GO:0016491,GO:0016705,GO:0016714,GO:0017144,GO:0019439,GO:0019752,GO:0032501,GO:0042440,GO:0042441,GO:0042737,GO:0043324,GO:0043436,GO:0043473,GO:0043474,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046148,GO:0046395,GO:0048066,GO:0048069,GO:0050877,GO:0050890,GO:0055114,GO:0071704,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606,GO:1902221,GO:1902222","ko:K00500","ko00360,ko00400,ko00790,ko01100,ko01230,map00360,map00400,map00790,map01100,map01230","ACT,Biopterin_H"
"LOC126336533","proline-rich protein 2-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-3.41144909743878,0.652702960742768,12094.7937693323,-5.22664872479909,1.72609985553603e-07,9.21604545944275e-05,NA,NA,NA,NA
"LOC126336910","protein charybde-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.88076150532951,0.558051081601646,33.3229232230099,5.16218246018181,2.44087198353901e-07,0.000125496981020328,"","","","RTP801_C"
"LOC126336538","proline-rich protein 2-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-3.70514149663231,0.737367598474828,14442.6473370117,-5.02482276722767,5.03897665942698e-07,0.000249825264236305,NA,NA,NA,NA
"LOC126266788","trifunctional purine biosynthetic protein adenosine-3-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",2.71831219753861,0.55368317987217,22.5719415168758,4.9095083548794,9.13050100472324e-07,0.000437067637750234,"","ko:K11787","ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523","AIRS,AIRS_C,Formyl_trans_N,GARS_A,GARS_C,GARS_N"
"LOC126355485","phosphatidate phosphatase LPIN2","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.93698858661934,0.402623108890473,412.003141310838,4.81092253238316,1.50235242497015e-06,0.000672763108497925,"GO:0002009,GO:0002165,GO:0003002,GO:0003674,GO:0003712,GO:0003713,GO:0003824,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0006082,GO:0006355,GO:0006357,GO:0006629,GO:0006631,GO:0006638,GO:0006639,GO:0006641,GO:0006793,GO:0006796,GO:0006950,GO:0007154,GO:0007275,GO:0007389,GO:0007444,GO:0007472,GO:0007474,GO:0007476,GO:0007552,GO:0007560,GO:0008150,GO:0008152,GO:0008195,GO:0008610,GO:0009056,GO:0009058,GO:0009062,GO:0009267,GO:0009605,GO:0009653,GO:0009719,GO:0009725,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010468,GO:0010556,GO:0010557,GO:0010565,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010648,GO:0014066,GO:0014068,GO:0016042,GO:0016054,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019216,GO:0019217,GO:0019219,GO:0019222,GO:0019432,GO:0019752,GO:0023051,GO:0023056,GO:0023057,GO:0030510,GO:0030514,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031668,GO:0031669,GO:0032501,GO:0032502,GO:0032787,GO:0032868,GO:0032869,GO:0032870,GO:0033554,GO:0035107,GO:0035114,GO:0035120,GO:0035183,GO:0035220,GO:0035239,GO:0035295,GO:0035324,GO:0042221,GO:0042578,GO:0042592,GO:0042594,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043434,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044281,GO:0044282,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0045017,GO:0045171,GO:0045172,GO:0045893,GO:0045935,GO:0045944,GO:0046395,GO:0046460,GO:0046463,GO:0046486,GO:0046626,GO:0046628,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048563,GO:0048569,GO:0048583,GO:0048584,GO:0048585,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048856,GO:0048878,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0055088,GO:0060255,GO:0060429,GO:0060562,GO:0062012,GO:0065007,GO:0065008,GO:0070887,GO:0071310,GO:0071375,GO:0071417,GO:0071495,GO:0071496,GO:0071704,GO:0072329,GO:0080090,GO:0090092,GO:0090101,GO:0090287,GO:0090288,GO:0140110,GO:1900076,GO:1900078,GO:1901575,GO:1901576,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902531,GO:1902533,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141","ko:K15728","ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110","LNS2,Lipin_N,Lipin_mid"
"LOC126299364","amidophosphoribosyltransferase-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",1.4706340281395,0.309676450770864,444.491929331286,4.74893723587541,2.04488387156178e-06,0.000887096184531894,"","ko:K00764","ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130","GATase_6,Pribosyltran"
"LOC126336532","proline-rich protein 2-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-3.27671990647584,0.691611083631135,19656.2627392035,-4.73780710579742,2.16043305297964e-06,0.000908822170953437,NA,NA,NA,NA
"LOC126336531","proline-rich protein 2-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-3.71651918518243,0.786566193200624,554.043695087483,-4.72499227313534,2.30124106215462e-06,0.000939583188965599,NA,NA,NA,NA
"LOC126284936","uncharacterized LOC126284936","lncRNA","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-3.68913351784947,0.782065523927658,145.106954199382,-4.71716679098965,2.39151627283183e-06,0.000948543682841472,NA,NA,NA,NA
"LOC126336535","proline-rich protein 2-like","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 33","Control diet 83","Downregulated",-3.99845113459148,0.855179672574604,354.164759077563,-4.67556849492662,2.93140412776294e-06,0.00113038200282236,NA,NA,NA,NA
"LOC126281204","synaptotagmin-11","protein_coding","Diet contrasts among control","Control 83 vs 33","Control diet 83","Control diet 33","Control diet 83","Control diet 33","Upregulated",3.52200728285833,0.760122725922659,19.6363460402426,4.63347188913897,3.59583606613191e-06,0.00134911881810927,"GO:0000149,GO:0001505,GO:0001786,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005544,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006810,GO:0006836,GO:0006887,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0008021,GO:0008150,GO:0008289,GO:0009987,GO:0010638,GO:0010646,GO:0012505,GO:0016020,GO:0016021,GO:0016079,GO:0016192,GO:0016324,GO:0017156,GO:0019905,GO:0023051,GO:0023052,GO:0023061,GO:0030133,GO:0030276,GO:0031224,GO:0031338,GO:0031340,GO:0031410,GO:0031594,GO:0031982,GO:0032879,GO:0032940,GO:0033043,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0044424,GO:0044425,GO:0044444,GO:0044456,GO:0044459,GO:0044464,GO:0045055,GO:0045177,GO:0045202,GO:0045211,GO:0046903,GO:0046907,GO:0046928,GO:0048167,GO:0048489,GO:0048518,GO:0048522,GO:0048791,GO:0050789,GO:0050794,GO:0050804,GO:0051046,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051588,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0060341,GO:0060627,GO:0065007,GO:0065008,GO:0070382,GO:0071944,GO:0072341,GO:0097060,GO:0097458,GO:0097479,GO:0097480,GO:0097708,GO:0098590,GO:0098793,GO:0098794,GO:0098916,GO:0099003,GO:0099177,GO:0099503,GO:0099504,GO:0099536,GO:0099537,GO:0099643,GO:1903530","ko:K19904,ko:K20674","ko04624,map04624","C2,Ldl_recept_a"
