"gene_id","Infection within diets","Diet DEGs in controls","Diet DEGs in infected","Infection vs control","intersection"
"LOC126356254",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126356267",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356271",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356285",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356304",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356316",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126356321",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126356328",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356349",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356362",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126356364",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126356371",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126356585",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126356631",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126357156",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126357545",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126357744",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126357770",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126358175",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126358212",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126358228",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126358260",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126358586",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126358740",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126358860",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126358892",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126359055",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126359091",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126359832",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126360117",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126360693",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126360830",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126360985",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126361021",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126361126",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126361173",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126361237",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126361620",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126361652",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126361845",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126362079",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126362173",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126362397",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126363166",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126363250",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126363354",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126363586",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126364572",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126365627",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126365743",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126365745",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365747",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126365754",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126365759",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365760",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365773",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126365778",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365810",FALSE,TRUE,FALSE,FALSE,"Diet DEGs in controls"
"LOC126365834",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126365849",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365865",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365875",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126365889",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126365893",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126365909",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126365911",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365913",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365914",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365918",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365930",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126365941",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365957",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365959",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365964",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365969",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126365980",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126365983",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126365988",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126365992",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126366011",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
