"gene_id","diet","direction","padj","log2FoldChange","Selection","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway","PFAMs","curated_annotation_text","Functional_theme","DEG_diet_count","DEG_diets","DEG_direction_summary","min_padj","max_abs_lfc","DEG_class","vst_variance"
"LOC126268068",NA,NA,NA,NA,"Functional candidate","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575","ko:K01446","-","Amidase_2","PGRPLA Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575 ko:K01446 - Amidase_2","Immune-related",2,"33, 50","Higher in infected",1.46118459323763e-11,2.34932136228776,"DEG",0.576192208737888
"LOC126336578","33","Higher in infected",4.41155876172595e-10,5.19772798416463,"Top DEG","-","Immunoglobulin V-set domain","-","-","-","I-set,Ig_3,V-set,ig","- Immunoglobulin V-set domain - - - I-set,Ig_3,V-set,ig","Immune-related",3,"33, 50, 83","Higher in infected",3.53053427897395e-11,5.19772798416463,"DEG",NA
"LOC126266759",NA,NA,NA,NA,"Functional candidate","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","-","ko:K01446","-","Amidase_2","- N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process - ko:K01446 - Amidase_2","Immune-related",3,"33, 50, 83","Higher in infected",5.658535905882e-10,3.17539727262612,"DEG",0.529850494718476
"LOC126267343",NA,NA,NA,NA,"Functional candidate","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","GO:0000270,GO:0001932,GO:0001933,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0010259,GO:0010563,GO:0010605,GO:0010646,GO:0010648,GO:0016020,GO:0016021,GO:0019220,GO:0019222,GO:0019730,GO:0019731,GO:0023051,GO:0023052,GO:0023057,GO:0030203,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032872,GO:0032873,GO:0042325,GO:0042326,GO:0042742,GO:0042834,GO:0043170,GO:0043207,GO:0043408,GO:0043409,GO:0044425,GO:0044459,GO:0044464,GO:0045936,GO:0046328,GO:0046329,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051174,GO:0051246,GO:0051248,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0061057,GO:0065007,GO:0070302,GO:0070303,GO:0071704,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0097367,GO:0098542,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1902531,GO:1902532","ko:K01446","-","Amidase_2","- N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process GO:0000270,GO:0001932,GO:0001933,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0010259,GO:0010563,GO:0010605,GO:0010646,GO:0010648,GO:0016020,GO:0016021,GO:0019220,GO:0019222,GO:0019730,GO:0019731,GO:0023051,GO:0023052,GO:0023057,GO:0030203,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032872,GO:0032873,GO:0042325,GO:0042326,GO:0042742,GO:0042834,GO:0043170,GO:0043207,GO:0043408,GO:0043409,GO:0044425,GO:0044459,GO:0044464,GO:0045936,GO:0046328,GO:0046329,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051174,GO:0051246,GO:0051248,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0061057,GO:0065007,GO:0070302,GO:0070303,GO:0071704,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0097367,GO:0098542,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1902531,GO:1902532 ko:K01446 - Amidase_2","Immune-related",3,"33, 50, 83","Higher in infected",6.5546763897119e-10,2.3479469485579,"DEG",0.512259904633352
"LOC126365918",NA,NA,NA,NA,"Functional candidate","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575","ko:K01446","-","Amidase_2","PGRPLA Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575 ko:K01446 - Amidase_2","Immune-related",1,"50","Higher in infected",1.74972106295359e-09,1.69937999848552,"DEG",0.359494834688535
"LOC126335467",NA,NA,NA,NA,"Functional candidate","-","Belongs to the serpin family","-","-","-","-","- Belongs to the serpin family - - - -","Immune-related",1,"50","Higher in infected",2.85161569225132e-09,2.46485905064373,"DEG",0.795870661683731
"LOC126353952",NA,NA,NA,NA,"Functional candidate","CLIPC1","serine-type endopeptidase activity. It is involved in the biological process described with proteolysis","-","-","-","Trypsin","CLIPC1 serine-type endopeptidase activity. It is involved in the biological process described with proteolysis - - - Trypsin","Immune-related",3,"33, 50, 83","Higher in infected",1.871974906285e-08,2.37631774715501,"DEG",1.1605955801464
"LOC126291639",NA,NA,NA,NA,"Functional candidate","-","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","-","-","-","-","- C-type lectin (CTL) or carbohydrate-recognition domain (CRD) - - - -","Immune-related",1,"50","Higher in infected",2.64347255090361e-08,2.75928712058996,"DEG",0.257547891102314
"LOC126336325","83","Higher in infected",6.65366732712145e-07,6.49218561836661,"Top DEG","-","Knottins","GO:0005575,GO:0005576","ko:K20668","ko04624,map04624","Defensin_2","- Knottins GO:0005575,GO:0005576 ko:K20668 ko04624,map04624 Defensin_2","Immune-related",3,"33, 50, 83","Higher in infected",6.07357670307902e-08,6.71394730369056,"DEG",NA
"LOC126336416",NA,NA,NA,NA,"Functional candidate","-","Hemocyanin, all-alpha domain","-","-","-","-","- Hemocyanin, all-alpha domain - - - -","Storage/lipid transport",3,"33, 50, 83","Higher in infected",2.62377611063022e-13,2.10311261136104,"DEG",1.12335852292989
"LOC126299332",NA,NA,NA,NA,"Functional candidate","-","Lipid transporter activity. It is involved in the biological process described with lipid transport","GO:0003674,GO:0005102,GO:0005215,GO:0005319,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015850,GO:0015918,GO:0016020,GO:0032368,GO:0032370,GO:0032879,GO:0033036,GO:0034196,GO:0044421,GO:0044464,GO:0045178,GO:0048518,GO:0050789,GO:0051049,GO:0051050,GO:0051179,GO:0051234,GO:0065007,GO:0070325,GO:0071702,GO:0071944,GO:1905952,GO:1905954","-","-","DUF1081,DUF1943,VWD,Vitellogenin_N","- Lipid transporter activity. It is involved in the biological process described with lipid transport GO:0003674,GO:0005102,GO:0005215,GO:0005319,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015850,GO:0015918,GO:0016020,GO:0032368,GO:0032370,GO:0032879,GO:0033036,GO:0034196,GO:0044421,GO:0044464,GO:0045178,GO:0048518,GO:0050789,GO:0051049,GO:0051050,GO:0051179,GO:0051234,GO:0065007,GO:0070325,GO:0071702,GO:0071944,GO:1905952,GO:1905954 - - DUF1081,DUF1943,VWD,Vitellogenin_N","Storage/lipid transport",3,"33, 50, 83","Higher in infected",5.6810959770852e-13,2.10623606034734,"DEG",1.27751820207579
"LOC126336415",NA,NA,NA,NA,"Functional candidate","-","Hemocyanin, all-alpha domain","-","-","-","-","- Hemocyanin, all-alpha domain - - - -","Storage/lipid transport",2,"50, 83","Higher in infected",5.7296427787383e-05,2.28982146357698,"DEG",1.86477048715932
"LOC126336409",NA,NA,NA,NA,"Functional candidate","-","Hemocyanin, all-alpha domain","-","-","-","-","- Hemocyanin, all-alpha domain - - - -","Storage/lipid transport",1,"33","Higher in control",0.00377699409706012,2.21365859844968,"DEG",0.725951004381336
"LOC126299533",NA,NA,NA,NA,"Functional candidate","-","nutrient reservoir activity","GO:0005575,GO:0005576","-","-","DUF1943,VWD,Vitellogenin_N","- nutrient reservoir activity GO:0005575,GO:0005576 - - DUF1943,VWD,Vitellogenin_N","Storage/lipid transport",1,"50","Higher in control",0.00677205992751267,2.82241252780418,"DEG",0.0604745132886351
"LOC126355303",NA,NA,NA,NA,"Functional candidate","-","Transporter activity. It is involved in the biological process described with transmembrane transport","GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015749,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659","ko:K08145","-","Sugar_tr","- Transporter activity. It is involved in the biological process described with transmembrane transport GO:0003674,GO:0005215,GO:0005351,GO:0005355,GO:0005402,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008324,GO:0008643,GO:0008645,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015672,GO:0015749,GO:0022804,GO:0022857,GO:0022890,GO:0034219,GO:0034220,GO:0046323,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904659 ko:K08145 - Sugar_tr","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",3.27501754910129e-20,4.36874537914972,"DEG",0.879150541536599
"LOC126285413",NA,NA,NA,NA,"Functional candidate","-","transporter activity. It is involved in the biological process described with sodium ion transport","GO:0003674,GO:0005215,GO:0005310,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0006842,GO:0006848,GO:0006855,GO:0007275,GO:0007568,GO:0008028,GO:0008150,GO:0008340,GO:0008509,GO:0008514,GO:0010259,GO:0010883,GO:0010889,GO:0015075,GO:0015137,GO:0015141,GO:0015142,GO:0015238,GO:0015318,GO:0015556,GO:0015711,GO:0015718,GO:0015740,GO:0015744,GO:0015746,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0032879,GO:0034220,GO:0035674,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0048856,GO:0050789,GO:0050833,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0065007,GO:0065008,GO:0071422,GO:0071702,GO:0071944,GO:0098656,GO:1901475,GO:1903825,GO:1905039,GO:1905952","ko:K14445","-","Na_sulph_symp","- transporter activity. It is involved in the biological process described with sodium ion transport GO:0003674,GO:0005215,GO:0005310,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006835,GO:0006842,GO:0006848,GO:0006855,GO:0007275,GO:0007568,GO:0008028,GO:0008150,GO:0008340,GO:0008509,GO:0008514,GO:0010259,GO:0010883,GO:0010889,GO:0015075,GO:0015137,GO:0015141,GO:0015142,GO:0015238,GO:0015318,GO:0015556,GO:0015711,GO:0015718,GO:0015740,GO:0015744,GO:0015746,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0032501,GO:0032502,GO:0032879,GO:0034220,GO:0035674,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0048856,GO:0050789,GO:0050833,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0065007,GO:0065008,GO:0071422,GO:0071702,GO:0071944,GO:0098656,GO:1901475,GO:1903825,GO:1905039,GO:1905952 ko:K14445 - Na_sulph_symp","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",3.22770029293542e-18,3.19153955223985,"DEG",1.805064959193
"LOC126355939",NA,NA,NA,NA,"Functional candidate","-","amino acid transporter","GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0022857,GO:0031090,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0098588,GO:0098656,GO:0098805,GO:1903825,GO:1905039","ko:K14209","ko04138,map04138","Aa_trans","- amino acid transporter GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005774,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015849,GO:0016020,GO:0022857,GO:0031090,GO:0034220,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0098588,GO:0098656,GO:0098805,GO:1903825,GO:1905039 ko:K14209 ko04138,map04138 Aa_trans","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",3.79798930612691e-18,6.53566986732542,"DEG",3.94578677989765
"LOC126272336",NA,NA,NA,NA,"Functional candidate","-","lipid binding","-","-","-","Grp7_allergen,JHBP","- lipid binding - - - Grp7_allergen,JHBP","Nutrition/metabolism",2,"33, 50","Higher in infected",6.13146659602575e-17,2.01270066545244,"DEG",0.757608373987132
"LOC126278707",NA,NA,NA,NA,"Functional candidate","-","Trypsin","-","-","-","Trypsin","- Trypsin - - - Trypsin","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",8.19612333068617e-17,3.83979914819997,"DEG",1.90812279983445
"LOC126299559",NA,NA,NA,NA,"Functional candidate","-","Transmembrane transporter activity. It is involved in the biological process described with transmembrane transport","-","-","-","-","- Transmembrane transporter activity. It is involved in the biological process described with transmembrane transport - - - -","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",8.76372956149559e-17,3.13514168383545,"DEG",0.931384153214744
"LOC126285457","33","Higher in infected",2.51326859232193e-11,3.52170047946278,"Top DEG","-","Catalyzes the reduction of fatty acyl-CoA to fatty alcohols","-","ko:K13356","ko00073,ko04146,ko04212,map00073,map04146,map04212","NAD_binding_4,Sterile","- Catalyzes the reduction of fatty acyl-CoA to fatty alcohols - ko:K13356 ko00073,ko04146,ko04212,map00073,map04146,map04212 NAD_binding_4,Sterile","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",2.16024768764495e-16,3.52170047946278,"DEG",NA
"LOC126355684",NA,NA,NA,NA,"Functional candidate","Orct","Sugar (and other) transporter","GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006915,GO:0008150,GO:0008219,GO:0008509,GO:0008514,GO:0009987,GO:0012501,GO:0015075,GO:0015711,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656","ko:K08202","ko05231,map05231","MFS_1,Sugar_tr","Orct Sugar (and other) transporter GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006915,GO:0008150,GO:0008219,GO:0008509,GO:0008514,GO:0009987,GO:0012501,GO:0015075,GO:0015711,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656 ko:K08202 ko05231,map05231 MFS_1,Sugar_tr","Nutrition/metabolism",2,"33, 50","Higher in infected",3.27364678007491e-16,2.54131964925491,"DEG",1.6061784581306
"LOC126284651",NA,NA,NA,NA,"Functional candidate","-","Phosphoric diester hydrolase activity. It is involved in the biological process described with lipid metabolic process","-","-","-","PI-PLC-X","- Phosphoric diester hydrolase activity. It is involved in the biological process described with lipid metabolic process - - - PI-PLC-X","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",2.72172874882101e-15,4.74791188522129,"DEG",1.11115599097302
"LOC126299510",NA,NA,NA,NA,"Functional candidate","-","Trypsin-like serine protease","-","ko:K01312","ko04080,ko04972,ko04974,ko05164,map04080,map04972,map04974,map05164","Trypsin","- Trypsin-like serine protease - ko:K01312 ko04080,ko04972,ko04974,ko05164,map04080,map04972,map04974,map05164 Trypsin","Nutrition/metabolism",2,"50, 83","Higher in infected",1.28231970642746e-13,5.30903586576594,"DEG",1.11764476409661
"LOC126297421",NA,NA,NA,NA,"Functional candidate","-","Carboxylic ester hydrolase activity. It is involved in the biological process described with lipid metabolic process","-","-","-","-","- Carboxylic ester hydrolase activity. It is involved in the biological process described with lipid metabolic process - - - -","Nutrition/metabolism",2,"33, 50","Higher in infected",2.88286843465595e-13,4.89184666175547,"DEG",3.16613464159386
"LOC126339755",NA,NA,NA,NA,"Functional candidate","-","Vault protein inter-alpha-trypsin domain","-","-","-","-","- Vault protein inter-alpha-trypsin domain - - - -","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",4.41162721919862e-13,3.78504760730791,"DEG",3.76726286748767
"LOC126335114",NA,NA,NA,NA,"Functional candidate","-","Belongs to the type-B carboxylesterase lipase family","-","-","-","COesterase","- Belongs to the type-B carboxylesterase lipase family - - - COesterase","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",5.6810959770852e-13,3.78226022527874,"DEG",3.29912381291155
"LOC126267545",NA,NA,NA,NA,"Functional candidate","-","Trypsin-like serine protease","GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564","ko:K20671","ko04624,map04624","Trypsin","- Trypsin-like serine protease GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564 ko:K20671 ko04624,map04624 Trypsin","Nutrition/metabolism",2,"33, 50","Higher in infected",6.545496871157e-13,7.43438034336564,"DEG",1.37608883143403
"LOC126356204",NA,NA,NA,NA,"Functional candidate","-","catalytic activity. It is involved in the biological process described with metabolic process","GO:0001505,GO:0001692,GO:0003674,GO:0003824,GO:0003833,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006518,GO:0006520,GO:0006570,GO:0006576,GO:0006582,GO:0006583,GO:0006584,GO:0006629,GO:0006631,GO:0006633,GO:0006725,GO:0006807,GO:0007275,GO:0007564,GO:0007591,GO:0007593,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009072,GO:0009308,GO:0009712,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0015645,GO:0016053,GO:0016874,GO:0016877,GO:0016878,GO:0017144,GO:0018958,GO:0019184,GO:0019222,GO:0019438,GO:0019748,GO:0019752,GO:0021700,GO:0022404,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032787,GO:0034641,GO:0042133,GO:0042303,GO:0042335,GO:0042417,GO:0042438,GO:0042440,GO:0043038,GO:0043041,GO:0043042,GO:0043043,GO:0043436,GO:0043455,GO:0043473,GO:0043603,GO:0043604,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044550,GO:0045475,GO:0046148,GO:0046189,GO:0046394,GO:0046483,GO:0048021,GO:0048022,GO:0048066,GO:0048067,GO:0048070,GO:0048079,GO:0048082,GO:0048085,GO:0048511,GO:0048512,GO:0048519,GO:0048523,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051239,GO:0052803,GO:0065007,GO:0065008,GO:0071704,GO:0072330,GO:0097164,GO:1900376,GO:1900377,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901615,GO:1901617,GO:2000026","-","-","AMP-binding,AMP-binding_C,PP-binding","- catalytic activity. It is involved in the biological process described with metabolic process GO:0001505,GO:0001692,GO:0003674,GO:0003824,GO:0003833,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006518,GO:0006520,GO:0006570,GO:0006576,GO:0006582,GO:0006583,GO:0006584,GO:0006629,GO:0006631,GO:0006633,GO:0006725,GO:0006807,GO:0007275,GO:0007564,GO:0007591,GO:0007593,GO:0007610,GO:0007622,GO:0007623,GO:0007626,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009072,GO:0009308,GO:0009712,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0015645,GO:0016053,GO:0016874,GO:0016877,GO:0016878,GO:0017144,GO:0018958,GO:0019184,GO:0019222,GO:0019438,GO:0019748,GO:0019752,GO:0021700,GO:0022404,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032787,GO:0034641,GO:0042133,GO:0042303,GO:0042335,GO:0042417,GO:0042438,GO:0042440,GO:0043038,GO:0043041,GO:0043042,GO:0043043,GO:0043436,GO:0043455,GO:0043473,GO:0043603,GO:0043604,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044550,GO:0045475,GO:0046148,GO:0046189,GO:0046394,GO:0046483,GO:0048021,GO:0048022,GO:0048066,GO:0048067,GO:0048070,GO:0048079,GO:0048082,GO:0048085,GO:0048511,GO:0048512,GO:0048519,GO:0048523,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051239,GO:0052803,GO:0065007,GO:0065008,GO:0071704,GO:0072330,GO:0097164,GO:1900376,GO:1900377,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901615,GO:1901617,GO:2000026 - - AMP-binding,AMP-binding_C,PP-binding","Nutrition/metabolism",2,"50, 83","Higher in infected",9.46017400717844e-13,3.98480948879339,"DEG",0.71642856103341
"LOC126349011",NA,NA,NA,NA,"Functional candidate","-","Trypsin-like serine protease","-","-","-","Telomere_Sde2,Trypsin","- Trypsin-like serine protease - - - Telomere_Sde2,Trypsin","Nutrition/metabolism",3,"33, 50, 83","Higher in infected",1.7304194309595e-12,2.74656684475748,"DEG",1.14476346087845
