"DEG_context","gene_id","seqid","start","end","midpoint","strand","seq_start","seq_end","chromosome","region_name","genome","chromosome_class","position_mb"
"Infection within diets","LOC126269384","NC_064920.1",786692770,786779677,786736223.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",786.7362235
"Infection within diets","LOC126269432","NC_064920.1",709574291,710053716,709814003.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",709.8140035
"Infection within diets","LOC126269651","NC_064920.1",789776993,789936354,789856673.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",789.8566735
"Infection within diets","LOC126270012","NC_064920.1",799279465,799328370,799303917.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",799.3039175
"Infection within diets","LOC126270294","NC_064920.1",804216296,804489489,804352892.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",804.3528925
"Infection within diets","LOC126271206","NC_064920.1",821824917,821927460,821876188.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",821.8761885
"Infection within diets","LOC126271480","NC_064920.1",823108637,823246171,823177404,"-",1,1209568729,"1","1","chromosome","Named chromosome",823.177404
"Infection within diets","LOC126271496","NC_064920.1",823348560,823729258,823538909,"-",1,1209568729,"1","1","chromosome","Named chromosome",823.538909
"Infection within diets","LOC126271532","NC_064920.1",824004458,824051699,824028078.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",824.0280785
"Infection within diets","LOC126271618","NC_064920.1",824851372,824980632,824916002,"-",1,1209568729,"1","1","chromosome","Named chromosome",824.916002
"Infection within diets","LOC126271634","NC_064920.1",825186612,825312611,825249611.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",825.2496115
"Infection within diets","LOC126271709","NC_064920.1",826393220,826447741,826420480.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",826.4204805
"Infection within diets","LOC126271849","NC_064924.1",70323841,70328706,70326273.5,"+",1,676154743,"5","5","chromosome","Named chromosome",70.3262735
"Infection within diets","LOC126271851","NC_064924.1",70491568,70788001,70639784.5,"+",1,676154743,"5","5","chromosome","Named chromosome",70.6397845
"Infection within diets","LOC126271905","NC_064924.1",380916942,380972174,380944558,"-",1,676154743,"5","5","chromosome","Named chromosome",380.944558
"Infection within diets","LOC126271907","NC_064924.1",380059121,380092644,380075882.5,"-",1,676154743,"5","5","chromosome","Named chromosome",380.0758825
"Infection within diets","LOC126271919","NC_064924.1",464396007,464634430,464515218.5,"+",1,676154743,"5","5","chromosome","Named chromosome",464.5152185
"Infection within diets","LOC126271923","NC_064924.1",465085894,465298504,465192199,"+",1,676154743,"5","5","chromosome","Named chromosome",465.192199
"Infection within diets","LOC126271928","NC_064924.1",272880863,272949128,272914995.5,"+",1,676154743,"5","5","chromosome","Named chromosome",272.9149955
"Infection within diets","LOC126271945","NC_064920.1",828887929,829004297,828946113,"-",1,1209568729,"1","1","chromosome","Named chromosome",828.946113
"Infection within diets","LOC126271949","NC_064924.1",557295943,557614495,557455219,"-",1,676154743,"5","5","chromosome","Named chromosome",557.455219
"Infection within diets","LOC126271975","NC_064924.1",59775218,60005581,59890399.5,"+",1,676154743,"5","5","chromosome","Named chromosome",59.8903995
"Infection within diets","LOC126272038","NC_064924.1",57659736,57766321,57713028.5,"-",1,676154743,"5","5","chromosome","Named chromosome",57.7130285
"Infection within diets","LOC126272046","NC_064924.1",248682952,250735732,249709342,"+",1,676154743,"5","5","chromosome","Named chromosome",249.709342
"Infection within diets","LOC126272078","NC_064924.1",45210295,45505964,45358129.5,"-",1,676154743,"5","5","chromosome","Named chromosome",45.3581295
"Infection within diets","LOC126272082","NC_064920.1",832174168,832404522,832289345,"-",1,1209568729,"1","1","chromosome","Named chromosome",832.289345
"Infection within diets","LOC126272122","NC_064924.1",484614497,485231534,484923015.5,"+",1,676154743,"5","5","chromosome","Named chromosome",484.9230155
"Infection within diets","LOC126272126","NC_064924.1",486360774,486378870,486369822,"-",1,676154743,"5","5","chromosome","Named chromosome",486.369822
"Infection within diets","LOC126272129","NC_064924.1",486567455,486572058,486569756.5,"-",1,676154743,"5","5","chromosome","Named chromosome",486.5697565
"Infection within diets","LOC126272144","NC_064924.1",120651335,120877112,120764223.5,"+",1,676154743,"5","5","chromosome","Named chromosome",120.7642235
"Infection within diets","LOC126272149","NC_064924.1",59256959,59282900,59269929.5,"+",1,676154743,"5","5","chromosome","Named chromosome",59.2699295
"Infection within diets","LOC126272275","NC_064924.1",149155071,149307949,149231510,"-",1,676154743,"5","5","chromosome","Named chromosome",149.23151
"Infection within diets","LOC126272290","NC_064924.1",323136883,323506245,323321564,"+",1,676154743,"5","5","chromosome","Named chromosome",323.321564
"Infection within diets","LOC126272291","NC_064924.1",323611688,324268548,323940118,"+",1,676154743,"5","5","chromosome","Named chromosome",323.940118
"Infection within diets","LOC126272312","NC_064924.1",236623699,236880275,236751987,"-",1,676154743,"5","5","chromosome","Named chromosome",236.751987
"Infection within diets","LOC126272318","NC_064924.1",364842087,364957702,364899894.5,"-",1,676154743,"5","5","chromosome","Named chromosome",364.8998945
"Infection within diets","LOC126272319","NC_064920.1",838317941,838469568,838393754.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",838.3937545
"Infection within diets","LOC126272321","NC_064924.1",522450835,523424849,522937842,"-",1,676154743,"5","5","chromosome","Named chromosome",522.937842
"Infection within diets","LOC126272322","NC_064924.1",522942821,523039416,522991118.5,"+",1,676154743,"5","5","chromosome","Named chromosome",522.9911185
"Infection within diets","LOC126272352","NC_064924.1",310609254,310766042,310687648,"-",1,676154743,"5","5","chromosome","Named chromosome",310.687648
"Infection within diets","LOC126272353","NC_064924.1",310823036,310927929,310875482.5,"-",1,676154743,"5","5","chromosome","Named chromosome",310.8754825
"Infection within diets","LOC126272360","NC_064924.1",149379074,149591628,149485351,"-",1,676154743,"5","5","chromosome","Named chromosome",149.485351
"Infection within diets","LOC126272363","NC_064920.1",839599270,839757057,839678163.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",839.6781635
"Infection within diets","LOC126272399","NC_064924.1",415882589,416362858,416122723.5,"-",1,676154743,"5","5","chromosome","Named chromosome",416.1227235
"Infection within diets","LOC126272415","NC_064924.1",326699907,326901073,326800490,"-",1,676154743,"5","5","chromosome","Named chromosome",326.80049
"Infection within diets","LOC126272419","NC_064920.1",841276896,841744877,841510886.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",841.5108865
"Infection within diets","LOC126272465","NC_064924.1",644148096,644303867,644225981.5,"-",1,676154743,"5","5","chromosome","Named chromosome",644.2259815
"Infection within diets","LOC126272470","NC_064924.1",457516292,457730070,457623181,"-",1,676154743,"5","5","chromosome","Named chromosome",457.623181
"Infection within diets","LOC126272507","NC_064924.1",457756176,458317831,458037003.5,"-",1,676154743,"5","5","chromosome","Named chromosome",458.0370035
"Infection within diets","LOC126272513","NC_064924.1",183460639,183762139,183611389,"-",1,676154743,"5","5","chromosome","Named chromosome",183.611389
"Infection within diets","LOC126272584","NC_064924.1",51376671,51714246,51545458.5,"+",1,676154743,"5","5","chromosome","Named chromosome",51.5454585
"Infection within diets","LOC126272588","NC_064924.1",238041322,238263182,238152252,"+",1,676154743,"5","5","chromosome","Named chromosome",238.152252
"Infection within diets","LOC126272589","NC_064924.1",609013120,609900926,609457023,"+",1,676154743,"5","5","chromosome","Named chromosome",609.457023
"Infection within diets","LOC126272594","NC_064924.1",275058758,275110094,275084426,"+",1,676154743,"5","5","chromosome","Named chromosome",275.084426
"Infection within diets","LOC126272599","NC_064924.1",574031975,574118916,574075445.5,"+",1,676154743,"5","5","chromosome","Named chromosome",574.0754455
"Infection within diets","LOC126272608","NC_064924.1",397128386,397136605,397132495.5,"-",1,676154743,"5","5","chromosome","Named chromosome",397.1324955
"Infection within diets","LOC126272609","NC_064924.1",376720640,376726061,376723350.5,"-",1,676154743,"5","5","chromosome","Named chromosome",376.7233505
"Infection within diets","LOC126272683","NC_064924.1",474916859,475029228,474973043.5,"+",1,676154743,"5","5","chromosome","Named chromosome",474.9730435
"Infection within diets","LOC126272691","NC_064924.1",216851217,216863392,216857304.5,"+",1,676154743,"5","5","chromosome","Named chromosome",216.8573045
"Infection within diets","LOC126272716","NC_064920.1",853428673,853462594,853445633.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",853.4456335
"Infection within diets","LOC126272724","NC_064920.1",853201859,853329367,853265613,"-",1,1209568729,"1","1","chromosome","Named chromosome",853.265613
"Infection within diets","LOC126272738","NC_064924.1",475809021,475908297,475858659,"+",1,676154743,"5","5","chromosome","Named chromosome",475.858659
"Infection within diets","LOC126272750","NC_064920.1",857653795,857775518,857714656.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",857.7146565
"Infection within diets","LOC126272758","NC_064920.1",857833647,857971933,857902790,"-",1,1209568729,"1","1","chromosome","Named chromosome",857.90279
"Infection within diets","LOC126272767","NC_064920.1",858387507,858544745,858466126,"+",1,1209568729,"1","1","chromosome","Named chromosome",858.466126
"Infection within diets","LOC126272774","NC_064924.1",252699536,252786501,252743018.5,"+",1,676154743,"5","5","chromosome","Named chromosome",252.7430185
"Infection within diets","LOC126272831","NC_064924.1",81190082,81293578,81241830,"-",1,676154743,"5","5","chromosome","Named chromosome",81.24183
"Infection within diets","LOC126272837","NC_064924.1",120454526,120511745,120483135.5,"-",1,676154743,"5","5","chromosome","Named chromosome",120.4831355
"Infection within diets","LOC126272850","NC_064924.1",100227112,100448896,100338004,"+",1,676154743,"5","5","chromosome","Named chromosome",100.338004
"Infection within diets","LOC126272858","NC_064924.1",528738886,528743597,528741241.5,"+",1,676154743,"5","5","chromosome","Named chromosome",528.7412415
"Infection within diets","LOC126272860","NC_064924.1",71045992,71062095,71054043.5,"-",1,676154743,"5","5","chromosome","Named chromosome",71.0540435
"Infection within diets","LOC126272961","NC_064920.1",864294540,864654321,864474430.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",864.4744305
"Infection within diets","LOC126272992","NC_064924.1",209868623,209917602,209893112.5,"+",1,676154743,"5","5","chromosome","Named chromosome",209.8931125
"Infection within diets","LOC126273002","NC_064924.1",573128328,573206174,573167251,"-",1,676154743,"5","5","chromosome","Named chromosome",573.167251
"Infection within diets","LOC126273009","NC_064924.1",584760676,585583390,585172033,"-",1,676154743,"5","5","chromosome","Named chromosome",585.172033
"Infection within diets","LOC126273010","NC_064924.1",293270037,293322245,293296141,"+",1,676154743,"5","5","chromosome","Named chromosome",293.296141
"Infection within diets","LOC126273028","NC_064924.1",256831933,257237382,257034657.5,"+",1,676154743,"5","5","chromosome","Named chromosome",257.0346575
"Infection within diets","LOC126273060","NC_064924.1",59302067,59324933,59313500,"+",1,676154743,"5","5","chromosome","Named chromosome",59.3135
"Infection within diets","LOC126273130","NC_064920.1",868233229,868467435,868350332,"+",1,1209568729,"1","1","chromosome","Named chromosome",868.350332
"Infection within diets","LOC126273149","NC_064920.1",868591808,868869594,868730701,"-",1,1209568729,"1","1","chromosome","Named chromosome",868.730701
"Infection within diets","LOC126273166","NC_064924.1",565976370,566001738,565989054,"-",1,676154743,"5","5","chromosome","Named chromosome",565.989054
"Infection within diets","LOC126273192","NC_064924.1",660177844,660594399,660386121.5,"+",1,676154743,"5","5","chromosome","Named chromosome",660.3861215
"Infection within diets","LOC126273222","NC_064924.1",58973296,58996256,58984776,"-",1,676154743,"5","5","chromosome","Named chromosome",58.984776
"Infection within diets","LOC126273250","NC_064924.1",112886729,112931198,112908963.5,"+",1,676154743,"5","5","chromosome","Named chromosome",112.9089635
"Infection within diets","LOC126273297","NC_064924.1",237001422,237113874,237057648,"+",1,676154743,"5","5","chromosome","Named chromosome",237.057648
"Infection within diets","LOC126273348","NC_064924.1",376228344,376390340,376309342,"-",1,676154743,"5","5","chromosome","Named chromosome",376.309342
"Infection within diets","LOC126273393","NC_064924.1",483796801,483902579,483849690,"+",1,676154743,"5","5","chromosome","Named chromosome",483.84969
"Infection within diets","LOC126273412","NC_064924.1",573253962,573379032,573316497,"-",1,676154743,"5","5","chromosome","Named chromosome",573.316497
"Infection within diets","LOC126273757","NC_064920.1",892284787,892399420,892342103.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",892.3421035
"Infection within diets","LOC126273784","NC_064920.1",892913394,893123398,893018396,"+",1,1209568729,"1","1","chromosome","Named chromosome",893.018396
"Infection within diets","LOC126274965","NC_064920.1",909869494,909979547,909924520.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",909.9245205
"Infection within diets","LOC126275296","NC_064920.1",934328311,934767015,934547663,"+",1,1209568729,"1","1","chromosome","Named chromosome",934.547663
"Infection within diets","LOC126275497","NC_064920.1",939579187,939774830,939677008.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",939.6770085
"Infection within diets","LOC126275742","NC_064920.1",824283117,824461607,824372362,"-",1,1209568729,"1","1","chromosome","Named chromosome",824.372362
"Infection within diets","LOC126276055","NC_064920.1",824667473,824827134,824747303.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",824.7473035
"Infection within diets","LOC126276381","NC_064920.1",962561143,962563840,962562491.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",962.5624915
"Infection within diets","LOC126276633","NC_064920.1",968871812,968880593,968876202.5,"-",1,1209568729,"1","1","chromosome","Named chromosome",968.8762025
"Infection within diets","LOC126276951","NC_064920.1",973213617,973236632,973225124.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",973.2251245
"Infection within diets","LOC126277383","NC_064920.1",977891021,977897984,977894502.5,"+",1,1209568729,"1","1","chromosome","Named chromosome",977.8945025
"Infection within diets","LOC126277867","NC_064920.1",986175913,986682789,986429351,"+",1,1209568729,"1","1","chromosome","Named chromosome",986.429351
"Infection within diets","LOC126277903","NC_064925.1",219418846,219440702,219429774,"-",1,594873984,"6","6","chromosome","Named chromosome",219.429774
"Infection within diets","LOC126277947","NC_064925.1",520023267,520042862,520033064.5,"-",1,594873984,"6","6","chromosome","Named chromosome",520.0330645
"Infection within diets","LOC126277955","NC_064925.1",86845822,87969642,87407732,"+",1,594873984,"6","6","chromosome","Named chromosome",87.407732
"Infection within diets","LOC126277968","NC_064925.1",417392276,417592046,417492161,"+",1,594873984,"6","6","chromosome","Named chromosome",417.492161
"Infection within diets","LOC126277999","NC_064925.1",389183208,389347963,389265585.5,"-",1,594873984,"6","6","chromosome","Named chromosome",389.2655855
"Infection within diets","LOC126278002","NC_064925.1",521079816,521352534,521216175,"+",1,594873984,"6","6","chromosome","Named chromosome",521.216175
"Infection within diets","LOC126278009","NC_064925.1",209769447,210908052,210338749.5,"+",1,594873984,"6","6","chromosome","Named chromosome",210.3387495
"Infection within diets","LOC126278049","NC_064925.1",76207419,76484733,76346076,"+",1,594873984,"6","6","chromosome","Named chromosome",76.346076
"Infection within diets","LOC126278061","NC_064925.1",138724691,138832760,138778725.5,"+",1,594873984,"6","6","chromosome","Named chromosome",138.7787255
"Infection within diets","LOC126278068","NC_064925.1",387182259,387337250,387259754.5,"+",1,594873984,"6","6","chromosome","Named chromosome",387.2597545
"Infection within diets","LOC126278069","NC_064920.1",852816643,853198285,853007464,"-",1,1209568729,"1","1","chromosome","Named chromosome",853.007464
"Infection within diets","LOC126278109","NC_064925.1",82898387,83020097,82959242,"-",1,594873984,"6","6","chromosome","Named chromosome",82.959242
