"gene_id","Infection within diets","Diet DEGs in controls","Diet DEGs in infected","Infection vs control","intersection"
"LOC126266590",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126266596",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266597",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126266599",TRUE,TRUE,FALSE,FALSE,"Infection within diets + Diet DEGs in controls"
"LOC126266610",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266626",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126266629",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266641",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266645",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126266649",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266656",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266657",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266662",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266672",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266674",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266675",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266677",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126266679",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266685",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266696",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266713",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266714",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266725",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266728",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266744",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266746",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266748",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266749",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266750",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266751",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266752",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266759",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266760",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266765",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126266779",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126266789",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266799",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266804",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126266817",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126266819",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266822",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266824",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266827",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266828",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126266829",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126266830",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266832",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266835",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266840",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126266841",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266859",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266862",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126266870",FALSE,TRUE,FALSE,FALSE,"Diet DEGs in controls"
"LOC126266886",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126266899",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266911",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266913",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266928",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126266938",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266948",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266958",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266976",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126266980",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126266982",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266984",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126266985",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126266988",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267000",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267002",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267006",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267013",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267016",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267019",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267038",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267041",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267042",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267056",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267060",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267061",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267073",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267080",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267081",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267104",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267107",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267114",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126267115",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267118",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267127",TRUE,TRUE,FALSE,FALSE,"Infection within diets + Diet DEGs in controls"
"LOC126267131",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267133",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267139",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267148",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267150",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267153",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267154",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267159",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267162",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267163",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267166",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267172",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267179",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267190",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267194",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267195",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267214",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267215",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267216",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267217",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267222",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267226",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267234",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267237",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267242",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267247",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267253",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267259",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267263",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267265",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267275",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267276",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267280",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267295",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267306",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267308",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267313",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267315",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267322",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267332",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267333",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267343",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267351",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267355",FALSE,TRUE,TRUE,FALSE,"Diet DEGs in controls + Diet DEGs in infected"
"LOC126267391",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267392",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267400",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267422",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267423",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267430",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267432",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267439",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267442",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267449",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126267452",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267456",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267460",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267462",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267464",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267471",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267472",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267473",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267477",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267502",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267503",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267514",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267518",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267521",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267535",TRUE,TRUE,FALSE,TRUE,"Infection within diets + Diet DEGs in controls + Infection vs control"
"LOC126267543",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267545",TRUE,TRUE,FALSE,TRUE,"Infection within diets + Diet DEGs in controls + Infection vs control"
"LOC126267557",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267568",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267571",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267575",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267581",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267583",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267614",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267627",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267629",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267652",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267666",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267676",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267685",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267690",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267711",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267743",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267755",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267772",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267773",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267774",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126267788",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267793",FALSE,TRUE,FALSE,FALSE,"Diet DEGs in controls"
"LOC126267794",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267795",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267806",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267829",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267844",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267861",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267870",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126267876",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267877",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267884",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267894",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267912",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267915",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267916",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267932",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267933",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267934",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267936",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126267939",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267952",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267953",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267970",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267971",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267973",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267978",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267979",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126267980",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267981",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267982",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267984",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267985",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126267997",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268014",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268015",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268018",FALSE,TRUE,TRUE,FALSE,"Diet DEGs in controls + Diet DEGs in infected"
"LOC126268019",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268023",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268026",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268028",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268031",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126268038",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268068",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268069",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268085",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268088",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268093",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126268096",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268097",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268099",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268114",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268125",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268126",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268128",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268132",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268133",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268146",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268148",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268155",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268161",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126268164",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268170",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126268172",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126268173",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126268174",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268175",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268182",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268198",TRUE,TRUE,FALSE,FALSE,"Infection within diets + Diet DEGs in controls"
"LOC126268199",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268200",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268205",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268218",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268219",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268236",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126268239",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268318",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268397",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268518",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268712",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126268728",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126269044",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126269255",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126269352",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126269368",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126269384",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126269416",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126269432",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126269513",FALSE,TRUE,FALSE,FALSE,"Diet DEGs in controls"
"LOC126269609",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126269651",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126269762",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126269845",FALSE,TRUE,TRUE,FALSE,"Diet DEGs in controls + Diet DEGs in infected"
"LOC126269980",FALSE,FALSE,TRUE,FALSE,"Diet DEGs in infected"
"LOC126269996",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126270012",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126270294",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126270553",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126270657",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126270956",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126271206",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271434",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271480",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271496",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271532",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271618",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271634",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271650",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126271709",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271849",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271850",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271851",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126271869",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126271871",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126271872",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126271883",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271895",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271905",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126271907",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126271908",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126271913",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126271919",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126271923",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271928",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271934",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271944",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126271945",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271949",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271954",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126271955",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271968",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126271975",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126271991",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126272019",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126272024",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126272038",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126272041",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126272046",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126272078",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126272080",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126272082",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126272088",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126272094",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126272096",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126272107",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126272116",TRUE,FALSE,TRUE,FALSE,"Infection within diets + Diet DEGs in infected"
"LOC126272122",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126272126",TRUE,FALSE,FALSE,TRUE,"Infection within diets + Infection vs control"
"LOC126272129",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126272130",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126272139",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
"LOC126272144",TRUE,FALSE,TRUE,TRUE,"Infection within diets + Diet DEGs in infected + Infection vs control"
"LOC126272145",FALSE,FALSE,FALSE,TRUE,"Infection vs control"
"LOC126272146",TRUE,FALSE,FALSE,FALSE,"Infection within diets"
