"DEG_family","gene_id","Description","gene_biotype","eggNOG_Description","eggNOG_name","GOs","KEGG_ko","KEGG_Pathway","PFAMs","annotation_text","base_physiology_theme","phase_related","phase_reference_source","physiology_theme"
"Infection within diets","LOC126266725","probable cytochrome P450 301a1, mitochondrial","protein_coding","Cytochrome P450","","","","","","probable cytochrome P450 301a1, mitochondrial | Cytochrome P450 | | |","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Infection within diets","LOC126266728","major facilitator superfamily domain-containing protein 12-like","protein_coding","Major facilitator superfamily domain-containing protein 12-like","","","","","MFS_2","major facilitator superfamily domain-containing protein 12-like | Major facilitator superfamily domain-containing protein 12-like | | MFS_2 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266748","L-asparaginase-like","protein_coding","It is involved in the biological process described with cellular amino acid metabolic process","","GO:0003674,GO:0003824,GO:0004067,GO:0006082,GO:0006520,GO:0006528,GO:0006530,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009064,GO:0009065,GO:0009066,GO:0009068,GO:0009987,GO:0016054,GO:0016787,GO:0016810,GO:0016811,GO:0019752,GO:0032787,GO:0034641,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0071704,GO:0072329,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606","ko:K13278","","Ank_2,Ank_3,Asparaginase","L-asparaginase-like | It is involved in the biological process described with cellular amino acid metabolic process | | Ank_2,Ank_3,Asparaginase |","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126266750","uncharacterized LOC126266750","lncRNA",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126266750 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Thorax phase DEG","Other / unannotated genes"
"Infection within diets","LOC126266751","uncharacterized LOC126266751","lncRNA",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126266751 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266759","uncharacterized LOC126266759","protein_coding","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","","","ko:K01446","","Amidase_2","uncharacterized LOC126266759 | N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process | | Amidase_2 |","Immune-related",FALSE,"Not phase-related","Immune-related"
"Infection within diets","LOC126266760","peptidoglycan recognition protein-like","protein_coding","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","","","ko:K01446","","Amidase_2","peptidoglycan recognition protein-like | N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process | | Amidase_2 |","Immune-related",FALSE,"Not phase-related","Immune-related"
"Infection within diets","LOC126266789","uncharacterized LOC126266789","lncRNA",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126266789 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266822","probable cytochrome P450 4aa1","protein_coding","heme binding. It is involved in the biological process described with oxidation-reduction process","","","ko:K15001","","p450","probable cytochrome P450 4aa1 | heme binding. It is involved in the biological process described with oxidation-reduction process | | p450 |","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Infection within diets","LOC126266832","protein jagged-1b","protein_coding","Notch ligand involved in the mediation of Notch signaling","Ser","GO:0000278,GO:0001654,GO:0001745,GO:0002009,GO:0002164,GO:0002165,GO:0002168,GO:0002376,GO:0002520,GO:0002682,GO:0002683,GO:0003002,GO:0003674,GO:0005102,GO:0005112,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0007049,GO:0007154,GO:0007165,GO:0007166,GO:0007219,GO:0007267,GO:0007275,GO:0007389,GO:0007399,GO:0007423,GO:0007431,GO:0007435,GO:0007436,GO:0007444,GO:0007447,GO:0007450,GO:0007451,GO:0007472,GO:0007476,GO:0007478,GO:0007480,GO:0007552,GO:0007560,GO:0008150,GO:0008283,GO:0008593,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009953,GO:0009966,GO:0009968,GO:0009986,GO:0009987,GO:0010646,GO:0010648,GO:0014009,GO:0016020,GO:0016021,GO:0016324,GO:0016330,GO:0019827,GO:0022008,GO:0022612,GO:0023051,GO:0023052,GO:0023057,GO:0030097,GO:0030154,GO:0030424,GO:0030673,GO:0030718,GO:0031224,GO:0031252,GO:0031253,GO:0031256,GO:0032501,GO:0032502,GO:0032589,GO:0033267,GO:0035017,GO:0035107,GO:0035114,GO:0035120,GO:0035161,GO:0035166,GO:0035167,GO:0035168,GO:0035170,GO:0035203,GO:0035204,GO:0035214,GO:0035218,GO:0035220,GO:0035239,GO:0035272,GO:0035282,GO:0035285,GO:0035295,GO:0036011,GO:0042063,GO:0042335,GO:0042386,GO:0042688,GO:0042689,GO:0042995,GO:0043005,GO:0044304,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0045165,GO:0045168,GO:0045177,GO:0045595,GO:0045596,GO:0045610,GO:0045611,GO:0045613,GO:0045614,GO:0045746,GO:0046331,GO:0048513,GO:0048519,GO:0048523,GO:0048534,GO:0048542,GO:0048563,GO:0048569,GO:0048580,GO:0048581,GO:0048583,GO:0048585,GO:0048592,GO:0048707,GO:0048729,GO:0048731,GO:0048732,GO:0048736,GO:0048737,GO:0048749,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051239,GO:0051241,GO:0051716,GO:0060429,GO:0060562,GO:0065007,GO:0071944,GO:0090596,GO:0097458,GO:0098590,GO:0098727,GO:0120025,GO:0120038,GO:1903706,GO:1903707,GO:2000026","ko:K06052","ko01522,ko04330,ko04371,ko04658,ko04668,ko05165,ko05200,ko05224,map01522,map04330,map04371,map04658,map04668,map05165,map05200,map05224","DSL,EGF,EGF_2,EGF_CA,MNNL,hEGF","protein jagged-1b | Notch ligand involved in the mediation of Notch signaling | Ser | DSL,EGF,EGF_2,EGF_CA,MNNL,hEGF | ko01522,ko04330,ko04371,ko04658,ko04668,ko05165,ko05200,ko05224,map01522,map04330,map04371,map04658,map04668,map05165,map05200,map05224","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266835","uncharacterized LOC126266835","protein_coding","","","","","","","uncharacterized LOC126266835 | | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266859","mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog","protein_coding","Caspase domain","","","ko:K07369","ko04064,ko04660,ko04662,ko05152,map04064,map04660,map04662,map05152","Ig_3,Peptidase_C14","mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog | Caspase domain | | Ig_3,Peptidase_C14 | ko04064,ko04660,ko04662,ko05152,map04064,map04660,map04662,map05152","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266862","UNC93-like protein","protein_coding","Ion channel regulatory protein UNC-93","","","","","","UNC93-like protein | Ion channel regulatory protein UNC-93 | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266899","serine protease snake-like","protein_coding","Belongs to the peptidase S1 family","","","","","Trypsin","serine protease snake-like | Belongs to the peptidase S1 family | | Trypsin |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266913","serine/arginine repetitive matrix protein 1-like","protein_coding","","","","","","","serine/arginine repetitive matrix protein 1-like | | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266938","uncharacterized LOC126266938","protein_coding",NA,NA,NA,NA,NA,NA,"uncharacterized LOC126266938 | NA | NA | NA | NA","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266948","proteasome activator complex subunit 4-like","protein_coding","Proteasome-substrate-size regulator, mid region","","","ko:K06699","ko03050,map03050","BLM10_mid,DUF3437","proteasome activator complex subunit 4-like | Proteasome-substrate-size regulator, mid region | | BLM10_mid,DUF3437 | ko03050,map03050","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266958","uncharacterized LOC126266958","protein_coding","Domain present in PSD-95, Dlg, and ZO-1/2.","","","","","PDZ","uncharacterized LOC126266958 | Domain present in PSD-95, Dlg, and ZO-1/2. | | PDZ |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126266982","acidic mammalian chitinase-like","protein_coding","It is involved in the biological process described with carbohydrate metabolic process","","","","","","acidic mammalian chitinase-like | It is involved in the biological process described with carbohydrate metabolic process | | |","Other / unannotated genes",FALSE,"Head phase DEG","Other / unannotated genes"
"Infection within diets","LOC126267002","uncharacterized LOC126267002","protein_coding","Domain of unknown function (DUF1989)","","","","","DUF1989","uncharacterized LOC126267002 | Domain of unknown function (DUF1989) | | DUF1989 |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267038","signal transducer and activator of transcription 5A","protein_coding","Signal transducer and activator of transcription","","GO:0000003,GO:0000902,GO:0000904,GO:0000981,GO:0000982,GO:0001077,GO:0001228,GO:0001654,GO:0001667,GO:0001672,GO:0001709,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002164,GO:0002165,GO:0002230,GO:0002237,GO:0002376,GO:0002520,GO:0002682,GO:0002683,GO:0002697,GO:0002759,GO:0002831,GO:0002832,GO:0002920,GO:0002921,GO:0003002,GO:0003006,GO:0003008,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005102,GO:0005126,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006928,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0007154,GO:0007165,GO:0007259,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007293,GO:0007297,GO:0007298,GO:0007350,GO:0007379,GO:0007389,GO:0007399,GO:0007423,GO:0007424,GO:0007425,GO:0007442,GO:0007444,GO:0007455,GO:0007472,GO:0007476,GO:0007525,GO:0007526,GO:0007530,GO:0007538,GO:0007552,GO:0007560,GO:0007610,GO:0007611,GO:0007613,GO:0007616,GO:0008150,GO:0008152,GO:0008283,GO:0008284,GO:0008348,GO:0009058,GO:0009059,GO:0009314,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009653,GO:0009790,GO:0009791,GO:0009880,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009898,GO:0009987,GO:0010033,GO:0010165,GO:0010212,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010631,GO:0010638,GO:0010847,GO:0016020,GO:0016043,GO:0016070,GO:0016324,GO:0016477,GO:0017145,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019827,GO:0019953,GO:0022412,GO:0022414,GO:0023052,GO:0030097,GO:0030154,GO:0030707,GO:0030713,GO:0030718,GO:0030720,GO:0030855,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031445,GO:0031453,GO:0032101,GO:0032102,GO:0032496,GO:0032501,GO:0032502,GO:0032504,GO:0032774,GO:0032989,GO:0033043,GO:0033044,GO:0033993,GO:0034641,GO:0034645,GO:0034654,GO:0035019,GO:0035107,GO:0035114,GO:0035120,GO:0035166,GO:0035167,GO:0035168,GO:0035171,GO:0035172,GO:0035214,GO:0035220,GO:0035239,GO:0035282,GO:0035295,GO:0035556,GO:0040011,GO:0042078,GO:0042127,GO:0042221,GO:0042386,GO:0042387,GO:0042393,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043696,GO:0043697,GO:0043900,GO:0043901,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0044703,GO:0045165,GO:0045177,GO:0045595,GO:0045596,GO:0045799,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0048103,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048542,GO:0048546,GO:0048563,GO:0048565,GO:0048569,GO:0048583,GO:0048585,GO:0048609,GO:0048646,GO:0048707,GO:0048729,GO:0048731,GO:0048732,GO:0048736,GO:0048737,GO:0048749,GO:0048856,GO:0048869,GO:0048870,GO:0050688,GO:0050691,GO:0050776,GO:0050777,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050890,GO:0050896,GO:0051093,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051179,GO:0051252,GO:0051254,GO:0051301,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0055123,GO:0060255,GO:0060429,GO:0060541,GO:0060562,GO:0061061,GO:0061525,GO:0065007,GO:0070887,GO:0071214,GO:0071216,GO:0071219,GO:0071222,GO:0071310,GO:0071396,GO:0071478,GO:0071479,GO:0071481,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0080134,GO:0090130,GO:0090132,GO:0090304,GO:0097159,GO:0097659,GO:0097696,GO:0098552,GO:0098562,GO:0098590,GO:0098592,GO:0098727,GO:0104004,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901700,GO:1901701,GO:1902275,GO:1902680,GO:1903506,GO:1903508,GO:1905269,GO:2000112,GO:2000736,GO:2000737,GO:2001141,GO:2001252","ko:K11224","ko04012,ko04062,ko04217,ko04630,ko04658,ko04659,ko04917,ko04933,ko05161,ko05162,ko05166,ko05200,ko05203,ko05220,ko05221,ko05223,map04012,map04062,map04217,map04630,map04658,map04659,map04917,map04933,map05161,map05162,map05166,map05200,map05203,map05220,map05221,map05223","SH2,STAT_alpha,STAT_bind,STAT_int","signal transducer and activator of transcription 5A | Signal transducer and activator of transcription | | SH2,STAT_alpha,STAT_bind,STAT_int | ko04012,ko04062,ko04217,ko04630,ko04658,ko04659,ko04917,ko04933,ko05161,ko05162,ko05166,ko05200,ko05203,ko05220,ko05221,ko05223,map04012,map04062,map04217,map04630,map04658,map04659,map04917,map04933,map05161,map05162,map05166,map05200,map05203,map05220,map05221,map05223","Immune-related",FALSE,"Not phase-related","Immune-related"
"Infection within diets","LOC126267061","peptidoglycan recognition protein 1-like","protein_coding","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","PGRPLA","GO:0000270,GO:0002376,GO:0003674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009253,GO:0009605,GO:0009607,GO:0009617,GO:0016020,GO:0016021,GO:0030203,GO:0031224,GO:0031226,GO:0042834,GO:0043170,GO:0043207,GO:0044425,GO:0044459,GO:0044464,GO:0045087,GO:0050896,GO:0051704,GO:0051707,GO:0071704,GO:0071944,GO:0097367,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575","ko:K01446","","Amidase_2","peptidoglycan recognition protein 1-like | Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. | PGRPLA | Amidase_2 |","Antimicrobial peptides",FALSE,"Not phase-related","Antimicrobial peptides"
"Infection within diets","LOC126267080","probable cytochrome P450 301a1, mitochondrial","protein_coding","Cytochrome P450","","","","","","probable cytochrome P450 301a1, mitochondrial | Cytochrome P450 | | |","Detoxification / stress",FALSE,"Not phase-related","Detoxification / stress"
"Infection within diets","LOC126267154","uncharacterized LOC126267154","protein_coding","","","","","","","uncharacterized LOC126267154 | | | |","Other / unannotated genes",FALSE,"Not phase-related","Other / unannotated genes"
"Infection within diets","LOC126267162","uncharacterized LOC126267162","protein_coding","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","PGRPLC","","ko:K01446","","Amidase_2","uncharacterized LOC126267162 | Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme. | PGRPLC | Amidase_2 |","Antimicrobial peptides",FALSE,"Not phase-related","Antimicrobial peptides"
