"gene_id","candidate_theme","Preferred_name","Description","PFAMs","DEG_sets","log2FC_by_diet","min_padj","max_abs_log2FC","KEGG_Pathway"
"LOC126354003","Detoxification / oxidative stress","HPX5","Animal haem peroxidase","An_peroxidase","Diet 50","Diet 50=-1.4",0.0362,1.4,"-"
"LOC126272939","Detoxification / oxidative stress","-","cytochrome p450","-","Diet 50","Diet 50=1.14",0.0368,1.14,"-"
"LOC126354378","Detoxification / oxidative stress","-","cytochrome P450","-","Diet 50","Diet 50=2.58",0.0371,2.58,"-"
"LOC126291849","Detoxification / oxidative stress","-","heme binding. It is involved in the biological process described with response to oxidative stress","An_peroxidase","Diet 50","Diet 50=1.26",0.0379,1.26,"-"
"LOC126272146","Detoxification / oxidative stress","-","heme binding. It is involved in the biological process described with oxidation-reduction process","p450","Diet 83","Diet 83=1.09",0.0412,1.09,"-"
"LOC126267080","Detoxification / oxidative stress","-","Cytochrome P450","-","Diet 33","Diet 33=-1.46",0.0458,1.46,"-"
"LOC126335044","Detoxification / oxidative stress","-","heme binding. It is involved in the biological process described with oxidation-reduction process","p450","Diet 83","Diet 83=-1.18",0.0465,1.18,"-"
"LOC126355939","Endocrine / nutrient metabolism","-","amino acid transporter","Aa_trans","Diet 50; Diet 33; Diet 83","Diet 50=6.42; Diet 33=5.19; Diet 83=4.31",8.19e-16,6.42,"ko04138,map04138"
"LOC126337056","Endocrine / nutrient metabolism","-","Juvenile hormone binding protein domains in insects.","JHBP","Diet 50; Diet 33; Diet 83","Diet 50=-3.52; Diet 33=-2.5; Diet 83=-2.35",1.71e-10,3.52,"-"
"LOC126267114","Endocrine / nutrient metabolism","-","juvenile hormone acid methyltransferase activity","-","Diet 50; Diet 83","Diet 50=8.85; Diet 83=7.63",3.19e-09,8.85,"-"
"LOC126355940","Endocrine / nutrient metabolism","-","amino acid transporter","Aa_trans","Diet 50; Diet 33; Diet 83","Diet 50=3.77; Diet 33=2.58; Diet 83=2.89",7.04e-09,3.77,"ko04138,map04138"
"LOC126365745","Endocrine / nutrient metabolism","Th","Biopterin-dependent aromatic amino acid hydroxylase","Biopterin_H,Ras","Diet 50; Diet 33; Diet 83","Diet 50=5.39; Diet 33=2.71; Diet 83=2.93",6.09e-07,5.39,"ko00350,ko00790,ko00950,ko01100,ko04728,ko04917,ko05012,ko05030,ko05031,ko05034,map00350,map00790,map00950,map01100,map04728,map04917,map05012,map05030,map05031,map05034"
"LOC126337058","Endocrine / nutrient metabolism","-","Juvenile hormone binding protein domains in insects.","JHBP","Diet 33; Diet 50","Diet 33=-3.22; Diet 50=-1.59",4.22e-06,3.22,"-"
"LOC126353927","Endocrine / nutrient metabolism","-","amino acid transmembrane transporter activity. It is involved in the biological process described with amino acid transmembrane transport","AA_permease_2,AA_permease_C","Diet 50; Diet 33; Diet 83","Diet 50=3.01; Diet 33=2.58; Diet 83=2.58",2.17e-05,3.01,"-"
"LOC126354788","Endocrine / nutrient metabolism","-","amino acid transporter","Aa_trans","Diet 50; Diet 33","Diet 50=5.11; Diet 33=2.83",8.76e-05,5.11,"ko04138,map04138"
"LOC126356065","Endocrine / nutrient metabolism","-","cationic amino acid transporter","AA_permease_2","Diet 50","Diet 50=1.74",8.8e-05,1.74,"-"
"LOC126328393","Endocrine / nutrient metabolism","-","Juvenile hormone binding protein domains in insects.","JHBP","Diet 83; Diet 50","Diet 83=-3.46; Diet 50=-1.88",0.000129,3.46,"-"
"LOC126354582","Endocrine / nutrient metabolism","-","amino acid transmembrane transporter activity. It is involved in the biological process described with amino acid transmembrane transport","AA_permease_2,AA_permease_C,LRR_8","Diet 50","Diet 50=3.17",0.000164,3.17,"ko04621,map04621"
"LOC126353933","Endocrine / nutrient metabolism","Tdc1","carboxy-lyase activity. It is involved in the biological process described with cellular amino acid metabolic process","Pyridoxal_deC","Diet 50; Diet 83","Diet 50=2.2; Diet 83=2.23",0.000233,2.23,"ko00350,map00350"
"LOC126299466","Endocrine / nutrient metabolism","-","Transmembrane amino acid transporter protein","Aa_trans","Diet 83; Diet 33; Diet 50","Diet 83=2.1; Diet 33=1.41; Diet 50=1.26",0.000265,2.1,"ko04150,map04150"
"LOC126353931","Endocrine / nutrient metabolism","-","amino acid transmembrane transporter activity. It is involved in the biological process described with amino acid transmembrane transport","AA_permease_2,AA_permease_C","Diet 33; Diet 50; Diet 83","Diet 33=2.68; Diet 50=2.62; Diet 83=2.58",0.000269,2.68,"-"
"LOC126266748","Endocrine / nutrient metabolism","-","It is involved in the biological process described with cellular amino acid metabolic process","Ank_2,Ank_3,Asparaginase","Diet 33; Diet 50","Diet 33=1.58; Diet 50=1.31",0.000275,1.58,"-"
"LOC126298679","Endocrine / nutrient metabolism","-","amino acid transmembrane transporter activity. It is involved in the biological process described with amino acid transmembrane transport","AA_permease_2","Diet 50; Diet 83","Diet 50=2.48; Diet 83=2.36",0.000277,2.48,"ko04974,map04974"
"LOC126298221","Endocrine / nutrient metabolism","-","Amino acid binding. It is involved in the biological process described with metabolic process","ACT,PALP","Diet 50","Diet 50=-2.18",0.000439,2.18,"ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230"
"LOC126365925","Endocrine / nutrient metabolism","-","amino acid transporter","Aa_trans","Diet 50","Diet 50=2.69",0.000941,2.69,"ko04138,map04138"
"LOC126334613","Endocrine / nutrient metabolism","-","It is involved in the biological process described with cellular amino acid metabolic process","Beta_elim_lyase","Diet 33","Diet 33=1.1",0.00109,1.1,"ko00260,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map01100,map01110,map01120,map01130,map01230"
"LOC126293679","Endocrine / nutrient metabolism","-","Catalyzes juvenile hormone hydrolysis","EHN","Diet 50; Diet 33","Diet 50=-1.94; Diet 33=-1.66",0.00151,1.94,"ko00980,ko00981,ko04976,ko05204,map00980,map00981,map04976,map05204"
"LOC126271955","Endocrine / nutrient metabolism","Ddc","carboxy-lyase activity. It is involved in the biological process described with cellular amino acid metabolic process","Pyridoxal_deC","Diet 50; Diet 83","Diet 50=1.79; Diet 83=1.45",0.00208,1.79,"ko00350,ko00360,ko00380,ko00901,ko00950,ko00965,ko01100,ko01110,ko04726,ko04728,ko05030,ko05031,ko05034,map00350,map00360,map00380,map00901,map00950,map00965,map01100,map01110,map04726,map04728,map05030,map05031,map05034"
"LOC126336990","Endocrine / nutrient metabolism","-","Insulin-like growth factor binding. It is involved in the biological process described with regulation of cell growth","IGFBP","Diet 50","Diet 50=3",0.00275,3,"-"
"LOC126298882","Endocrine / nutrient metabolism","-","Aromatic amino acid lyase","DUF3534,Lyase_aromatic","Diet 83","Diet 83=-2.9",0.00281,2.9,"ko00340,ko01100,map00340,map01100"
"LOC126278890","Endocrine / nutrient metabolism","-","Vesicular inhibitory amino acid","Aa_trans","Diet 50","Diet 50=2.88",0.00304,2.88,"ko04721,ko04723,ko04727,ko05032,ko05033,map04721,map04723,map04727,map05032,map05033"
"LOC126297535","Endocrine / nutrient metabolism","-","amino acid transporter","SDF","Diet 50","Diet 50=1.24",0.00448,1.24,"-"
"LOC126335165","Endocrine / nutrient metabolism","-","juvenile hormone acid methyltransferase activity","-","Diet 50","Diet 50=1.23",0.00485,1.23,"-"
"LOC126272715","Endocrine / nutrient metabolism","Faa","Fumarylacetoacetase activity. It is involved in the biological process described with aromatic amino acid family metabolic process","FAA_hydrolase,FAA_hydrolase_N","Diet 83","Diet 83=-1.05",0.00603,1.05,"ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120"
"LOC126293680","Endocrine / nutrient metabolism","-","Catalyzes juvenile hormone hydrolysis","EHN","Diet 50","Diet 50=-1.19",0.00651,1.19,"ko00980,ko00981,ko04976,ko05204,map00980,map00981,map04976,map05204"
"LOC126343748","Endocrine / nutrient metabolism","-","Catalyzes juvenile hormone hydrolysis","EHN","Diet 83","Diet 83=-1.33",0.0104,1.33,"ko00980,ko00981,ko04976,ko05204,map00980,map00981,map04976,map05204"
"LOC126267115","Endocrine / nutrient metabolism","-","juvenile hormone acid methyltransferase activity","-","Diet 83","Diet 83=1.54",0.0131,1.54,"-"
"LOC126355886","Endocrine / nutrient metabolism","Tdc2","carboxy-lyase activity. It is involved in the biological process described with cellular amino acid metabolic process","Pyridoxal_deC","Diet 50","Diet 50=1.24",0.0133,1.24,"ko00350,map00350"
"LOC126335126","Endocrine / nutrient metabolism","-","juvenile hormone acid methyltransferase activity","-","Diet 50; Diet 83","Diet 50=1.21; Diet 83=1.22",0.0134,1.22,"-"
"LOC126354751","Endocrine / nutrient metabolism","-","amino acid transporter","Aa_trans","Diet 50","Diet 50=-2.36",0.0142,2.36,"ko04138,map04138"
"LOC126295311","Endocrine / nutrient metabolism","-","amino acid transmembrane transporter activity. It is involved in the biological process described with amino acid transmembrane transport","AA_permease_2,AA_permease_C","Diet 50","Diet 50=1.26",0.0144,1.26,"-"
"LOC126266685","Endocrine / nutrient metabolism","-","Transmembrane amino acid transporter protein","Aa_trans","Diet 33","Diet 33=1.51",0.0162,1.51,"ko04138,map04138"
"LOC126335147","Endocrine / nutrient metabolism","-","juvenile hormone acid methyltransferase activity","-","Diet 33","Diet 33=-2.09",0.0164,2.09,"-"
"LOC126354750","Endocrine / nutrient metabolism","-","amino acid transporter","Aa_trans","Diet 33","Diet 33=-3.06",0.0205,3.06,"ko04138,map04138"
"LOC126354753","Endocrine / nutrient metabolism","-","amino acid transporter","Aa_trans","Diet 50","Diet 50=-1.35",0.0249,1.35,"ko04138,map04138"
"LOC126284728","Endocrine / nutrient metabolism","-","Juvenile hormone binding protein domains in insects.","-","Diet 83","Diet 83=-2.83",0.0261,2.83,"-"
"LOC126324558","Endocrine / nutrient metabolism","-","Juvenile hormone binding protein domains in insects.","-","Diet 33","Diet 33=-1.59",0.0268,1.59,"-"
"LOC126343702","Endocrine / nutrient metabolism","-","Catalyzes juvenile hormone hydrolysis","EHN","Diet 50","Diet 50=-1.52",0.0438,1.52,"ko00980,ko00981,ko04976,ko05204,map00980,map00981,map04976,map05204"
"LOC126337059","Endocrine / nutrient metabolism","-","Juvenile hormone binding protein domains in insects.","JHBP","Diet 83","Diet 83=-1.31",0.0446,1.31,"-"
"LOC126354115","Endocrine / nutrient metabolism","Tdc1","carboxy-lyase activity. It is involved in the biological process described with cellular amino acid metabolic process","Pyridoxal_deC","Diet 50","Diet 50=1.1",0.0472,1.1,"ko00350,map00350"
"LOC126335463","Immune / defense","-","Belongs to the serpin family","-","Diet 50; Diet 33; Diet 83","Diet 50=6.88; Diet 33=5.33; Diet 83=5.05",6.41e-20,6.88,"-"
"LOC126285462","Immune / defense","-","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=2.97; Diet 33=2.28; Diet 83=2.05",1.11e-13,2.97,"-"
"LOC126267215","Immune / defense","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 50; Diet 83; Diet 33","Diet 50=5.58; Diet 83=4.99; Diet 33=4.15",1.44e-12,5.58,"-"
"LOC126271975","Immune / defense","-","Alpha-lactalbumin / lysozyme C","Lys","Diet 50; Diet 83; Diet 33","Diet 50=6.87; Diet 83=5.36; Diet 33=4.73",5.59e-12,6.87,"ko04970,map04970"
"LOC126266759","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=3.04; Diet 33=2.77; Diet 83=2.39",7.7e-11,3.04,"-"
"LOC126336325","Immune / defense","-","Knottins","Defensin_2","Diet 33; Diet 83; Diet 50","Diet 33=6.67; Diet 83=6.82; Diet 50=4.86",4.9e-10,6.82,"ko04624,map04624"
"LOC126266760","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=2.63; Diet 33=1.89; Diet 83=1.85",7.94e-10,2.63,"-"
"LOC126268068","Immune / defense","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=2.76; Diet 33=2.05; Diet 83=1.8",8.37e-10,2.76,"-"
"LOC126267163","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=3.58; Diet 33=3.39; Diet 83=2.71",1.97e-09,3.58,"-"
"LOC126267162","Immune / defense","PGRPLC","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 83; Diet 50; Diet 33","Diet 83=2.17; Diet 50=1.87; Diet 33=1.69",2.6e-09,2.17,"-"
"LOC126267652","Immune / defense","PGRPLA","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=3.09; Diet 33=2.38; Diet 83=1.82",2.65e-09,3.09,"-"
"LOC126267216","Immune / defense","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 50; Diet 83; Diet 33","Diet 50=4.58; Diet 83=3.08; Diet 33=2.66",4.18e-09,4.58,"-"
"LOC126267343","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=2.15; Diet 33=1.46; Diet 83=1.63",1.65e-08,2.15,"-"
"LOC126343175","Immune / defense","Tsf1","Transferrins are iron binding transport proteins which bind Fe(3 ) ion in association with the binding of an anion, usually bicarbonate","Transferrin","Diet 50; Diet 33; Diet 83","Diet 50=3.48; Diet 33=2.28; Diet 83=2.25",2.1e-08,3.48,"-"
"LOC126278177","Immune / defense","-","polypeptide N-acetylgalactosaminyltransferase","Glycos_transf_2,Ricin_B_lectin","Diet 83; Diet 50; Diet 33","Diet 83=1.7; Diet 50=1.42; Diet 33=1.28",5.46e-07,1.7,"ko00512,ko01100,map00512,map01100"
"LOC126365918","Immune / defense","PGRPLA","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Diet 50; Diet 33; Diet 83","Diet 50=1.7; Diet 33=1.06; Diet 83=1.01",6.29e-07,1.7,"-"
"LOC126335468","Immune / defense","-","Belongs to the serpin family","-","Diet 50; Diet 33","Diet 50=3.62; Diet 33=2.99",6.53e-07,3.62,"-"
"LOC126272961","Immune / defense","-","Tumour necrosis factor family.","TNF","Diet 33; Diet 83; Diet 50","Diet 33=2.21; Diet 83=1.7; Diet 50=1.46",1.13e-06,2.21,"ko04013,ko04214,ko04391,map04013,map04214,map04391"
"LOC126335467","Immune / defense","-","Belongs to the serpin family","-","Diet 50; Diet 33","Diet 50=2.44; Diet 33=1.13",2.1e-06,2.44,"-"
"LOC126335288","Immune / defense","-","polypeptide N-acetylgalactosaminyltransferase","Glyco_transf_7C,Glycos_transf_2,Ricin_B_lectin","Diet 33; Diet 83; Diet 50","Diet 33=1.56; Diet 83=1.76; Diet 50=1.17",3.26e-06,1.76,"ko00512,ko01100,map00512,map01100"
"LOC126335547","Immune / defense","-","Belongs to the serpin family","Serpin","Diet 83; Diet 50; Diet 33","Diet 83=2.94; Diet 50=2.65; Diet 33=2.4",4.97e-06,2.94,"ko05146,map05146"
"LOC126284463","Immune / defense","-","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","-","Diet 50; Diet 83","Diet 50=3.55; Diet 83=2.54",5.52e-06,3.55,"-"
"LOC126335470","Immune / defense","-","Belongs to the serpin family","-","Diet 50; Diet 33; Diet 83","Diet 50=1.85; Diet 33=1.4; Diet 83=1.27",1.51e-05,1.85,"-"
"LOC126341434","Immune / defense","-","Transferase activity, transferring phosphorus-containing groups","-","Diet 33; Diet 50; Diet 83","Diet 33=2.01; Diet 50=1.83; Diet 83=1.65",4.53e-05,2.01,"-"
"LOC126323134","Immune / defense","-","Attacin, C-terminal region","Attacin_C","Diet 83; Diet 33","Diet 83=7.11; Diet 33=4.41",7.28e-05,7.11,"-"
"LOC126335545","Immune / defense","-","Belongs to the serpin family","Serpin","Diet 50; Diet 83; Diet 33","Diet 50=3.01; Diet 83=2.87; Diet 33=2.27",8.62e-05,3.01,"ko05146,map05146"
"LOC126271991","Immune / defense","-","It is involved in the biological process described with","IMD","Diet 50","Diet 50=1.04",0.000123,1.04,"-"
"LOC126323151","Immune / defense","-","Attacin, C-terminal region","Attacin_C","Diet 83","Diet 83=9.05",0.000123,9.05,"-"
"LOC126336738","Immune / defense","-","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","-","Diet 50; Diet 83; Diet 33","Diet 50=3.91; Diet 83=3.17; Diet 33=2.73",0.00018,3.91,"-"
"LOC126336076","Immune / defense","-","Belongs to the serpin family","-","Diet 50; Diet 33","Diet 50=2.55; Diet 33=1.66",0.000247,2.55,"-"
"LOC126298901","Immune / defense","SRPN12","Belongs to the serpin family","Serpin","Diet 83; Diet 50","Diet 83=5.08; Diet 50=-2.7",0.000316,5.08,"-"
"LOC126335546","Immune / defense","-","Belongs to the serpin family","Serpin","Diet 50; Diet 83; Diet 33","Diet 50=1.81; Diet 83=1.67; Diet 33=1.29",0.000345,1.81,"ko05146,map05146"
"LOC126335472","Immune / defense","-","Belongs to the serpin family","-","Diet 83; Diet 33; Diet 50","Diet 83=2.2; Diet 33=1.86; Diet 50=1.61",0.000448,2.2,"-"
"LOC126267876","Immune / defense","LYSC6","C-Type Lysozyme (multi-lysozyme domain protein)","Lys","Diet 50; Diet 83","Diet 50=2.43; Diet 83=2.41",0.000457,2.43,"ko04970,map04970"
"LOC126299096","Immune / defense","-","Transferase activity, transferring acyl groups other than amino-acyl groups","Acyl_transf_3","Diet 50","Diet 50=-2.09",0.00066,2.09,"-"
"LOC126284857","Immune / defense","-","transferase activity, transferring hexosyl groups. It is involved in the biological process described with metabolic process","-","Diet 83; Diet 33; Diet 50","Diet 83=1.78; Diet 33=1.31; Diet 50=1.12",0.000685,1.78,"-"
"LOC126335291","Immune / defense","-","Ricin-type beta-trefoil","Glycos_transf_2,Ricin_B_lectin","Diet 33","Diet 33=1.21",0.000729,1.21,"ko00512,ko01100,map00512,map01100"
"LOC126273193","Immune / defense","-","carbohydrate binding","Lectin_C","Diet 50","Diet 50=2.89",0.000783,2.89,"-"
"LOC126324086","Immune / defense","-","Transferase activity, transferring phosphorus-containing groups","-","Diet 33; Diet 50; Diet 83","Diet 33=-2.23; Diet 50=-2.16; Diet 83=-2.1",0.000951,2.23,"-"
"LOC126335404","Immune / defense","-","Belongs to the serpin family","-","Diet 50","Diet 50=2.23",0.000961,2.23,"-"
