"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","ontology"
"GO:0005819","spindle","14/271","58/5278",0.241379310344828,4.70110701107011,6.59325365581014,8.36002002516374e-07,0.000333704132671119,0.000333704132671119,"LOC126267242/LOC126285437/LOC126284276/LOC126282371/LOC126284413/LOC126334614/LOC126336566/LOC126334907/LOC126347975/LOC126278341/LOC126266746/LOC126272743/LOC126278346/LOC126279072",14,"GO","Expressed rRNA-filtered genes",271,5278,"Cellular component"
"GO:0008010","structural constituent of chitin-based larval cuticle","9/271","23/5278",0.391304347826087,7.6210492539708,7.40276176636513,9.41219499186219e-07,0.000346803184700153,0.000346803184700153,"LOC126284577/LOC126336597/LOC126284250/LOC126284087/LOC126284845/LOC126284425/LOC126336602/LOC126284086/LOC126284491",9,"GO","Expressed rRNA-filtered genes",271,5278,"Molecular function"
"GO:0000278","mitotic cell cycle","30/271","254/5278",0.118110236220472,2.30031670395444,4.94117893549325,1.22934165021055e-05,0.00392569766967237,0.00392569766967237,"LOC126284632/LOC126267242/LOC126335481/LOC126336858/LOC126284310/LOC126285437/LOC126354268/LOC126279111/LOC126284276/LOC126282371/LOC126267997/LOC126270526/LOC126284413/LOC126320326/LOC126354218/LOC126334614/LOC126336566/LOC126334907/LOC126272289/LOC126347975/LOC126278341/LOC126326589/LOC126277977/LOC126266746/LOC126266832/LOC126272743/LOC126266967/LOC126278346/LOC126284030/LOC126279072",30,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:1901605","alpha-amino acid metabolic process","12/271","57/5278",0.210526315789474,4.10021363371528,5.47446394548165,2.33606885773307e-05,0.00699360614283839,0.00699360614283839,"LOC126352958/LOC126325353/LOC126281672/LOC126267535/LOC126272037/LOC126293368/LOC126269845/LOC126293404/LOC126336714/LOC126335256/LOC126267350/LOC126299043",12,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0016646","oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor","4/271","5/5278",0.8,15.5808118081181,7.5879981785491,3.26475897237325e-05,0.00919893851627521,0.00919893851627521,"LOC126297511/LOC126323251/LOC126267222/LOC126299043",4,"GO","Expressed rRNA-filtered genes",271,5278,"Molecular function"
"GO:1903047","mitotic cell cycle process","24/271","193/5278",0.124352331606218,2.42188784582146,4.68153111958946,4.13982797804166e-05,0.0110165422304553,0.0110165422304553,"LOC126284632/LOC126267242/LOC126284310/LOC126285437/LOC126354268/LOC126284276/LOC126282371/LOC126267997/LOC126270526/LOC126284413/LOC126354218/LOC126334614/LOC126336566/LOC126334907/LOC126347975/LOC126278341/LOC126326589/LOC126277977/LOC126266746/LOC126272743/LOC126266967/LOC126278346/LOC126284030/LOC126279072",24,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0040003","chitin-based cuticle development","13/271","73/5278",0.178082191780822,3.46833139564272,4.94019312743877,6.95029816257928e-05,0.0175220674730288,0.0175220674730288,"LOC126299078/LOC126284577/LOC126336597/LOC126284250/LOC126267997/LOC126284087/LOC126284845/LOC126336809/LOC126284425/LOC126336602/LOC126354720/LOC126284086/LOC126284491",13,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0006576","biogenic amine metabolic process","6/271","16/5278",0.375,7.30350553505535,5.87429976551802,8.9740988011767e-05,0.0195390605716529,0.0195390605716529,"LOC126354225/LOC126267535/LOC126333165/LOC126284808/LOC126282005/LOC126356039",6,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0009308","amine metabolic process","6/271","16/5278",0.375,7.30350553505535,5.87429976551802,8.9740988011767e-05,0.0195390605716529,0.0195390605716529,"LOC126354225/LOC126267535/LOC126333165/LOC126284808/LOC126282005/LOC126356039",6,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0000775","chromosome, centromeric region","10/271","47/5278",0.212765957446809,4.14383292769098,5.03622847376175,0.000102999774169096,0.020935352092377,0.020935352092377,"LOC126284276/LOC126336566/LOC126334907/LOC126347975/LOC126278341/LOC126266746/LOC126272743/LOC126266967/LOC126278346/LOC126279072",10,"GO","Expressed rRNA-filtered genes",271,5278,"Cellular component"
"GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","7/271","23/5278",0.304347826086957,5.9274827530884,5.50924476314842,0.000104895292320887,0.020935352092377,0.020935352092377,"LOC126335505/LOC126336866/LOC126285375/LOC126266657/LOC126281954/LOC126297494/LOC126336122",7,"GO","Expressed rRNA-filtered genes",271,5278,"Molecular function"
"GO:0045132","meiotic chromosome segregation","8/271","31/5278",0.258064516129032,5.02606832519938,5.22992971639611,0.000122196337442388,0.0234128182539615,0.0234128182539615,"LOC126267242/LOC126273149/LOC126334614/LOC126347975/LOC126266746/LOC126353865/LOC126356254/LOC126278346",8,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0000776","kinetochore","8/271","32/5278",0.25,4.8690036900369,5.10680631539135,0.000155778403366478,0.0286991750817473,0.0286991750817473,"LOC126284276/LOC126336566/LOC126334907/LOC126347975/LOC126278341/LOC126266746/LOC126266967/LOC126278346",8,"GO","Expressed rRNA-filtered genes",271,5278,"Cellular component"
"GO:0031012","extracellular matrix","10/271","50/5278",0.2,3.89520295202952,4.78504054974786,0.000178214054817608,0.0305455965606893,0.0305455965606893,"LOC126284577/LOC126336597/LOC126284250/LOC126284087/LOC126271928/LOC126284845/LOC126284425/LOC126336602/LOC126284086/LOC126284491",10,"GO","Expressed rRNA-filtered genes",271,5278,"Cellular component"
"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","7/271","25/5278",0.28,5.45328413284133,5.19201700329686,0.000188218392317006,0.0305455965606893,0.0305455965606893,"LOC126335505/LOC126336866/LOC126285375/LOC126266657/LOC126281954/LOC126297494/LOC126336122",7,"GO","Expressed rRNA-filtered genes",271,5278,"Molecular function"
"GO:0098813","nuclear chromosome segregation","13/271","81/5278",0.160493827160494,3.12578014669036,4.48511821788171,0.000208987880045189,0.0305455965606893,0.0305455965606893,"LOC126267242/LOC126273149/LOC126354268/LOC126334614/LOC126336566/LOC126334907/LOC126347975/LOC126266746/LOC126353865/LOC126272743/LOC126356254/LOC126278346/LOC126279072",13,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0044283","small molecule biosynthetic process","17/271","126/5278",0.134920634920635,2.62771627716277,4.30195089372951,0.000210201782368043,0.0305455965606893,0.0305455965606893,"LOC126284573/LOC126347783/LOC126278002/LOC126325353/LOC126281958/LOC126336244/LOC126281861/LOC126272037/LOC126305900/LOC126333165/LOC126293368/LOC126355885/LOC126299150/LOC126320178/LOC126284002/LOC126267222/LOC126347864",17,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0009309","amine biosynthetic process","4/271","7/5278",0.571428571428571,11.1291512915129,6.2382814771124,0.000210439391754227,0.0305455965606893,0.0305455965606893,"LOC126333165/LOC126284808/LOC126282005/LOC126356039",4,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0016645","oxidoreductase activity, acting on the CH-NH group of donors","4/271","7/5278",0.571428571428571,11.1291512915129,6.2382814771124,0.000210439391754227,0.0305455965606893,0.0305455965606893,"LOC126297511/LOC126323251/LOC126267222/LOC126299043",4,"GO","Expressed rRNA-filtered genes",271,5278,"Molecular function"
"GO:0042401","biogenic amine biosynthetic process","4/271","7/5278",0.571428571428571,11.1291512915129,6.2382814771124,0.000210439391754227,0.0305455965606893,0.0305455965606893,"LOC126333165/LOC126284808/LOC126282005/LOC126356039",4,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0042335","cuticle development","16/271","116/5278",0.137931034482759,2.68634686346863,4.27224647907462,0.000249246813620688,0.0351144775659734,0.0351144775659734,"LOC126299078/LOC126284577/LOC126336597/LOC126284250/LOC126267997/LOC126284087/LOC126284845/LOC126336809/LOC126284425/LOC126336602/LOC126354720/LOC126266832/LOC126284821/LOC126284086/LOC126336752/LOC126284491",16,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0007051","spindle organization","13/271","83/5278",0.156626506024096,3.05046014315565,4.38012998613688,0.000268524187035222,0.0365357067843504,0.0365357067843504,"LOC126267242/LOC126284310/LOC126273149/LOC126285437/LOC126267997/LOC126284413/LOC126334614/LOC126266642/LOC126272289/LOC126347975/LOC126266746/LOC126278346/LOC126284030",13,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0007049","cell cycle","36/271","386/5278",0.0932642487046632,1.8164158843661,3.87570997612672,0.000274589863097415,0.0365357067843504,0.0365357067843504,"LOC126284632/LOC126267242/LOC126335481/LOC126336858/LOC126284310/LOC126273149/LOC126285437/LOC126354268/LOC126279111/LOC126284276/LOC126282371/LOC126267997/LOC126270526/LOC126284413/LOC126320492/LOC126320326/LOC126354218/LOC126334614/LOC126336566/LOC126334907/LOC126266642/LOC126272375/LOC126272289/LOC126347975/LOC126278341/LOC126326589/LOC126277977/LOC126266746/LOC126353865/LOC126266832/LOC126272743/LOC126356254/LOC126266967/LOC126278346/LOC126284030/LOC126279072",36,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0006520","amino acid metabolic process","14/271","95/5278",0.147368421052632,2.8701495436007,4.27894723065961,0.000302715508512223,0.0391893861019877,0.0391893861019877,"LOC126352958/LOC126325353/LOC126281672/LOC126267535/LOC126272037/LOC126293368/LOC126269845/LOC126293404/LOC126336714/LOC126335256/LOC126365930/LOC126267350/LOC126267222/LOC126299043",14,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0016408","C-acyltransferase activity","5/271","13/5278",0.384615384615385,7.49077490774908,5.45077723962583,0.000314896589847954,0.039693543825571,0.039693543825571,"LOC126347783/LOC126336244/LOC126281861/LOC126365930/LOC126347864",5,"GO","Expressed rRNA-filtered genes",271,5278,"Molecular function"
"GO:0016054","organic acid catabolic process","10/271","54/5278",0.185185185185185,3.60666940002733,4.47889257717146,0.000346051699959355,0.0414396910701328,0.0414396910701328,"LOC126336244/LOC126267953/LOC126267535/LOC126272037/LOC126335352/LOC126269845/LOC126293404/LOC126336251/LOC126336714/LOC126267350",10,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0046395","carboxylic acid catabolic process","10/271","54/5278",0.185185185185185,3.60666940002733,4.47889257717146,0.000346051699959355,0.0414396910701328,0.0414396910701328,"LOC126336244/LOC126267953/LOC126267535/LOC126272037/LOC126335352/LOC126269845/LOC126293404/LOC126336251/LOC126336714/LOC126267350",10,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0005828","kinetochore microtubule","4/271","8/5278",0.5,9.7380073800738,5.75362416700622,0.000403915769265157,0.0471891837751244,0.0471891837751244,"LOC126284276/LOC126336566/LOC126278341/LOC126266746",4,"GO","Expressed rRNA-filtered genes",271,5278,"Cellular component"
"GO:0022402","cell cycle process","32/271","336/5278",0.0952380952380952,1.85485854858549,3.76705467837212,0.000424242637864115,0.0483838627468836,0.0483838627468836,"LOC126284632/LOC126267242/LOC126284310/LOC126273149/LOC126285437/LOC126354268/LOC126284276/LOC126282371/LOC126267997/LOC126270526/LOC126284413/LOC126320492/LOC126320326/LOC126354218/LOC126334614/LOC126336566/LOC126334907/LOC126266642/LOC126272375/LOC126272289/LOC126347975/LOC126278341/LOC126326589/LOC126277977/LOC126266746/LOC126353865/LOC126272743/LOC126356254/LOC126266967/LOC126278346/LOC126284030/LOC126279072",32,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0007619","courtship behavior","9/271","46/5278",0.195652173913043,3.8105246269854,4.4537090284944,0.000446920021426866,0.0497549744132248,0.0497549744132248,"LOC126299004/LOC126297882/LOC126336858/LOC126320757/LOC126298531/LOC126267432/LOC126282005/LOC126273293/LOC126356039",9,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0008049","male courtship behavior","8/271","37/5278",0.216216216216216,4.21103021841029,4.55960867913658,0.000457039430935677,0.0497549744132248,0.0497549744132248,"LOC126299004/LOC126297882/LOC126336858/LOC126298531/LOC126267432/LOC126282005/LOC126273293/LOC126356039",8,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0044282","small molecule catabolic process","11/271","67/5278",0.164179104477612,3.19755466211378,4.21120078100774,0.000524697137856823,0.0550198994046915,0.0550198994046915,"LOC126336244/LOC126267953/LOC126267535/LOC126272037/LOC126335352/LOC126269845/LOC126293404/LOC126336251/LOC126336714/LOC126299549/LOC126267350",11,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0007088","regulation of mitotic nuclear division","9/271","47/5278",0.191489361702128,3.72944963492188,4.37241172964881,0.000528374816830023,0.0550198994046915,0.0550198994046915,"LOC126267242/LOC126285437/LOC126284276/LOC126270526/LOC126334614/LOC126336566/LOC126278341/LOC126277977/LOC126266967",9,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0007617","mating behavior","10/271","57/5278",0.175438596491228,3.41684469476274,4.26774755114257,0.000544828670999173,0.0555261560443838,0.0555261560443838,"LOC126299004/LOC126297882/LOC126336858/LOC126320757/LOC126298531/LOC126267432/LOC126336454/LOC126282005/LOC126273293/LOC126356039",10,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0009063","amino acid catabolic process","6/271","22/5278",0.272727272727273,5.31164038913116,4.71428235580874,0.000643771374620504,0.0604640173418081,0.0604640173418081,"LOC126267535/LOC126272037/LOC126269845/LOC126293404/LOC126336714/LOC126267350",6,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0010965","regulation of mitotic sister chromatid separation","6/271","22/5278",0.272727272727273,5.31164038913116,4.71428235580874,0.000643771374620504,0.0604640173418081,0.0604640173418081,"LOC126284276/LOC126334614/LOC126336566/LOC126278341/LOC126277977/LOC126266967",6,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:1901606","alpha-amino acid catabolic process","6/271","22/5278",0.272727272727273,5.31164038913116,4.71428235580874,0.000643771374620504,0.0604640173418081,0.0604640173418081,"LOC126267535/LOC126272037/LOC126269845/LOC126293404/LOC126336714/LOC126267350",6,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:1905818","regulation of chromosome separation","6/271","22/5278",0.272727272727273,5.31164038913116,4.71428235580874,0.000643771374620504,0.0604640173418081,0.0604640173418081,"LOC126284276/LOC126334614/LOC126336566/LOC126278341/LOC126277977/LOC126266967",6,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0000280","nuclear division","18/271","152/5278",0.118421052631579,2.30637016896485,3.80179018007119,0.000702477853163305,0.0647090176279275,0.0647090176279275,"LOC126267242/LOC126273149/LOC126354268/LOC126282371/LOC126334614/LOC126336566/LOC126334907/LOC126266642/LOC126272375/LOC126272289/LOC126347975/LOC126277977/LOC126266746/LOC126353865/LOC126272743/LOC126356254/LOC126278346/LOC126279072",18,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0007618","mating","10/271","59/5278",0.169491525423729,3.30101945087248,4.13468133972348,0.000723851126614364,0.0654197527638265,0.0654197527638265,"LOC126299004/LOC126297882/LOC126336858/LOC126320757/LOC126298531/LOC126267432/LOC126336454/LOC126282005/LOC126273293/LOC126356039",10,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0019098","reproductive behavior","11/271","70/5278",0.157142857142857,3.06051660516605,4.03718868876686,0.000770364753964759,0.0683342068794666,0.0683342068794666,"LOC126299004/LOC126297882/LOC126336858/LOC126273129/LOC126320757/LOC126298531/LOC126267432/LOC126336454/LOC126282005/LOC126273293/LOC126356039",11,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0060179","male mating behavior","8/271","40/5278",0.2,3.89520295202952,4.27578302088507,0.00079614497937147,0.0693369900216243,0.0693369900216243,"LOC126299004/LOC126297882/LOC126336858/LOC126298531/LOC126267432/LOC126282005/LOC126273293/LOC126356039",8,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0033047","regulation of mitotic sister chromatid segregation","6/271","23/5278",0.260869565217391,5.0806995026472,4.56248626154007,0.000833962933079194,0.0713336151687382,0.0713336151687382,"LOC126284276/LOC126334614/LOC126336566/LOC126278341/LOC126277977/LOC126266967",6,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0090306","meiotic spindle assembly","5/271","16/5278",0.3125,6.08625461254613,4.73993147331825,0.000940814750417994,0.076381400923766,0.076381400923766,"LOC126273149/LOC126266642/LOC126272289/LOC126347975/LOC126266746",5,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:1901568","fatty acid derivative metabolic process","5/271","16/5278",0.3125,6.08625461254613,4.73993147331825,0.000940814750417994,0.076381400923766,0.076381400923766,"LOC126347783/LOC126281861/LOC126354620/LOC126299549/LOC126347864",5,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0007346","regulation of mitotic cell cycle","18/271","156/5278",0.115384615384615,2.24723247232472,3.67857248716008,0.000957107709732819,0.0764090988270034,0.0764090988270034,"LOC126284632/LOC126267242/LOC126284310/LOC126285437/LOC126284276/LOC126282371/LOC126353790/LOC126270526/LOC126320492/LOC126320326/LOC126334614/LOC126336566/LOC126267315/LOC126272289/LOC126278341/LOC126326589/LOC126277977/LOC126266967",18,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0007093","mitotic cell cycle checkpoint signaling","8/271","42/5278",0.19047619047619,3.70971709717097,4.10145711247263,0.00111754759345494,0.0780294364228322,0.0780294364228322,"LOC126284632/LOC126284310/LOC126284276/LOC126282371/LOC126336566/LOC126278341/LOC126326589/LOC126266967",8,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0007059","chromosome segregation","13/271","96/5278",0.135416666666667,2.63737699876999,3.76638745232631,0.00112577626416423,0.0780294364228322,0.0780294364228322,"LOC126267242/LOC126273149/LOC126354268/LOC126334614/LOC126336566/LOC126334907/LOC126347975/LOC126266746/LOC126353865/LOC126272743/LOC126356254/LOC126278346/LOC126279072",13,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0032787","monocarboxylic acid metabolic process","13/271","96/5278",0.135416666666667,2.63737699876999,3.76638745232631,0.00112577626416423,0.0780294364228322,0.0780294364228322,"LOC126347783/LOC126278002/LOC126336866/LOC126336244/LOC126267953/LOC126281861/LOC126335352/LOC126281446/LOC126336251/LOC126284002/LOC126297871/LOC126336122/LOC126347864",13,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0051783","regulation of nuclear division","9/271","52/5278",0.173076923076923,3.37084870848709,3.99677966500759,0.00113875291419019,0.0780294364228322,0.0780294364228322,"LOC126267242/LOC126285437/LOC126284276/LOC126270526/LOC126334614/LOC126336566/LOC126278341/LOC126277977/LOC126266967",9,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0007127","meiosis I","7/271","33/5278",0.212121212121212,4.13127585821313,4.19754103183388,0.00117456683124255,0.0780294364228322,0.0780294364228322,"LOC126267242/LOC126273149/LOC126272375/LOC126272289/LOC126266746/LOC126353865/LOC126356254",7,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0004321","fatty-acyl-CoA synthase activity","3/271","5/5278",0.6,11.6856088560886,5.56089616982398,0.00123943262297596,0.0780294364228322,0.0780294364228322,"LOC126347783/LOC126281861/LOC126347864",3,"GO","Expressed rRNA-filtered genes",271,5278,"Molecular function"
"GO:0008395","steroid hydroxylase activity","3/271","5/5278",0.6,11.6856088560886,5.56089616982398,0.00123943262297596,0.0780294364228322,0.0780294364228322,"LOC126305900/LOC126299150/LOC126320178",3,"GO","Expressed rRNA-filtered genes",271,5278,"Molecular function"
"GO:0009074","aromatic amino acid family catabolic process","3/271","5/5278",0.6,11.6856088560886,5.56089616982398,0.00123943262297596,0.0780294364228322,0.0780294364228322,"LOC126267535/LOC126269845/LOC126336714",3,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0010830","regulation of myotube differentiation","3/271","5/5278",0.6,11.6856088560886,5.56089616982398,0.00123943262297596,0.0780294364228322,0.0780294364228322,"LOC126282089/LOC126266713/LOC126284788",3,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0016641","oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor","3/271","5/5278",0.6,11.6856088560886,5.56089616982398,0.00123943262297596,0.0780294364228322,0.0780294364228322,"LOC126281672/LOC126355885/LOC126353777",3,"GO","Expressed rRNA-filtered genes",271,5278,"Molecular function"
"GO:0060142","regulation of syncytium formation by plasma membrane fusion","3/271","5/5278",0.6,11.6856088560886,5.56089616982398,0.00123943262297596,0.0780294364228322,0.0780294364228322,"LOC126282089/LOC126266713/LOC126284788",3,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:0072687","meiotic spindle","3/271","5/5278",0.6,11.6856088560886,5.56089616982398,0.00123943262297596,0.0780294364228322,0.0780294364228322,"LOC126334907/LOC126347975/LOC126278346",3,"GO","Expressed rRNA-filtered genes",271,5278,"Cellular component"
"GO:1901739","regulation of myoblast fusion","3/271","5/5278",0.6,11.6856088560886,5.56089616982398,0.00123943262297596,0.0780294364228322,0.0780294364228322,"LOC126282089/LOC126266713/LOC126284788",3,"GO","Expressed rRNA-filtered genes",271,5278,"Biological process"
"GO:1990385","meiotic spindle midzone","3/271","5/5278",0.6,11.6856088560886,5.56089616982398,0.00123943262297596,0.0780294364228322,0.0780294364228322,"LOC126334907/LOC126347975/LOC126278346",3,"GO","Expressed rRNA-filtered genes",271,5278,"Cellular component"
