"gene_id","n_reference_tissues","tissue_vst_range","highest_reference_tissue","lowest_reference_tissue","reference_tissue_means","phase_associated","phase_class","phase_consensus","phase_tissues","phase_mean_log2FC","phase_max_abs_log2FC","diet_infection_associated","infection_associated","diet_associated","n_deg_contrasts","deg_comparison_types","deg_comparisons","deg_directions","max_abs_log2FC","min_padj","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway","PFAMs","tissue_associated","source_class","priority_score"
"LOC126267991",3,5.4723374256521,"Head","Fat body","Fat body=7.99; Head=13.46; Thorax=12.44",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Prm","Myosin tail","GO:0006996,GO:0007010,GO:0007498,GO:0008150,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0016043,GO:0022607,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0032502,GO:0032989,GO:0042692,GO:0044085,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051146,GO:0055001,GO:0055002,GO:0061061,GO:0070925,GO:0071840,GO:0097435",NA,NA,"Myosin_tail_1",TRUE,"Tissue reference pattern only",5.4723374256521
"LOC126291671",3,5.40672570884606,"Head","Fat body","Fat body=7.47; Head=12.88; Thorax=11.97",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Myofilin","GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0030016,GO:0030017,GO:0031672,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464,GO:0099080,GO:0099081,GO:0099512",NA,NA,"Myofilin",TRUE,"Tissue reference pattern only",5.40672570884606
"LOC126277939",3,5.37440880721232,"Thorax","Fat body","Fat body=6.48; Head=11.38; Thorax=11.86",FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"bli-4","Proprotein convertase P-domain","GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006508,GO:0006807,GO:0007275,GO:0007610,GO:0007635,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008582,GO:0009987,GO:0016020,GO:0016021,GO:0016787,GO:0017171,GO:0019538,GO:0031224,GO:0032501,GO:0032502,GO:0040002,GO:0040008,GO:0042221,GO:0042335,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044087,GO:0044089,GO:0044238,GO:0044424,GO:0044425,GO:0044464,GO:0045887,GO:0045927,GO:0048518,GO:0048522,GO:0048638,GO:0048639,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050807,GO:0050896,GO:0051094,GO:0051128,GO:0051130,GO:0051239,GO:0051240,GO:0051716,GO:0051960,GO:0051962,GO:0051963,GO:0051965,GO:0065007,GO:0065008,GO:0070011,GO:0070887,GO:0071704,GO:0140096,GO:1901564,GO:1902074,GO:1902075,GO:1904396,GO:1904398,GO:2000026","ko:K01349,ko:K08654,ko:K08672","ko05164,map05164","P_proprotein,Peptidase_S8,S8_pro-domain",TRUE,"Tissue reference pattern only",5.37440880721232
"LOC126338177",3,5.31963877480585,"Head","Fat body","Fat body=7; Head=12.32; Thorax=11.42",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"fau","no description",NA,NA,NA,NA,TRUE,"Tissue reference pattern only",5.31963877480585
"LOC126299121",3,5.27133754086446,"Head","Fat body","Fat body=9.03; Head=14.3; Thorax=13.61",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"bt","Immunoglobulin like","GO:0003008,GO:0003012,GO:0003674,GO:0003779,GO:0003824,GO:0004672,GO:0004674,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005859,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006936,GO:0006941,GO:0006996,GO:0007010,GO:0007015,GO:0007498,GO:0008092,GO:0008150,GO:0008152,GO:0008307,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0015629,GO:0016043,GO:0016301,GO:0016310,GO:0016459,GO:0016460,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0022607,GO:0030016,GO:0030017,GO:0030018,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0031033,GO:0031034,GO:0031430,GO:0031672,GO:0031674,GO:0032501,GO:0032502,GO:0032989,GO:0032991,GO:0034622,GO:0036211,GO:0042692,GO:0042805,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0043412,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044877,GO:0045214,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051015,GO:0051146,GO:0051371,GO:0051393,GO:0055001,GO:0055002,GO:0061061,GO:0065003,GO:0070925,GO:0071688,GO:0071689,GO:0071704,GO:0071840,GO:0097435,GO:0097493,GO:0099080,GO:0099081,GO:0099512,GO:0140096,GO:1901564",NA,NA,"I-set,Ig_3,Pkinase,fn3",TRUE,"Tissue reference pattern only",5.27133754086446
"LOC126336545",3,5.2432951151194,"Fat body","Head","Fat body=10.4; Head=5.16; Thorax=8.85",FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,TRUE,"Tissue reference pattern only",5.2432951151194
"LOC126335321",3,5.22706313149271,"Fat body","Head","Fat body=12.11; Head=6.89; Thorax=10.62",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,TRUE,"Tissue reference pattern only",5.22706313149271
"LOC126281868",3,5.15310934479298,"Head","Fat body","Fat body=7.37; Head=12.52; Thorax=12.14",FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Troponin",NA,"ko:K12046",NA,"Troponin",TRUE,"Tissue reference pattern only",5.15310934479298
"LOC126353827",3,5.14237912090563,"Thorax","Fat body","Fat body=7.3; Head=12.39; Thorax=12.44",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"wupA","Troponin","GO:0000280,GO:0003008,GO:0003012,GO:0003013,GO:0003015,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005861,GO:0005865,GO:0006936,GO:0006996,GO:0007010,GO:0007275,GO:0007399,GO:0007507,GO:0007517,GO:0007519,GO:0008015,GO:0008092,GO:0008150,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0014706,GO:0015629,GO:0016043,GO:0019725,GO:0022607,GO:0030016,GO:0030017,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0032501,GO:0032502,GO:0032989,GO:0032991,GO:0036379,GO:0042592,GO:0042692,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0045214,GO:0046716,GO:0048285,GO:0048468,GO:0048513,GO:0048646,GO:0048731,GO:0048738,GO:0048856,GO:0048869,GO:0051146,GO:0055001,GO:0055002,GO:0060047,GO:0060249,GO:0060537,GO:0060538,GO:0061061,GO:0065007,GO:0065008,GO:0070925,GO:0071840,GO:0072359,GO:0097435,GO:0099080,GO:0099081,GO:0099512",NA,NA,"Troponin",TRUE,"Tissue reference pattern only",5.14237912090563
"LOC126284258",3,5.03859766692824,"Thorax","Fat body","Fat body=5.82; Head=7.13; Thorax=10.86",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"vg","It is involved in the biological process described with regulation of transcription, DNA-templated","GO:0000902,GO:0001654,GO:0001745,GO:0002009,GO:0002165,GO:0003002,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0007154,GO:0007267,GO:0007275,GO:0007346,GO:0007389,GO:0007423,GO:0007444,GO:0007447,GO:0007449,GO:0007450,GO:0007451,GO:0007472,GO:0007473,GO:0007476,GO:0007478,GO:0007480,GO:0007482,GO:0007517,GO:0007525,GO:0007552,GO:0007560,GO:0008022,GO:0008150,GO:0008587,GO:0009653,GO:0009791,GO:0009826,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009953,GO:0009954,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016043,GO:0016049,GO:0016203,GO:0016204,GO:0019219,GO:0019222,GO:0023052,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032501,GO:0032502,GO:0032989,GO:0035107,GO:0035114,GO:0035120,GO:0035161,GO:0035216,GO:0035218,GO:0035220,GO:0035222,GO:0035239,GO:0035295,GO:0040007,GO:0042127,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0044719,GO:0045893,GO:0045935,GO:0045944,GO:0048190,GO:0048513,GO:0048518,GO:0048522,GO:0048563,GO:0048569,GO:0048589,GO:0048592,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048749,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051726,GO:0060255,GO:0060429,GO:0060538,GO:0060560,GO:0060562,GO:0061061,GO:0065007,GO:0065008,GO:0071840,GO:0080090,GO:0090066,GO:0090254,GO:0090596,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",NA,NA,"Vg_Tdu",TRUE,"Tissue reference pattern only",5.03859766692824
"LOC126281467",3,5.02422214978628,"Fat body","Head","Fat body=10.21; Head=5.18; Thorax=8.31",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","no description",NA,NA,NA,NA,TRUE,"Tissue reference pattern only",5.02422214978628
"LOC126336515",3,4.95437137203521,"Head","Fat body","Fat body=6.41; Head=11.37; Thorax=8.51",FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"TpnCII","EF-hand domain",NA,NA,NA,"EF-hand_1,EF-hand_6,EF-hand_7,EF-hand_8,EF-hand_9",TRUE,"Tissue reference pattern only",4.95437137203521
"LOC126293549",3,4.93050434276029,"Head","Fat body","Fat body=7.18; Head=12.11; Thorax=11.92",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Calcium ion binding",NA,NA,NA,NA,TRUE,"Tissue reference pattern only",4.93050434276029
"LOC126365782",3,4.84983761539513,"Head","Fat body","Fat body=10.11; Head=14.96; Thorax=14.34",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Repeat of unknown function (DUF1136)","GO:0000070,GO:0000228,GO:0000278,GO:0000280,GO:0000768,GO:0000793,GO:0000794,GO:0000819,GO:0002682,GO:0003674,GO:0003779,GO:0005198,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005856,GO:0005859,GO:0005863,GO:0006323,GO:0006949,GO:0006996,GO:0007010,GO:0007049,GO:0007059,GO:0007062,GO:0007076,GO:0007275,GO:0007498,GO:0007517,GO:0007519,GO:0007520,GO:0007522,GO:0007525,GO:0008092,GO:0008150,GO:0008307,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0014706,GO:0014902,GO:0015629,GO:0016043,GO:0016203,GO:0016459,GO:0016460,GO:0022402,GO:0022607,GO:0030016,GO:0030017,GO:0030018,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0030261,GO:0031032,GO:0031674,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032982,GO:0032989,GO:0032991,GO:0035206,GO:0036379,GO:0040011,GO:0042127,GO:0042692,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043292,GO:0044085,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0045214,GO:0048285,GO:0048468,GO:0048513,GO:0048646,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0051146,GO:0051239,GO:0051276,GO:0055001,GO:0055002,GO:0060537,GO:0060538,GO:0061061,GO:0065007,GO:0070013,GO:0070925,GO:0071103,GO:0071840,GO:0097435,GO:0098813,GO:0099080,GO:0099081,GO:0099512,GO:0140014,GO:1903047","ko:K12567","ko05410,ko05414,map05410,map05414","DUF1136,I-set,Ig_3,SH3_1,SH3_9,fn3",TRUE,"Tissue reference pattern only",4.84983761539513
"LOC126335019",3,4.78836304423079,"Thorax","Fat body","Fat body=7.01; Head=11.58; Thorax=11.8",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"RyR","Ryanodine Receptor TM 4-6","GO:0002682,GO:0003008,GO:0003012,GO:0003013,GO:0003015,GO:0003674,GO:0005215,GO:0005216,GO:0005217,GO:0005219,GO:0005261,GO:0005262,GO:0005488,GO:0005509,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0006873,GO:0006874,GO:0006875,GO:0006936,GO:0007154,GO:0007165,GO:0007204,GO:0008015,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015085,GO:0015267,GO:0015276,GO:0015278,GO:0015318,GO:0016020,GO:0016021,GO:0019722,GO:0019725,GO:0019932,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0022890,GO:0023052,GO:0030001,GO:0030003,GO:0031224,GO:0032501,GO:0032879,GO:0034220,GO:0035206,GO:0035556,GO:0042127,GO:0042221,GO:0042493,GO:0042592,GO:0043167,GO:0043169,GO:0044425,GO:0044464,GO:0046872,GO:0046873,GO:0048519,GO:0048523,GO:0048878,GO:0050789,GO:0050793,GO:0050794,GO:0050801,GO:0050896,GO:0051179,GO:0051209,GO:0051234,GO:0051239,GO:0051282,GO:0051283,GO:0051480,GO:0051641,GO:0051649,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055085,GO:0060047,GO:0060401,GO:0060402,GO:0065007,GO:0065008,GO:0070588,GO:0070838,GO:0071944,GO:0072347,GO:0072503,GO:0072507,GO:0072511,GO:0097553,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0099094,GO:0099604","ko:K04962","ko04020,ko04024,ko04260,ko04261,ko04371,ko04713,ko04911,ko04921,ko04972,ko05410,ko05412,ko05414,map04020,map04024,map04260,map04261,map04371,map04713,map04911,map04921,map04972,map05410,map05412,map05414","Ins145_P3_rec,Ion_trans,MIR,RIH_assoc,RR_TM4-6,RYDR_ITPR,RyR,SPRY",TRUE,"Tissue reference pattern only",4.78836304423079
"LOC126282223",3,4.77572131244561,"Head","Fat body","Fat body=8.34; Head=13.12; Thorax=12.32",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"unannotated","Zinc-binding domain present in Lin-11, Isl-1, Mec-3.","GO:0003674,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006996,GO:0007010,GO:0008150,GO:0008307,GO:0009653,GO:0009888,GO:0009987,GO:0010927,GO:0016043,GO:0022603,GO:0022607,GO:0030016,GO:0030017,GO:0030018,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0031674,GO:0032502,GO:0032989,GO:0042692,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043292,GO:0044085,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464,GO:0045214,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0051146,GO:0051239,GO:0055001,GO:0055002,GO:0060537,GO:0061061,GO:0065007,GO:0070925,GO:0071840,GO:0090175,GO:0097435,GO:0099080,GO:0099081,GO:0099512,GO:1905330,GO:2000026,GO:2000027","ko:K09377",NA,"LIM",TRUE,"Tissue reference pattern only",4.77572131244561
"LOC126321023",3,4.72421210315301,"Thorax","Fat body","Fat body=7.11; Head=11.13; Thorax=11.83",FALSE,"No phase DEG","No phase DEG","None",NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Unc-89","Rho guanyl-nucleotide exchange factor activity. It is involved in the biological process described with protein phosphorylation","GO:0003674,GO:0005488,GO:0005515,GO:0005523,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006996,GO:0007010,GO:0007525,GO:0007527,GO:0008092,GO:0008104,GO:0008150,GO:0009653,GO:0009987,GO:0010927,GO:0016043,GO:0019899,GO:0019900,GO:0019901,GO:0022607,GO:0030016,GO:0030017,GO:0030029,GO:0030036,GO:0030154,GO:0030239,GO:0031032,GO:0031430,GO:0031672,GO:0032502,GO:0032989,GO:0033036,GO:0033365,GO:0034613,GO:0036309,GO:0042692,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043292,GO:0044085,GO:0044422,GO:0044424,GO:0044444,GO:0044449,GO:0044464,GO:0045214,GO:0048468,GO:0048646,GO:0048856,GO:0048869,GO:0051146,GO:0051179,GO:0051641,GO:0055001,GO:0055002,GO:0061061,GO:0070727,GO:0070925,GO:0071840,GO:0097435,GO:0099080,GO:0099081,GO:0099512",NA,NA,"I-set,Pkinase,RhoGEF,fn3",TRUE,"Tissue reference pattern only",4.72421210315301
