"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","scenario","comparison_type","comparison","numerator","denominator","diet","significant","direction","n_phase_tissues","phase_tissues","phase_directions","phase_mean_log2FC","phase_max_abs_log2FC","head_phase_log2FC","thorax_phase_log2FC","head_phase_padj","thorax_phase_padj","phase_consensus","phase_class","phase_shift","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway","PFAMs","neglog10_padj","priority_score","phase_interpretation"
11.645795145708,-2.1403866686776,0.620918949466354,-3.4471273110881,0.000566581522064729,0.00639383683205994,"LOC126336715","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",2.71952818910433,3.0302445670416,2.40881181116706,3.0302445670416,4.37503039131203e-13,2.99540583627317e-17,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like","GstD1","Glutathione S-transferase, N-terminal domain","GO:0003674,GO:0003824,GO:0004364,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006518,GO:0006575,GO:0006749,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016740,GO:0016765,GO:0016829,GO:0016848,GO:0018833,GO:0034641,GO:0043603,GO:0044237,GO:0044424,GO:0044464,GO:0051186,GO:0071704,GO:1901564","ko:K00799","ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418","GST_C,GST_C_3,GST_N,GST_N_3",2.19423845092955,27.3648696866487,"Infected expression is more solitarious-like than control"
7467.13368652652,2.58975339622196,0.623583756142155,4.15301612768692,3.28121603769306e-05,0.00090746526942067,"LOC126332220","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.50277638794618,1.57376893047143,1.43178384542092,1.57376893047143,0.03630815671388,0.0229666839639537,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,NA,NA,NA,NA,NA,3.042169987325,27.2056923140184,"Infected expression is more gregarious-like than control"
46.4030308888557,-2.80409776562689,0.959617854056458,-2.92209836840105,0.00347681712809555,0.0423181411152503,"LOC126292317","Current outliers removed","Infection within diet","Diet 33: infected vs control","Infected","Control",33,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",2.63870329421847,2.8366606813851,2.8366606813851,2.44074590705183,9.05209231983042e-24,2.66180296770667e-18,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like",NA,"Hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides. It is involved in the biological process described with pyrimidine nucleobase catabolic process","GO:0003008,GO:0003674,GO:0003824,GO:0004157,GO:0006139,GO:0006206,GO:0006207,GO:0006725,GO:0006807,GO:0007154,GO:0007165,GO:0007264,GO:0007265,GO:0007610,GO:0007611,GO:0007613,GO:0008150,GO:0008152,GO:0008593,GO:0009058,GO:0009112,GO:0009966,GO:0009967,GO:0009987,GO:0010646,GO:0010647,GO:0016787,GO:0016810,GO:0016812,GO:0018130,GO:0019856,GO:0023051,GO:0023052,GO:0023056,GO:0032501,GO:0034641,GO:0035556,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0045747,GO:0046112,GO:0046483,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0050877,GO:0050890,GO:0050896,GO:0051179,GO:0051640,GO:0051641,GO:0051642,GO:0051716,GO:0055086,GO:0061842,GO:0065007,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","ko:K01464","ko00240,ko00410,ko00770,ko00983,ko01100,map00240,map00410,map00770,map00983,map01100","Amidohydro_1",1.37347341755888,27.0142318645709,"Infected expression is more solitarious-like than control"
116.062033363757,-2.19703579614839,0.591094659685518,-3.71689332689503,0.000201687548458796,0.00588538011903842,"LOC126281280","Current outliers removed","Infection within diet","Diet 33: infected vs control","Infected","Control",33,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",2.15849115717038,2.37210761851084,1.94487469582991,2.37210761851084,4.1568254813275e-05,4.44254477072363e-07,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like",NA,NA,NA,NA,NA,NA,2.23022548213752,26.7993688967968,"Infected expression is more solitarious-like than control"
44.0166158407297,2.35971677274976,0.843360162360016,2.79799411694578,0.00514210492242547,0.0269840272524316,"LOC126284639","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",2.30969086576581,2.80487696461725,2.80487696461725,1.81450476691437,1.02112205744682e-27,8.16139071155447e-07,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Belongs to the small heat shock protein (HSP20) family",NA,NA,NA,NA,1.56889323320432,26.7334869705713,"Infected expression is more gregarious-like than control"
21.8632347730383,-2.05661805072686,0.728554455303213,-2.82287485273964,0.00475951462465693,0.0256623283827005,"LOC126299150","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",2.61313380918504,2.96902281163624,2.25724480673384,2.96902281163624,1.23695171511943e-18,1.55354780125552e-22,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like","Cyp314a1","heme binding. It is involved in the biological process described with oxidation-reduction process","GO:0000003,GO:0001667,GO:0001700,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002165,GO:0003006,GO:0003674,GO:0003824,GO:0004497,GO:0004501,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006629,GO:0006694,GO:0006928,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007295,GO:0007297,GO:0007298,GO:0007391,GO:0007399,GO:0007417,GO:0007494,GO:0008150,GO:0008152,GO:0008202,GO:0008258,GO:0008395,GO:0008610,GO:0009058,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009888,GO:0009987,GO:0010631,GO:0010817,GO:0016331,GO:0016477,GO:0016491,GO:0016705,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030707,GO:0030855,GO:0032501,GO:0032502,GO:0032504,GO:0034754,GO:0035074,GO:0035209,GO:0035295,GO:0040007,GO:0040011,GO:0042180,GO:0042181,GO:0042445,GO:0042446,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045455,GO:0045456,GO:0048468,GO:0048477,GO:0048565,GO:0048589,GO:0048598,GO:0048609,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0051179,GO:0051674,GO:0051704,GO:0055114,GO:0055123,GO:0060429,GO:0065007,GO:0065008,GO:0071704,GO:0090130,GO:0090132,GO:1901360,GO:1901362,GO:1901576","ko:K10723","ko00981,map00981","p450",1.59070394196408,26.6163448043272,"Infected expression is more solitarious-like than control"
16.3606545911902,3.02545256133962,1.03867453456217,2.91280132579253,0.00358202420024621,0.0431362533099258,"LOC126278972","Current outliers removed","Infection within diet","Diet 33: infected vs control","Infected","Control",33,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.73535789423735,1.84475628145059,1.84475628145059,1.6259595070241,1.96558478049436e-10,6.29729435164939e-06,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Lipase",NA,NA,NA,"Lipase",1.3651575791567,26.2353664219469,"Infected expression is more gregarious-like than control"
5.17458667151731,2.62813638235667,0.768465337002565,3.41998038923635,0.000626256502004868,0.00680963446181052,"LOC126272787","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.22496809581654,1.3753714112793,1.07456478035378,1.3753714112793,1.31526803940352e-09,5.79629730290022e-06,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like","PebIII","Insect pheromone-binding family, A10/OS-D","GO:0000003,GO:0005575,GO:0005576,GO:0007275,GO:0007552,GO:0007610,GO:0008150,GO:0009605,GO:0009607,GO:0009615,GO:0019098,GO:0022414,GO:0032501,GO:0032502,GO:0032504,GO:0043207,GO:0045297,GO:0048609,GO:0048856,GO:0050896,GO:0051704,GO:0051707","ko:K15127",NA,"OS-D",2.16687620019873,26.1703839938347,"Infected expression is more gregarious-like than control"
5.7861800004364,-1.4574103023139,0.512895924861131,-2.84153223231107,0.0044897313195457,0.0493617502540475,"LOC126291786","Current outliers removed","Infection within diet","Diet 33: infected vs control","Infected","Control",33,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",2.98914061468279,3.37455697085075,3.37455697085075,2.60372425851483,1.7764722881411e-21,5.43642593472431e-10,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like",NA,NA,NA,NA,NA,NA,1.30660944961909,26.1385767227837,"Infected expression is more solitarious-like than control"
43.5530597740518,1.35690680427485,0.31134727347288,4.35817789293422,1.31149764992855e-05,0.00042994314262875,"LOC126292108","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.10614104566665,1.2019990031046,1.2019990031046,1.01028308822871,6.63809122512516e-07,0.00192383292720236,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Aldo/keto reductase family",NA,NA,NA,NA,3.36658897343264,25.9254947808121,"Infected expression is more gregarious-like than control"
38.205873966606,1.60843879456922,0.474829604953809,3.3874020865352,0.000705578972042251,0.00731166030678611,"LOC126336730","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",2.02395424269589,2.14422641200743,2.14422641200743,1.90368207338435,5.75635362519268e-15,4.52766627559882e-12,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Glutathione S-transferase, C-terminal domain",NA,"ko:K04097","ko00480,ko00590,ko00980,ko00982,ko01100,ko05204,map00480,map00590,map00980,map00982,map01100,map05204","GST_C_3,GST_N",2.13598399373966,25.8886492003163,"Infected expression is more gregarious-like than control"
8.4840575011171,2.33720560764467,0.847184460725922,2.75879187590623,0.00580154705331104,0.0293446979847158,"LOC126334955","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.43675472380999,1.76679635531465,1.76679635531465,1.10671309230533,1.93823861116015e-13,0.000112572193082822,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Sugar (and other) transporter","GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944","ko:K08193",NA,"MFS_1",1.53247035588107,25.6364723188404,"Infected expression is more gregarious-like than control"
4.84460691358427,1.97480409198737,0.785244670309054,2.5148901567331,0.0119069474772684,0.0490592262178162,"LOC126272933","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.9583254294545,2.17717285526183,1.73947800364717,2.17717285526183,1.73356689764473e-12,4.13658937447741e-20,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Solute carrier (proton/amino acid symporter), TRAMD3 or PAT1",NA,NA,NA,"PaaSYMP",1.30927930594583,25.461256253195,"Infected expression is more gregarious-like than control"
5.98397311674101,-1.82739242692196,0.699532436012503,-2.61230549556575,0.00899338506081792,0.039950150195745,"LOC126299143","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",1.93344034258173,2.18135167854478,1.68552900661867,2.18135167854478,0.00898658558439381,4.35311568174609e-07,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like",NA,"Belongs to the peptidase S1 family","GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0070011,GO:0071704,GO:0140096,GO:1901564",NA,NA,"Trypsin",1.39848158358251,25.4072256890493,"Infected expression is more solitarious-like than control"
8.77545744664176,1.46282247802668,0.506995812583551,2.8852752660272,0.00391071560398494,0.022291534488089,"LOC126266665","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.67932156162147,2.2789966021935,1.07964652104943,2.2789966021935,1.13479307930388e-11,4.93749080653948e-33,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Defective proboscis extension response",NA,NA,NA,NA,1.65186003484987,25.3936791150701,"Infected expression is more gregarious-like than control"
2.11703455318924,-2.59812834565071,0.917087694123157,-2.83302061765732,0.00461104118125512,0.0498528912200519,"LOC126297899","Current outliers removed","Infection within diet","Diet 33: infected vs control","Infected","Control",33,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",1.23370439417333,1.31674800654827,1.31674800654827,1.1506607817984,1.24012682221427e-14,6.6982365829921e-07,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like",NA,NA,NA,NA,NA,NA,1.3023096496993,25.2171860018983,"Infected expression is more solitarious-like than control"
17.1056387564468,-1.94310070557986,0.736147918364936,-2.63955199370216,0.00830156880709735,0.0376405295923134,"LOC126267256","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",1.38760052759615,1.68667869554678,1.08852235964552,1.68667869554678,0.0388804513148156,0.000138542615633222,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like","CTLSE2","C-type lectin (CTL) or carbohydrate-recognition domain (CRD)","GO:0003674,GO:0005488,GO:0030246",NA,NA,"Lectin_C,Sushi",1.4243442747931,25.0541236759197,"Infected expression is more solitarious-like than control"
81.4654468089217,-1.86703014485346,0.652346430496038,-2.86202247390821,0.00420947057111007,0.0473985101726415,"LOC126355184","Current outliers removed","Infection within diet","Diet 33: infected vs control","Infected","Control",33,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",1.52681099943955,1.64412213054699,1.40949986833211,1.64412213054699,9.90828909144156e-06,4.21554185913414e-10,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like",NA,"Belongs to the type-B carboxylesterase lipase family",NA,NA,NA,NA,1.3242353088316,24.835387584232,"Infected expression is more solitarious-like than control"
50.2094775516787,-1.22799300765999,0.361687860833458,-3.39517340955335,0.00068585145475289,0.0164647214856616,"LOC126282005","Current outliers removed","Infection within diet","Diet 83: infected vs control","Infected","Control",83,TRUE,"Downregulated",2,"Head + Thorax","Gregarious-up",1.47076797793905,1.52602624518208,1.41550971069602,1.52602624518208,2.97924051542168e-14,1.82146279517558e-15,"Gregarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like","w","ABC-2 type transporter","GO:0000003,GO:0001408,GO:0001409,GO:0001504,GO:0001505,GO:0003008,GO:0003674,GO:0003824,GO:0005215,GO:0005275,GO:0005345,GO:0005346,GO:0005395,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006576,GO:0006725,GO:0006726,GO:0006727,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006836,GO:0006856,GO:0006862,GO:0006863,GO:0007610,GO:0007611,GO:0007613,GO:0007617,GO:0007618,GO:0007619,GO:0008049,GO:0008055,GO:0008150,GO:0008152,GO:0008509,GO:0008514,GO:0008558,GO:0009058,GO:0009308,GO:0009309,GO:0009605,GO:0009628,GO:0009629,GO:0009987,GO:0015075,GO:0015205,GO:0015208,GO:0015215,GO:0015216,GO:0015399,GO:0015405,GO:0015605,GO:0015696,GO:0015711,GO:0015748,GO:0015837,GO:0015842,GO:0015851,GO:0015854,GO:0015865,GO:0015868,GO:0015931,GO:0015932,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0018130,GO:0019098,GO:0019438,GO:0019748,GO:0019953,GO:0022414,GO:0022804,GO:0022857,GO:0031090,GO:0031224,GO:0031300,GO:0031301,GO:0031410,GO:0031982,GO:0032501,GO:0032504,GO:0033060,GO:0034220,GO:0034641,GO:0040011,GO:0042330,GO:0042332,GO:0042401,GO:0042440,GO:0042441,GO:0042623,GO:0042626,GO:0043226,GO:0043227,GO:0043229,GO:0043324,GO:0043473,GO:0043474,GO:0043492,GO:0044106,GO:0044237,GO:0044249,GO:0044271,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0044703,GO:0045117,GO:0046148,GO:0046152,GO:0046158,GO:0046483,GO:0048066,GO:0048069,GO:0048072,GO:0048609,GO:0048770,GO:0050877,GO:0050890,GO:0050896,GO:0051179,GO:0051234,GO:0051608,GO:0051615,GO:0051641,GO:0051649,GO:0051704,GO:0055085,GO:0060179,GO:0065007,GO:0065008,GO:0070729,GO:0070731,GO:0071702,GO:0071704,GO:0071705,GO:0071944,GO:0072530,GO:0090740,GO:0090741,GO:0097708,GO:0098588,GO:0098656,GO:0098657,GO:0098700,GO:0099504,GO:1901264,GO:1901360,GO:1901362,GO:1901505,GO:1901564,GO:1901566,GO:1901576,GO:1901679,GO:1903716,GO:1903790,GO:1904823,GO:1905948","ko:K21396",NA,"ABC2_membrane,ABC_tran",1.78344561133916,24.5374648641812,"Infected expression is more solitarious-like than control"
56.6013991252865,1.49516219567467,0.458738591380161,3.25929020093191,0.00111691355039875,0.0226587937345859,"LOC126284502","Current outliers removed","Infection within diet","Diet 83: infected vs control","Infected","Control",83,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.22112877655715,1.23052524114308,1.21173231197122,1.23052524114308,1.72420567718009e-28,9.54147078266146e-27,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Sidestep protein",NA,NA,NA,"C2-set_2,I-set,Ig_3,ig",1.64476321399413,24.3704506508119,"Infected expression is more gregarious-like than control"
20.5093805148348,1.22964315048052,0.420731056709184,2.92263461627572,0.0034708355029959,0.0206138992967818,"LOC126295351","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Gregarious-up",1.22954071669869,1.2484941548464,1.2484941548464,1.21058727855098,2.09327584943105e-06,0.00864885806967121,"Gregarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,NA,NA,NA,NA,NA,1.68583984990439,24.1639771552313,"Infected expression is more gregarious-like than control"
2087.73955444718,4.39949544586871,0.439597828142482,10.0080008685638,1.40564173221795e-23,2.01372234557543e-20,"LOC126339755","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Solitarious-up",-1.63624361323011,2.07210395117411,-1.20038327528611,-2.07210395117411,0.00241370197071809,3.78915860628577e-10,"Solitarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like",NA,"Vault protein inter-alpha-trypsin domain",NA,NA,NA,NA,19.6960004106926,46.1675998077354,"Infected expression is more solitarious-like than control"
369.823299483377,-8.45814865778368,1.01833570345111,-8.30585496425122,9.91032298727934e-17,5.80199859290269e-13,"LOC126278485","Current outliers removed","Infection within diet","Diet 33: infected vs control","Infected","Control",33,TRUE,"Downregulated",2,"Head + Thorax","Solitarious-up",-2.61110903340902,2.76200928087785,-2.46020878594018,-2.76200928087785,0.00303034245446553,0.000138399167360275,"Solitarious-up","Shared head/thorax phase DEG","Numerator more gregarious-like",NA,"Pyridoxal-dependent decarboxylase, pyridoxal binding domain",NA,"ko:K01581","ko00330,ko00480,ko01100,ko01110,ko01130,map00330,map00480,map01100,map01110,map01130","Orn_Arg_deC_N,Orn_DAP_Arg_deC",12.2364223808582,43.4565803195197,"Infected expression is more gregarious-like than control"
63.451965341853,6.1758109100956,0.83242647947009,7.41904668148834,1.17966332621934e-13,3.01783157346755e-11,"LOC126282181","Current outliers removed","Infection within diet","Diet 50: infected vs control","Infected","Control",50,TRUE,"Upregulated",2,"Head + Thorax","Solitarious-up",-1.24223901352112,1.42429567305645,-1.06018235398579,-1.42429567305645,0.0129737715727706,2.89961106723089e-05,"Solitarious-up","Shared head/thorax phase DEG","Numerator more solitarious-like",NA,"Belongs to the type-B carboxylesterase lipase family","GO:0003674,GO:0003824,GO:0016787,GO:0016788,GO:0052689","ko:K01063","ko00981,map00981","COesterase",10.5203050020537,38.1204115852058,"Infected expression is more solitarious-like than control"
