gene_id,description_gff,source_sheet,umbrella,subcategory,seqid,homology_evidence,evidence_tier,nucleotide_groups,nucleotide_taxa,nucleotide_max_identity,nucleotide_max_query_coverage,protein_support,contrast_label,oriented_log2FC,padj,status,higher_expression_condition
LOC126319940,"aspartate aminotransferase, mitochondrial-like",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062071.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Dictyostelium purpureum,66.607,33,Mixed/ambiguous,Infected: diet 83 vs 33,6.201696999739332,0.08123020689695058,N.S.,Not significant
LOC126319940,"aspartate aminotransferase, mitochondrial-like",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062071.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Dictyostelium purpureum,66.607,33,Mixed/ambiguous,Infected: diet 83 vs 50,-0.5606025657830852,0.9333640444969056,N.S.,Not significant
LOC126319940,"aspartate aminotransferase, mitochondrial-like",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062071.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Dictyostelium purpureum,66.607,33,Mixed/ambiguous,Diet 33: infected vs control,-5.180092551453114,0.06321985305982196,N.S.,Not significant
LOC126319940,"aspartate aminotransferase, mitochondrial-like",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062071.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Dictyostelium purpureum,66.607,33,Mixed/ambiguous,Diet 50: infected vs control,-0.7133815133775129,0.9324724734269296,N.S.,Not significant
LOC126319940,"aspartate aminotransferase, mitochondrial-like",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062071.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Other Eukaryota,Dictyostelium purpureum,66.607,33,Mixed/ambiguous,Diet 83: infected vs control,2.3812306119636784,1,N.S.,Not significant
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,7.56255565632762,0.00800707016184121,Upregulated,Infected diet 50
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,6.245513995466868,0.08123020689695058,N.S.,Not significant
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.3170416608607525,0.9333640444969056,N.S.,Not significant
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-6.031056051848615,0.04608602100639594,Downregulated,Control diet 33
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-0.7610770236618583,0.9234666075953184,N.S.,Not significant
LOC126330815,"probable alanine aminotransferase, mitochondrial",Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Biosynthesis & Interconversion,NW_026062667.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.7886065217184892,1,N.S.,Not significant
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,5.757734028673599,0.01303431635952782,Upregulated,Infected diet 50
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,4.946669635755396,0.08123020689695058,N.S.,Not significant
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-0.811064392918203,0.9333640444969056,N.S.,Not significant
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-3.620895470285518,0.12134345963551176,N.S.,Not significant
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-0.36919787924273334,0.9602991015135656,N.S.,Not significant
LOC126316687,proton-coupled amino acid transporter 4-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Amino Acid Transporters,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.8620136709665013,1,N.S.,Not significant
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,5.609907473183622,0.01318406140718867,Upregulated,Infected diet 50
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,4.575214406648839,0.08372843680059505,N.S.,Not significant
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.0346930665347829,0.9333640444969056,N.S.,Not significant
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-4.616727230042811,0.06198005704254171,N.S.,Not significant
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-1.2551736037234138,0.9171120431712186,N.S.,Not significant
LOC126316674,dipeptidyl aminopeptidase BI-like,Protein-Anabolism,Nitrogen & Amino Acid Metabolism,Peptide & Amine Metabolism,NW_026061985.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,1.1007429779271458,1,N.S.,Not significant
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,6.242967388625993,0.01067188526837507,Upregulated,Infected diet 50
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,3.8102928169130217,0.10495708265930564,N.S.,Not significant
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-2.432674571712972,0.9333640444969056,N.S.,Not significant
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-6.079000591726951,0.03969809527587033,Downregulated,Control diet 33
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-1.876105794738055,0.9171120431712186,N.S.,Not significant
LOC126304702,60S ribosomal protein L34-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061732.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,-0.4827100073370277,1,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Infected: diet 50 vs 33,22.814978087427345,2.106795866020169e-27,Upregulated,Infected diet 50
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Infected: diet 83 vs 33,21.375923672268907,5.0102460776789165e-19,Upregulated,Infected diet 83
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Infected: diet 83 vs 50,-1.4390544151584377,0.9333640444969056,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Diet 33: infected vs control,-22.815120489004837,6.3571568882456826e-24,Downregulated,Control diet 33
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Diet 50: infected vs control,-2.2060306863094414,0.9171120431712186,N.S.,Not significant
LOC126314456,60S ribosomal protein L9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061953.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,66.387,34,Mixed/ambiguous,Diet 83: infected vs control,-0.1921782937953215,1,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Infected: diet 50 vs 33,5.4235924750125815,0.01397209838292892,Upregulated,Infected diet 50
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Infected: diet 83 vs 33,3.553127362010744,0.12371006298761862,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Infected: diet 83 vs 50,-1.8704651130018364,0.9333640444969056,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Diet 33: infected vs control,-5.614998901477025,0.04548833317323746,Downregulated,Control diet 33
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Diet 50: infected vs control,-2.456302018390227,0.9171120431712186,N.S.,Not significant
LOC126315212,40S ribosomal protein S6-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026061958.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Linderina pennispora,69.266,44,Mixed/ambiguous,Diet 83: infected vs control,-0.5290933918381258,1,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 50 vs 33,5.852485748399205,0.01146138291773624,Upregulated,Infected diet 50
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 33,4.073708586013111,0.09381493731576918,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Infected: diet 83 vs 50,-1.7787771623860948,0.9333640444969056,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 33: infected vs control,-4.285161043754682,0.06936084798776707,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 50: infected vs control,-0.6753179009993593,0.9234666075953184,N.S.,Not significant
LOC126318218,30S ribosomal protein S9-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062043.1,Non-metazoan-only protein hits without nucleotide corroboration,Protein-only non-metazoan flag,,,,,Non-metazoan candidate,Diet 83: infected vs control,0.05430878567571135,1,N.S.,Not significant
LOC126320365,40S ribosomal protein SA-like,Protein-Anabolism,Protein Synthesis & Translation,Ribosomal Structural Proteins,NW_026062094.1,Conflicting nucleotide and protein evidence,Conflicting nucleotide and protein evidence,Fungi,Colletotrichum aenigma;Colletotrichum chrysophilum;Colletotrichum fructicola Nara gc5;Colletotrichum karsti;Colletotrichum siamense;Diaporthe citri,74.233,53,Mixed/ambiguous,Infected: diet 50 vs 33,6.5612604661735645,0.01067188526837507,Upregulated,Infected diet 50
