"gene_id","Diet 33","Diet 50","Diet 83","intersection"
"LOC126278032",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278041",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278049",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278050",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278058",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278061",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278068",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278069",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278109",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126278127",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278128",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278137",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278144",FALSE,FALSE,TRUE,"Diet 83"
"LOC126278148",FALSE,FALSE,TRUE,"Diet 83"
"LOC126278149",TRUE,FALSE,FALSE,"Diet 33"
"LOC126278163",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278174",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278176",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278180",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278191",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126278196",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278220",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278225",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278232",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278249",FALSE,FALSE,TRUE,"Diet 83"
"LOC126278259",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278260",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278265",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278268",FALSE,FALSE,TRUE,"Diet 83"
"LOC126278279",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278289",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278308",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278341",TRUE,FALSE,FALSE,"Diet 33"
"LOC126278345",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278364",TRUE,FALSE,FALSE,"Diet 33"
"LOC126278365",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278381",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278382",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278393",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278403",FALSE,FALSE,TRUE,"Diet 83"
"LOC126278410",FALSE,FALSE,TRUE,"Diet 83"
"LOC126278436",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278442",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278447",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278456",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278485",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278499",TRUE,FALSE,FALSE,"Diet 33"
"LOC126278501",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278507",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278514",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126278521",TRUE,FALSE,FALSE,"Diet 33"
"LOC126278530",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126278545",FALSE,FALSE,TRUE,"Diet 83"
"LOC126278549",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278559",TRUE,FALSE,FALSE,"Diet 33"
"LOC126278566",TRUE,FALSE,FALSE,"Diet 33"
"LOC126278567",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278585",TRUE,FALSE,FALSE,"Diet 33"
"LOC126278622",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278644",FALSE,FALSE,TRUE,"Diet 83"
"LOC126278673",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278678",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278697",TRUE,FALSE,FALSE,"Diet 33"
"LOC126278704",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278707",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278735",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278758",FALSE,TRUE,TRUE,"Diet 50 + Diet 83"
"LOC126278849",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278890",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278893",FALSE,TRUE,FALSE,"Diet 50"
"LOC126278946",TRUE,TRUE,FALSE,"Diet 33 + Diet 50"
"LOC126278962",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126278964",TRUE,FALSE,TRUE,"Diet 33 + Diet 83"
"LOC126278972",TRUE,FALSE,FALSE,"Diet 33"
"LOC126279005",FALSE,FALSE,TRUE,"Diet 83"
"LOC126279018",TRUE,TRUE,TRUE,"Diet 33 + Diet 50 + Diet 83"
"LOC126279039",TRUE,FALSE,FALSE,"Diet 33"
"LOC126279052",TRUE,FALSE,FALSE,"Diet 33"
"LOC126279056",FALSE,FALSE,TRUE,"Diet 83"
"LOC126279072",FALSE,TRUE,FALSE,"Diet 50"
